Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9
UID_H13_3_6_hem-19,-21.5777,-24.5365,-0.921763,1.71505,-3.28597,-8.4814,24.1358,2.91581,-54.7718
UID_H13_3_7_hem-15,-133.135,35.6798,10.8256,-29.6248,2.0505,22.6134,7.9905,0.961362,-8.3258
UID_H13_4_1_hem-20,-41.3438,-40.2408,8.72399,-6.31232,-13.6872,14.2985,-0.08196,10.2474,8.17496
UID_H13_4_2_hem-9,72.4189,-185.328,3.59151,9.06931,-7.8039,-10.4056,-13.748,-1.01533,-7.11933
UID_H13_4_3_hem-6,-99.3893,83.5891,48.815,-27.6565,20.6004,27.0888,13.9131,16.2289,-11.4144
UID_H13_4_4_hem-3,107.456,-202.611,26.8283,17.4497,2.47062,-10.2819,11.9232,-6.67152,-7.7243
UID_H13_4_5_hem-16,-48.5884,-62.9701,-20.9227,12.0493,-21.5276,23.1691,-38.02,12.9681,13.6707
UID_H13_4_6_hem-8,-50.8502,-3.83059,-37.0954,-0.393347,-12.7431,-31.9306,15.9831,-10.3195,-67.8225
UID_H13_4_7_hem-5,48.7478,-117.264,24.9584,2.38339,6.36421,9.59307,-7.21061,3.5585,-8.75329
UID_H13_5_1_hem-2,67.0772,-184.479,10.9944,14.6195,-0.181408,-11.5006,3.72188,-7.0156,-0.376819
UID_H13_5_2_hem-13,-142.804,328.208,228.741,32.0085,40.3207,35.5327,-19.5007,-26.6797,-52.8793
UID_H13_5_3_hem-11,-38.2894,102.928,47.8146,-23.6261,25.4147,40.6927,48.0318,34.3276,19.8895
UID_H13_5_4_hem-9,55.3228,-117.272,-24.1763,34.3219,-21.3429,-20.8819,-28.1323,18.3636,2.79293
UID_H13_6_1_hem-3,59.6869,-115.522,61.8318,15.6906,22.7368,2.29001,0.364585,-8.84952,0.850698
UID_H13_6_2_hem-3,85.6287,-163.336,27.3015,18.1931,6.91975,-13.8161,-13.5286,-6.42942,5.90496
UID_H13_6_3_hem-11,-1.59101,-124.598,-11.3796,-12.2215,2.61815,-12.4685,4.35675,-8.39236,1.85433
UID_H13_6_4_hem-10,-62.8625,-81.4947,-19.8939,-13.5461,-8.47553,-9.98593,2.39791,-6.62732,4.86307
UID_H13_6_5_hem-4,70.9401,-181.387,14.8816,13.4429,1.88461,-9.32728,3.71871,-6.53852,-1.63756
UID_H13_7_1_hem-4,12.1754,-87.7085,25.9196,24.9778,11.0005,30.8241,14.3302,33.1635,14.2563
UID_H13_7_2_hem-3,108.458,-146.961,38.6539,24.1721,15.2278,-31.808,-23.9779,-6.90399,8.2823
UID_H13_7_3_hem-10,-2.48608,-126.157,-7.70409,-8.60568,-0.569006,-12.7032,2.42975,-7.15313,2.6482
UID_H13_8_1_hem-5,54.4568,-186.205,1.69838,8.16387,-8.88336,-11.8537,3.84974,-10.6166,-8.63147
UID_H13_8_2_hem-7,51.4082,-152.465,13.3447,6.69355,0.415906,0.708026,2.26201,7.92878,-1.51081
UID_H13_8_3_hem-2,6.77324,-132.471,3.94538,4.69027,2.39719,-6.5217,6.11392,-3.33913,4.58335
UID_H13_8_4_hem-9,38.0087,-143.274,12.9096,11.1553,5.51598,-4.89628,1.03802,1.46009,4.69677
UID_H13_9_1_hem-6,20.0525,-106.579,15.7747,7.5302,5.21997,-6.93285,-15.6234,-6.33323,1.46301
UID_H13_9_2_hem-21,-180.297,63.1643,0.621954,-33.8262,0.000713462,22.4332,29.5081,3.0434,-6.72268
UID_H13_9_3_hem-16,-72.3695,45.071,56.3275,-7.356,4.7958,13.1764,-22.3323,-15.1091,11.9002
UID_H18_10_1_hem-10,-198.249,97.439,29.7901,-37.6767,18.6376,28.2302,-2.85209,-2.32274,26.3178
UID_H18_10_2_hem-27,-43.9148,-102.001,-17.3276,-3.40721,-10.9021,4.76755,3.50916,4.37848,-2.51199
UID_H18_11_1_hem-9,-109.189,26.7032,34.6228,32.1358,-20.7313,14.1767,-18.5399,54.7763,-0.363343
UID_H18_11_2_hem-8,41.2454,158.8,13.1436,71.3895,0.325718,-46.6491,-54.3609,-14.3596,-58.7293
UID_H18_11_3_hem-3,-199.104,113.253,-84.9079,-44.8682,-26.3904,-14.0226,-17.4044,-47.0112,15.2847
UID_H18_11_4_hem-7,-5.69303,-115.347,-24.0972,7.4554,20.0277,-30.8295,4.86896,-22.7182,7.83432
UID_H18_11_5_hem-26,-105.155,352.2,143.363,172.71,17.0234,14.4685,-87.9996,-26.5674,18.2228
UID_H18_11_6_hem-9,24.0117,-30.6945,46.1945,34.5616,31.4926,-7.90036,-9.84348,1.6376,-0.214403
UID_H18_11_7_hem-2,544.999,-152.86,237.121,-117.925,31.6774,35.6094,-52.8356,-39.847,120.647
UID_H18_11_8_hem-9,21.5043,-64.1016,4.27257,7.45135,-13.6451,-12.2571,4.88924,17.0075,-28.1805
UID_H18_11_9_hem-3,6.02304,-59.9072,14.7457,44.609,-40.8694,59.7704,-30.8869,38.0496,28.816
UID_H18_13_1_hem-4,-145.872,25.2934,-14.9101,-25.8495,-3.11226,19.7742,-15.6355,12.6364,1.56785
UID_H18_14_1_hem-7,5.42057,-137.534,-2.08242,-1.68469,-5.85581,-12.5434,5.18226,-7.06364,2.49153
UID_H18_15_1_hem-20,-144.538,90.5954,30.9692,-11.8863,31.8561,12.0791,-13.7894,3.56139,31.1095
UID_H18_15_2_hem-15,-218.928,63.3044,-23.9119,-37.2068,-4.47471,3.83698,7.50958,8.41292,20.3277
UID_H18_16_1_hem-21,1.98207,-95.1602,30.199,1.58273,14.7403,2.42901,-1.37878,-4.59871,3.48449
UID_H18_1_1_hem-2,-160.05,-24.3179,-42.7493,-20.6472,-13.8277,6.79386,9.47359,-3.09877,0.293934
UID_H18_2_1_hem-7,15.9679,-109.295,-0.511689,-8.52928,-14.0511,-5.53849,0.614953,-5.66533,8.24775
UID_H18_3_1_hem-2,-28.3329,-55.2057,-20.0867,35.7761,14.1711,-59.9919,14.4631,-18.1355,-7.45542
UID_H18_4_1_hem-4,-129.902,47.467,28.3137,-21.8515,27.5765,38.1563,7.5731,6.84383,-6.64786
UID_H18_5_1_hem-2,-87.7302,-20.7314,6.51266,-15.1594,1.86838,-0.194534,1.30563,-2.00224,9.06818
UID_H18_5_2_hem,594.459,-113.124,73.7453,24.6441,82.7328,57.3536,-5.19126,7.0339,-63.115
UID_H18_6_1_hem-2,421.352,-421.472,57.9062,100.779,18.4183,-60.324,-10.61,-21.3949,-19.0344
UID_H18_6_2_hem-2,-38.9593,-56.8962,18.6583,-9.13906,10.0112,12.2982,-13.8857,9.65153,-4.30561
UID_H18_6_3_hem-10,130.562,465.391,109.658,256.429,45.5551,-88.029,255.889,0.164382,-129.317
UID_H18_6_4_hem-5,-24.2784,384.508,263.339,60.8463,46.3371,40.9398,-12.8809,5.61864,-54.0172
UID_H18_6_5_hem-6,-120.273,-35.394,-24.5735,-25.2422,-18.8433,-12.207,6.44521,-12.8967,3.48135
UID_H18_7_1_hem-2,-170.237,203.051,35.2449,-14.6654,7.48158,8.46558,-0.802071,-32.2618,1.1394
UID_H18_8_1_hem-4,74.3978,74.3894,-69.3821,126.552,-46.7824,-1.03589,-8.82308,51.7125,-111.276
UID_H18_9_1_hem-7,13.7665,115.295,40.8005,91.7961,11.6946,2.09382,-41.1015,60.9937,-40.2034
UID_H1_10_1_hem-19,573.078,-85.4913,306.426,-106.461,-48.9668,-35.2319,-41.0739,50.5221,29.3359
UID_H1_11_1_hem-13,72.0302,-168.255,7.63622,44.1397,-7.3158,7.76934,4.35161,10.5655,8.88512
UID_H1_15_1_hem-4,84.4714,-205.731,10.1545,18.0593,-3.46626,-9.28764,2.31111,-4.34044,-5.77168
UID_H1_16_1_hem-7,598.195,14.5781,44.0084,28.1159,55.6232,11.0118,37.3134,60.2971,-5.14435
UID_H1_16_2_hem-10,536.873,321.85,-27.4347,37.5643,103.329,-104.742,64.2663,206.019,94.9978
UID_H1_19_1_hem-4,18.9487,-154.849,-1.97321,10.6039,4.71575,-5.6812,5.59988,-2.73536,-0.113693
UID_H1_1_1_hem-15,39.2807,-92.4351,-17.9416,56.8415,-1.45302,-30.6649,-0.615036,9.37811,-1.29414
UID_H1_20_1_hem-25,7.06865,-147.003,-12.0827,12.0464,-8.69086,-5.69476,2.59077,-0.829623,-3.90343
UID_H1_21_1_hem-3,44.3244,-163.11,-14.2158,39.8726,-17.3196,-3.52311,12.5926,2.36603,-6.87511
UID_H1_22_1_hem-2,59.2327,-192.314,-7.3062,21.0964,-8.15177,-11.2616,4.64047,1.91628,-5.574
UID_H1_23_1_hem-14,53.6976,156.787,63.3949,148.647,66.5977,-36.2979,72.0434,9.57372,-43.2897
UID_H1_25_1_hem-14,49.1569,-161.245,7.68949,20.0108,-6.02918,-6.59314,-1.80195,0.440933,2.28868
UID_H1_27_1_hem-11,-193.248,64.8604,-36.2796,-29.4274,-3.7086,-15.4777,-27.2311,-8.83356,16.4215
UID_H1_29_1_hem-2,4.05435,-133.19,7.65507,7.95868,1.09115,5.0849,11.7129,-0.458243,-3.5529
UID_H1_2_1_hem-5,23.457,-159.401,-7.02131,5.83856,-2.0007,-12.648,0.605456,-9.31397,-4.43475
UID_H1_30_1_hem-36,-271.933,84.4839,-48.0886,-41.1639,-9.74099,13.0204,9.32104,-3.65112,13.9886
UID_H1_31_1_hem-4,-14.8954,-133.234,-7.72488,4.05289,-1.38041,-0.518855,6.75882,-3.04183,-1.95466
UID_H1_32_1_hem-27,-141.085,-14.0192,-31.2528,-10.516,-17.4323,21.7731,3.58266,-1.30777,13.5801
UID_H1_33_1_hem-17,553.609,-130.971,-83.3668,290.036,114.03,7.13527,-107.667,70.7143,203.198
UID_H1_34_1_hem-26,-30.845,-83.9795,4.47544,10.4138,8.00821,-0.0627046,11.9356,5.31375,12.0975
UID_H1_35_1_hem-35,-74.0198,11.3106,-43.6322,32.7398,-37.7639,-25.3928,12.2915,14.9866,-35.6395
UID_H1_36_1_hem-27,-92.3729,44.8159,-36.5396,10.482,26.123,-48.0192,19.6449,-39.225,-27.466
UID_H1_38_1_hem-5,49.5757,-110.252,35.7412,-0.533825,0.553629,-4.59552,-7.57787,0.0702727,-7.61303
UID_H1_39_1_hem-6,-20.4341,41.2786,7.43637,52.1203,19.1374,-1.52968,-10.5729,38.4774,-1.40729
UID_H1_3_1_hem-3,-78.4395,-23.404,10.2109,-14.9298,11.1795,11.6561,-1.95332,4.80223,3.716
UID_H1_40_1_hem-14,33.6117,-99.7646,40.666,6.28172,22.2369,18.1699,-3.60972,3.00192,-6.43143
UID_H1_44_1_hem-15,-114.872,-38.0603,-30.6407,-6.64953,6.72806,-8.73486,24.8019,1.68004,-11.4678
UID_H1_5_1_hem-2,79.305,45.5112,-12.6002,110.339,-7.75088,-91.0628,-47.0093,38.1273,0.793399
UID_H1_6_1_hem-2,78.6125,41.1636,-15.1756,103.782,-13.5739,-96.6152,-43.1096,41.0049,-3.07206
UID_H1_7_1_hem-19,-13.397,-110.371,-7.85112,7.78238,-1.83304,5.63975,-1.72852,-2.42534,-8.5168
UID_H1_8_1_hem-8,724.607,256.899,-57.5309,-97.7667,-23.1213,109.418,0.492447,0.865399,5.61071
UID_H1_9_1_hem-25,18.4214,-129.548,-3.3492,25.4288,-5.82037,1.67773,10.0574,3.53133,-15.7691
UID_H20_10_1_hem-4,30.6479,-121.967,6.99061,-9.41884,-8.10443,-14.5693,1.87985,-1.72895,-0.719084
UID_H20_10_2_hem-4,17.8363,-152.837,-4.19048,6.25003,2.18666,-9.34002,13.128,-5.21117,3.87099
UID_H20_10_3_hem-8,-62.792,20.546,60.1597,-19.2643,25.3338,18.313,9.03424,9.45731,10.1139
UID_H20_11_1_hem-3,-37.9939,-76.6139,-10.7922,-19.6588,-2.57121,-25.8109,23.222,-18.6097,-4.14153
UID_H20_12_1_hem-2,-143.326,-6.55338,-23.7723,-30.8188,-4.36026,-3.69885,8.72245,-10.5313,11.6371
UID_H20_12_2_hem-4,-72.2554,-60.444,-5.05941,-9.00193,4.67885,2.97368,8.89118,-1.7679,6.31325
UID_H20_13_1_hem-2,66.6226,-164.702,22.3787,18.1232,8.59022,-5.70644,-3.76974,-0.915797,4.49192
UID_H20_13_2_hem-11,-198.951,70.6764,-5.40134,-48.5764,-13.3425,18.4994,-52.0288,-20.578,-7.61344
UID_H20_13_3_hem-5,39.4642,-160.18,7.04411,6.50791,5.597,-5.3986,-19.7517,9.23896,-3.47607
UID_H20_13_4_hem-8,42.3232,-135.487,14.2955,9.25744,6.32272,-9.97632,-10.3616,-4.87428,-11.4635
UID_H20_15_1_hem-2,-9.70611,-88.9621,7.63923,0.355212,-8.99122,20.4212,4.34647,16.329,2.73075
UID_H20_15_2_hem-6,-152.048,21.5249,-9.19824,-25.218,7.21673,0.289875,-0.680508,-10.8402,13.6555
UID_H20_15_3_hem-2,41.3589,-160.187,2.98996,19.5593,1.11609,-3.69473,-3.28607,-3.10143,-0.884122
UID_H20_16_1_hem-7,-106.183,26.7192,-6.008,-58.7248,13.4947,-17.5928,16.4315,-17.9101,7.58193
UID_H20_16_2_hem-2,87.3245,-171.024,36.6997,18.3601,10.7344,0.46087,-4.67496,-3.98034,-9.45004
UID_H20_16_3_hem-2,100.433,-187.816,13.3037,20.7697,1.46916,-10.9127,-13.5511,3.04495,-2.52622
UID_H20_16_4_hem-6,-58.8185,82.5648,38.3861,-32.9704,89.3999,2.20896,60.9811,-69.0478,0.270102
UID_H20_16_5_hem-2,53.421,-173.329,-0.981292,12.5706,-16.9785,0.497998,-0.127286,5.49256,-1.18613
UID_H20_18_1_hem-2,55.1197,-107.353,43.4603,13.2388,14.1277,26.1189,-5.06392,4.43109,-10.7222
UID_H20_18_2_hem-4,-11.1471,-106.443,5.84898,-2.64984,-1.34243,-8.32253,1.56761,-2.10468,4.93886
