Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9
UID_H11_6_2_hem-9,182.314,-200.497,48.4197,-0.297833,44.623,40.2044,-23.0292,-5.06625,13.0821
UID_H11_7_1_hem-29,207.721,-152.55,-31.6072,43.5926,-48.648,-5.73383,-6.11198,6.31087,-2.00492
UID_H11_8_1_hem-9,193.259,-167.503,10.8137,-18.8385,28.0229,15.5903,16.791,6.82119,-2.6511
UID_H11_8_2_hem-12,130.262,-25.0851,-3.39839,16.1115,-15.4493,-4.08067,7.87835,6.42499,-13.5267
UID_H11_9_1_hem-8,152.388,-46.6709,8.82243,17.2828,-7.07034,10.7303,-3.92464,0.854163,-8.62109
UID_H11_9_2_hem-22,125.096,-42.0292,-5.69046,8.61005,-15.2048,16.0181,28.9874,15.2775,15.5586
UID_H12_10_1_hem-32,298.899,-169.068,-5.14268,72.3946,-57.1309,7.83405,19.2199,32.9719,2.48211
UID_H12_10_2_hem-10,94.7481,-28.6788,21.0223,-8.55516,32.9089,16.1657,-8.23093,10.5697,12.2639
UID_H12_11_1_hem-11,59.4129,-249.08,-21.3991,-134.513,-57.7271,-94.6799,79.2891,-43.9116,14.7688
UID_H12_11_2_hem-16,180.353,-72.3454,2.6095,23.6189,-3.40341,7.09991,-2.89021,5.30915,-6.45996
UID_H12_11_3_hem-11,261.216,-247.944,-32.5861,32.6553,-90.0583,-80.2049,6.27844,0.272788,-14.7663
UID_H12_12_1_hem-8,3.31633,111.043,-3.67317,7.91431,-7.33472,-9.46631,-11.9034,-11.9367,-4.93811
UID_H12_12_2_hem-10,1.2041,97.0406,2.86215,2.87024,-6.57041,-2.21546,12.8055,-16.076,6.04621
UID_H12_12_3_hem-19,153.31,-84.2679,20.4604,8.58929,18.5855,21.1398,-17.0164,6.49143,0.3786
UID_H12_12_4_hem-11,71.1754,4.24344,10.2152,-0.18973,20.3108,10.2998,-16.2384,6.49914,2.75
UID_H12_12_5_hem-7,14.6536,67.681,6.60337,-13.0633,15.0377,6.54752,12.456,-10.0099,9.72237
UID_H12_12_6_hem-6,-2.99786,87.9038,3.03795,-7.94115,15.8663,4.94529,-14.1535,-1.03736,6.27281
UID_H12_12_7_hem-12,37.6653,86.8151,-9.11389,7.23309,-3.40887,-2.72891,-6.72665,-4.65158,0.0233569
UID_H12_13_1_hem-9,59.0969,4.19015,0.249395,-3.13446,-6.82456,4.39776,33.0976,1.78737,23.6142
UID_H12_13_2_hem-9,258.181,-168.948,-3.5529,45.9364,-32.1616,-1.87674,-9.84056,44.0355,-7.099
UID_H12_13_3_hem-9,129.845,-14.7488,0.933549,32.9764,-19.1051,3.75684,1.59952,-2.70115,-2.94064
UID_H12_13_4_hem-7,3.22039,103.046,-6.37816,-5.79941,6.30698,-0.780589,-2.45617,-6.66675,2.62859
UID_H12_13_5_hem-6,14.8049,45.0287,-12.1351,-0.230947,-9.16219,-12.1946,6.15325,16.3595,17.9454
UID_H12_13_6_hem-11,35.9169,59.366,-4.24415,-7.40794,4.52265,7.54383,-4.63044,-4.15415,3.65715
UID_H12_13_7_hem-3,41.7692,78.9913,-10.0246,10.2135,-2.89985,-0.711952,-9.16944,-7.10794,2.94771
UID_H12_14_1_hem-8,53.9801,2.15048,1.00456,-5.0047,-6.21389,1.41277,31.2347,4.46447,24.3828
UID_H12_14_2_hem-7,35.7767,80.6343,-1.59023,13.1588,-9.28201,-2.72924,5.03756,-12.5453,1.72794
UID_H12_14_3_hem-4,7.02309,62.729,8.36279,-8.14836,20.058,4.66483,-15.0795,2.98709,6.68339
UID_H12_15_1_hem-13,230.09,-109.733,-2.37626,54.7305,-40.7537,5.40727,21.804,16.0762,2.97953
UID_H12_15_2_hem-12,-462.494,-62.1235,-211.579,-75.2172,-165.749,-76.0169,-18.1045,-74.1209,-70.8591
UID_H12_15_3_hem-7,5.49867,82.5866,-7.6882,-6.74966,13.2299,-0.212767,-10.458,7.00016,6.01849
UID_H12_15_4_hem-6,39.9481,58.2069,-0.725776,-8.31983,10.9341,-3.11288,4.59781,-6.35118,-6.93685
UID_H12_15_5_hem-4,-777.656,-271.124,-11.5481,164.943,-34.0991,57.8613,-38.9985,-15.1302,33.0442
UID_H12_15_6_hem-3,-17.1786,126.21,-6.47985,-5.32555,5.99901,1.95818,-9.20662,-7.64758,6.92098
UID_H12_15_7_hem-28,101.173,-43.9786,9.40991,-13.5452,22.5096,14.6431,-6.19953,8.1423,-0.143499
UID_H12_16_1_hem-9,38.6683,80.9207,-6.17224,10.5559,-7.76003,-0.66333,-0.0842687,-5.77489,1.26906
UID_H12_16_2_hem-9,60.1731,66.6103,-9.7963,23.0509,-20.3834,-6.76789,-5.08891,-1.52521,-2.40225
UID_H12_17_1_hem-9,14.4763,36.5531,15.8698,-3.58563,1.51229,-4.86255,3.22175,-5.44837,4.13019
UID_H12_17_2_hem-7,155.049,-114.634,3.26317,15.8686,-7.93984,-3.98667,10.7521,8.58633,8.75611
UID_H12_18_1_hem-4,67.8263,26.5728,-15.5429,-5.86703,4.70693,-5.09891,-0.709063,-9.13443,2.62768
UID_H12_18_2_hem-9,53.8753,52.292,-0.525442,-1.37654,2.04346,3.50522,0.509867,-6.45261,-3.10975
UID_H12_18_3_hem-9,80.4291,7.13109,3.1647,-1.98361,6.13783,9.57783,6.76478,-6.20525,5.72127
UID_H12_18_4_hem-16,233.561,-147.066,5.46517,39.837,-14.0167,2.44974,15.6733,-4.14404,-7.71882
UID_H12_18_5_hem-9,11.3087,80.579,3.01795,-3.8248,13.8216,3.82772,-11.4672,-2.33202,9.49119
UID_H12_19_1_hem-10,87.282,27.0051,-4.05298,14.8986,-3.75707,-3.36312,-2.66142,2.15306,-7.20085
UID_H12_19_2_hem-15,69.1588,20.0826,6.25732,0.566615,6.29264,3.02373,-3.09619,3.23175,-3.88376
UID_H12_19_3_hem-5,13.0856,82.1073,-2.91334,-10.5369,17.1453,2.29704,-12.6496,-8.21856,-2.2815
UID_H12_19_4_hem-12,59.0801,54.7561,-5.33232,20.8418,-15.8774,1.68395,12.5223,-12.0786,14.2843
UID_H12_19_5_hem-8,4.61475,108.223,-8.65688,9.02605,-11.3188,0.802521,7.80487,-8.76238,9.75816
UID_H12_19_6_hem-5,72.0727,34.0628,-0.544096,3.65136,9.22075,6.70632,4.62629,-2.80383,-3.10877
UID_H12_1_1_hem-7,111.35,-57.7045,20.2673,17.0004,13.7792,18.9419,-12.6989,5.22572,13.7231
UID_H12_1_2_hem-7,33.8049,65.1485,-2.2296,5.74881,-3.48572,3.81101,0.782542,4.66235,15.8713
UID_H12_1_3_hem-8,45.8583,51.4526,-0.461324,-1.54394,16.2037,8.53942,-15.5777,-1.69774,-0.677348
UID_H12_1_4_hem-3,-533.729,-583.617,-147.679,-66.1494,99.8644,-73.2761,-70.8984,130.371,-199.317
UID_H12_1_5_hem-4,135.329,-42.3234,8.54449,14.1869,0.611173,6.9104,-6.76295,7.93695,-8.82685
UID_H12_1_6_hem-9,34.4218,68.5856,-3.05711,-6.96556,8.8369,1.08248,-3.57932,-2.89907,-3.03525
UID_H12_20_1_hem-10,85.5863,30.4833,-4.93324,14.6612,-2.61973,-3.64072,-1.76709,2.57119,-6.1621
UID_H12_20_2_hem-13,69.595,22.6318,4.87043,0.339817,4.29315,2.6181,-3.76858,2.46571,-3.05049
UID_H12_20_3_hem-10,13.3388,82.1872,-2.03309,-10.5184,18.9261,2.58576,-11.0195,-7.614,-3.32281
UID_H12_20_4_hem-11,58.8005,52.9915,-5.75653,19.2943,-14.3141,2.54224,13.6322,-12.0825,13.5812
UID_H12_20_5_hem-4,-9.85912,92.864,2.68762,-8.89559,18.497,7.72427,-23.1357,-5.33167,-6.88068
UID_H12_21_1_hem-5,89.9663,-134.035,29.7639,0.185089,77.3826,48.748,-23.3802,-57.2994,-12.5137
UID_H12_22_1_hem-9,52.4025,-171.355,204.525,-225.661,64.8566,41.7108,-22.4792,-61.3953,23.3958
UID_H12_22_2_hem-6,5.03034,52.7369,13.935,-28.0354,28.5393,15.7544,0.625502,-13.9364,1.70663
UID_H12_22_3_hem-9,23.9927,81.1373,-2.34759,7.51158,0.360155,-4.2208,0.718992,-3.39245,1.91263
UID_H12_22_4_hem-18,92.0707,-308.582,132.991,-175.908,117.084,53.9551,-25.5374,-17.7163,3.98414
UID_H12_22_5_hem-9,70.235,-343.247,136.543,-157.864,-60.4059,-106.509,-110.404,-49.3369,113.919
UID_H12_22_6_hem-8,73.9136,20.4813,3.73876,18.6956,-24.6734,-14.4455,7.56421,-7.93526,-5.29042
UID_H12_22_7_hem-3,196.793,-82.1633,2.36016,40.6191,-23.3513,0.839598,-2.53027,10.0514,-5.41191
UID_H12_22_8_hem-10,38.0895,34.7499,10.6991,-8.43033,25.5324,3.06978,-7.80802,-9.01056,-12.8809
UID_H12_23_1_hem-20,-456.464,-29.7913,-290.029,-7.12938,3.29591,101.928,26.1226,-50.3289,13.4226
UID_H12_23_2_hem-18,299.103,-202.7,11.7988,50.7959,-21.234,16.7369,19.1935,9.16552,5.19163
UID_H12_23_3_hem-3,72.3846,13.9089,-1.42033,9.74273,-22.9758,-19.8788,8.71426,-9.10762,-6.95552
UID_H12_23_4_hem-17,27.2715,52.118,-25.1068,-0.246451,-25.8153,-24.3154,21.57,3.51953,0.26031
UID_H12_24_1_hem-9,94.15,-5.14872,8.73585,13.2059,5.94431,11.4931,2.03937,-9.36479,20.9861
UID_H12_24_2_hem-9,90.3019,34.7639,-9.47141,23.0067,-17.9519,-5.11559,7.37741,1.64051,-3.17529
UID_H12_24_3_hem-8,52.9868,55.3,-2.27008,10.5979,-7.19779,3.11801,3.10711,-7.34765,9.55079
UID_H12_24_4_hem-10,52.8038,29.9287,6.71664,-9.75074,19.2163,-1.83935,-14.0251,5.93354,-8.7865
UID_H12_24_5_hem-8,91.5958,47.8684,-9.29084,27.1598,-16.2295,-1.78387,-9.26669,-6.2707,-6.97611
UID_H12_24_6_hem-10,59.631,8.04914,17.9379,-13.569,22.1811,15.5094,-1.05176,5.22836,8.48395
UID_H12_24_7_hem-4,27.5771,82.5181,-8.37269,1.68965,-1.2899,-2.41135,4.58857,-3.8842,3.28241
UID_H12_25_10_hem-10,52.8378,26.5975,6.31693,-9.65224,18.74,-2.68813,-15.0644,5.76904,-10.2366
UID_H12_25_1_hem-8,36.0342,38.7622,6.72198,-17.7471,27.9477,13.334,-7.11467,-6.01243,4.28112
UID_H12_25_2_hem-15,87.0652,-10.9408,9.18736,19.2661,2.68611,4.78622,-9.40948,11.5218,-0.789921
UID_H12_25_3_hem-14,96.0847,-3.66437,14.1981,8.13084,23.5175,-4.21269,-0.799442,14.3782,-11.346
UID_H12_25_4_hem-7,-15.8313,77.6637,13.3225,-20.1752,25.8539,11.9007,-10.6609,-16.373,10.7703
UID_H12_25_5_hem-10,138.798,-20.6817,-6.57757,25.7905,-18.5455,-0.941008,16.1484,3.99638,7.37081
UID_H12_25_6_hem-15,84.7899,34.932,-11.55,22.8404,-17.7931,-5.92102,6.8958,0.997561,-3.38599
UID_H12_25_7_hem-18,47.4102,60.2622,-2.72955,9.76857,-5.54491,2.94081,2.32769,-7.07778,8.79625
UID_H12_25_8_hem-8,9.28999,89.1807,-2.89924,-6.22608,12.6564,3.60616,-4.10918,-9.07411,6.11684
UID_H12_25_9_hem-6,-13.2637,62.7308,3.58448,-25.47,7.15575,-7.78533,16.1045,2.75508,-1.1735
UID_H12_26_1_hem-11,122.613,-6.3128,-5.99783,17.4796,-9.48627,-2.23252,6.62858,0.517887,-2.24958
UID_H12_26_2_hem-12,31.6498,77.4532,-3.9911,2.20613,7.98965,-2.12061,-12.8006,7.56714,-3.22324
UID_H12_26_3_hem-11,191.076,-55.3981,-9.40958,46.776,-26.3318,1.88064,21.5269,1.22541,-8.33506
UID_H12_26_4_hem-11,93.1181,-9.41924,6.62952,4.58884,9.36953,-0.359234,-2.38134,5.45678,1.05226
UID_H12_26_5_hem-7,5.09547,35.868,20.4984,-3.47116,11.1103,-1.62267,-8.36448,4.83473,12.8715
UID_H12_26_6_hem-10,70.3392,44.4229,-2.31858,16.5692,0.138692,2.99047,2.7485,-15.4656,-1.35265
UID_H12_26_7_hem-7,12.2893,99.8901,-4.99918,6.66054,-1.64821,-4.22101,-12.6822,-1.51033,-3.39309
UID_H12_26_8_hem-13,119.838,-17.0376,5.24631,26.4848,-11.2937,6.89926,10.1378,-6.86919,-0.309233
UID_H12_27_1_hem-11,57.3384,66.4262,-11.1732,16.4698,-9.95594,-2.24031,-7.30429,-1.20784,0.624419
UID_H12_27_2_hem-30,255.731,-133.51,2.7621,45.3478,-15.3335,9.72714,-1.94842,9.68534,-2.15257
UID_H12_27_3_hem-16,87.2422,-0.634372,-9.06927,14.3215,-12.1834,2.5925,16.525,17.0872,27.5944
UID_H12_28_1_hem-7,99.9578,21.1991,-3.50408,15.1194,-3.48821,-0.0685917,-2.14974,3.0673,-2.37772
UID_H12_28_2_hem-4,-530.918,139.339,387.828,-156.96,-111.906,-85.1363,157.006,32.4001,26.9259
UID_H12_28_3_hem-5,-633.572,-168.018,281.699,46.7403,-159.887,-75.9572,-51.2336,-45.53,21.9066
UID_H12_28_4_hem-8,157.266,-19.5014,-7.19735,33.9399,-16.6334,3.78294,-3.32835,-2.45395,-1.84202
UID_H12_29_1_hem-7,-42.7288,132.357,2.62616,-10.1257,25.0254,2.53416,-6.02628,-5.29866,7.73716
UID_H12_29_2_hem-8,50.3786,55.279,-0.620092,3.40489,3.7607,0.443996,-0.515725,-6.0779,-6.68576
UID_H12_29_3_hem-11,58.2755,73.3774,-10.0656,22.5336,-17.9793,-7.03523,-5.76403,3.55955,2.8637
UID_H12_29_4_hem-13,153.651,-88.9171,20.1398,11.6498,9.47181,19.3081,2.71897,6.28978,9.61318
UID_H12_2_1_hem-3,51.6644,65.0126,-9.75591,6.97606,3.19977,-5.08979,-7.50204,1.27571,-8.5716
UID_H12_2_2_hem-12,90.8988,8.1626,0.265923,4.09231,0.119497,-0.255676,3.57658,-2.46227,-6.57935
UID_H12_2_3_hem-11,106.509,-0.99105,-1.70322,4.57479,4.68229,1.93422,5.41669,-8.79574,-10.5223
UID_H12_2_4_hem-3,-590.701,-62.7327,169.326,4.47873,59.3655,-0.491723,-52.3676,28.6277,23.8541
UID_H12_2_5_hem-10,150.513,-15.0806,-1.8174,34.407,-25.616,2.11742,8.62912,-4.22377,-2.54542
UID_H12_2_6_hem-12,128.716,-52.8682,11.4548,10.1221,-16.9068,-4.64169,39.3533,-7.32409,-7.84469
UID_H12_30_1_hem-11,127.221,-296.07,207.041,-204.475,21.5474,89.5515,-13.7952,-45.3202,10.3097
UID_H12_30_2_hem-6,156.61,-64.1126,-2.74094,7.54662,7.54698,-6.24943,-2.54872,18.3061,-12.7065
UID_H12_30_3_hem-9,44.5057,72.6677,-3.69411,4.62246,-0.404466,-0.408602,-3.76436,3.42108,-8.73853
UID_H12_30_4_hem-6,25.4078,104.94,-8.70311,10.1671,-6.43805,-7.92116,-6.96887,-8.22114,-15.834
UID_H12_30_5_hem-23,-205.32,-131.802,-266.529,-63.4598,-132.343,172.508,11.9748,-133.866,-48.1774
UID_H12_30_6_hem-6,-10.9747,115.594,-4.01437,-4.33798,12.7518,2.69918,-12.3489,-6.10707,9.12594
UID_H12_30_7_hem-7,17.5202,-113.613,-21.064,-95.9148,-30.9059,-93.6859,-125.785,6.42749,-12.5739
UID_H12_31_1_hem-5,-3.28809,-151.59,-43.3376,-149.944,-33.2789,-45.6809,63.3074,-47.3321,16.814
UID_H12_31_2_hem-18,190.503,-345.693,-46.3154,-65.1974,-86.222,-12.8181,30.6992,105.777,28.6235
UID_H12_31_3_hem-10,31.1616,48.289,8.09281,-17.1329,26.9832,14.5343,-6.39511,-4.96852,4.77128
UID_H12_31_4_hem-14,83.7901,-7.53516,9.64209,18.2728,2.48778,5.94276,-9.56688,11.1635,1.09835
UID_H12_31_5_hem-16,90.359,-0.288494,14.8225,6.2831,20.953,-4.9933,-1.30205,11.35,-12.3471
UID_H12_31_6_hem-17,135.298,-19.4398,-10.0188,27.4909,-18.5639,-4.43694,24.5187,-4.40234,-6.23033
UID_H12_31_7_hem-12,85.468,6.15986,8.88403,10.0636,9.79384,12.3943,3.5738,-6.47278,23.2604
UID_H12_32_1_hem-4,-9.54062,100.291,-3.1295,-11.3565,14.1184,6.5266,-7.03878,-1.01983,11.4905
UID_H12_32_2_hem-5,12.5019,49.7595,11.1448,-26.6599,31.0208,3.94547,1.3359,-3.95667,-5.59384
UID_H12_32_3_hem-14,-194.299,-39.4688,-166.917,-48.7038,-149.526,-149.078,-79.6024,-105.957,-67.8609
UID_H12_32_4_hem-13,298.035,-200.808,11.8099,51.8344,-20.7342,16.5967,18.9606,9.02102,5.46917
UID_H12_32_5_hem-3,75.2926,10.5966,2.71982,13.4226,-22.644,-14.1717,13.2912,-6.55263,-3.87224
UID_H12_32_6_hem-7,201.354,-88.9424,0.074548,41.3165,-25.0377,-2.40732,0.510216,10.4689,-4.97928
UID_H12_32_7_hem-4,49.7187,39.9198,1.78158,15.2972,-12.4491,-14.944,-3.48761,-13.0354,-4.05939
UID_H12_33_10_hem-16,51.8141,28.2726,5.08168,-8.47693,19.3039,-1.36063,-15.8276,6.71409,-9.01918
UID_H12_33_11_hem-15,91.2773,47.3126,-9.7923,25.271,-18.694,-1.03923,-9.49199,-6.58117,-6.10196
UID_H12_33_12_hem-8,55.3976,11.9104,16.7343,-15.8626,21.5128,15.2447,-1.1959,5.40766,8.37463
UID_H12_33_13_hem-12,116.244,-16.5345,5.92454,16.4464,0.245191,1.13172,-16.3901,13.2675,-17.3783
UID_H12_33_1_hem-14,91.724,-19.1508,8.28737,17.8837,2.7705,4.62112,-8.83049,12.45,-1.17186
UID_H12_33_2_hem-14,101.772,-10.805,14.4523,6.63214,20.7671,-1.29972,-1.11424,13.3446,-11.5794
UID_H12_33_3_hem-3,15.504,104.152,-6.94307,5.47888,-5.22666,-3.5302,-0.680413,-11.3954,-4.22326
UID_H12_33_4_hem-2,-11.5029,73.9733,12.6293,-18.7084,26.6169,12.9496,-8.43923,-15.521,12.0491
UID_H12_33_5_hem-11,144.29,-26.7388,-8.92051,28.8829,-20.3217,-3.2817,24.0379,-4.04699,-5.46199
UID_H12_33_6_hem-7,88.3028,-1.24391,9.7472,11.0384,7.40225,12.3551,1.68014,-9.93115,20.049
UID_H12_33_7_hem-2,-579.281,70.5603,-14.8062,26.0973,142.932,15.6744,-21.5278,-82.315,30.8668
UID_H12_33_8_hem-15,85.5779,36.8219,-10.8561,22.098,-19.18,-6.19282,6.25658,0.990956,-2.89562
UID_H12_33_9_hem-12,47.9356,61.1403,-2.31798,9.68992,-7.69608,1.52504,1.7434,-8.12223,9.29396
UID_H12_34_1_hem-5,23.9223,106.41,-7.62723,8.42386,-6.32853,-7.15982,-6.16103,-8.56741,-15.3014
UID_H12_34_2_hem-12,126.44,-2.16231,-14.0138,21.0841,-22.6087,-13.2641,8.25337,9.88548,-10.0237
UID_H12_34_3_hem-23,-398.547,141.876,482.39,-177.21,-40.2418,-88.4318,242.732,167.599,123.335
UID_H12_34_4_hem-5,-29.8803,139.275,-2.62594,-0.407339,-0.332642,-13.737,-6.59778,-6.44622,-15.8971
UID_H12_34_5_hem-8,24.7329,-106.623,-16.9065,-96.7838,-29.4523,-86.3064,-123.306,11.4072,-18.1502
UID_H12_35_1_hem-8,45.015,80.1675,-9.59697,16.2421,-9.05785,-1.54334,-9.21473,-5.92521,-0.33829
UID_H12_35_2_hem-8,81.9889,19.4108,2.78694,11.2171,0.281112,1.17198,-5.66806,3.09708,-7.94683
UID_H12_35_3_hem-8,35.9054,88.9126,-7.18349,7.70298,-5.77623,-3.88953,-7.24879,-6.21104,-12.8329
UID_H12_35_4_hem-12,77.1034,42.8981,-9.82597,17.8833,-25.0402,-14.6782,-6.06039,3.6658,-9.35038
UID_H12_35_5_hem-10,41.4447,77.4329,-6.30856,17.6284,-9.14148,-1.52016,-6.15603,-2.93464,5.58959
UID_H12_3_1_hem-4,-25.855,84.8987,-30.2503,-30.2565,4.27901,-5.58021,9.51205,2.57131,7.44502
UID_H12_3_2_hem-8,59.642,2.35757,-0.425776,-18.1438,24.0521,1.35387,-10.1468,8.21815,-8.85452
UID_H12_3_3_hem-17,136.682,-64.5755,5.54541,-5.15837,10.9509,0.539233,18.0837,3.09533,-10.1409
UID_H12_3_4_hem-10,69.3435,4.69139,5.55659,1.46181,24.063,7.24902,-13.7685,-31.4232,-28.5478
UID_H12_3_5_hem-6,8.40015,85.4918,-1.35402,-8.72187,18.6417,5.40683,-12.4826,0.854001,7.30843
UID_H12_3_6_hem-11,-749.67,-73.5133,-3.49774,167.718,-40.2581,-105.484,15.5337,59.507,-47.9156
UID_H12_4_1_hem-15,73.4755,2.13247,5.17471,1.18203,23.7719,5.39529,-16.3759,-31.4817,-27.6126
UID_H12_4_2_hem-5,51.9281,37.3079,6.91591,1.05458,6.43785,3.17389,2.7208,-5.66018,-3.28937
UID_H12_4_3_hem-10,173.39,-118.221,10.5391,25.1491,-2.94803,3.19806,7.91169,28.7744,10.6963
UID_H12_4_4_hem-21,277.67,-210.274,20.1549,34.3764,-3.84276,20.2525,9.58833,10.3095,4.48316
UID_H12_4_5_hem-12,50.8386,7.72296,9.35134,-4.79766,-0.107089,-12.3471,-5.52169,-14.3803,0.567243
UID_H12_5_1_hem-13,-231.026,-131.63,-265.406,-51.8439,-175.581,-134.556,27.1579,-82.8175,-22.6605
UID_H12_5_2_hem-16,144.671,-110.712,22.4624,9.54635,6.4579,16.3638,-4.62705,19.7871,10.7914
UID_H12_5_3_hem-26,259.819,-131.737,0.895889,42.0436,-15.9171,7.77551,4.37449,8.94883,-15.2599
UID_H12_5_4_hem-9,-451.801,501.931,-13.9948,-98.8773,60.422,-14.5725,-32.2879,-21.4026,13.7817
UID_H12_5_5_hem-9,-20.5201,-82.3649,-33.2747,-81.5712,-90.8239,-41.1914,16.7138,22.5292,38.124
UID_H12_6_1_hem-2,31.26,-50.7287,-31.0196,-37.1737,-20.1867,-21.3035,40.3313,4.388,27.0448
UID_H12_6_2_hem-21,261.119,-172.662,19.0725,37.6119,-10.015,14.1493,12.4333,10.8079,1.09726
UID_H12_6_3_hem-12,109.511,15.1708,-18.0766,12.1789,-10.9548,-0.307912,-7.11209,8.30096,-7.69771
UID_H12_6_4_hem-5,43.1692,48.3074,4.46643,-9.10578,15.8275,2.83355,-7.43856,-3.97469,-9.41959
