Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_H12_24_7_hem-4,0.125371,0.75185,-0.115829,0.032323,-0.027825,-0.0660322,0.143622,-0.127306,0.133595
UID_H12_25_10_hem-10,0.240212,0.242338,0.0873893,-0.184647,0.404251,-0.0736113,-0.471514,0.189083,-0.416631
UID_H12_25_1_hem-8,0.163819,0.353175,0.0929928,-0.339502,0.602873,0.365137,-0.222688,-0.19706,0.174242
UID_H12_25_2_hem-15,0.395817,-0.099685,0.127099,0.36856,0.0579434,0.131065,-0.294516,0.377632,-0.0321499
UID_H12_25_3_hem-14,0.436821,-0.0333873,0.196419,0.155543,0.507309,-0.11536,-0.0250224,0.471252,-0.461783
UID_H12_25_4_hem-7,-0.0719725,0.707619,0.184305,-0.385951,0.557707,0.325887,-0.333686,-0.536633,0.438354
UID_H12_25_5_hem-10,0.631006,-0.188438,-0.090995,0.493373,-0.400055,-0.0257684,0.505444,0.130983,0.299993
UID_H12_25_6_hem-15,0.385473,0.318277,-0.159784,0.436937,-0.383824,-0.16214,0.215838,0.0326956,-0.13781
UID_H12_25_7_hem-18,0.215537,0.549069,-0.037761,0.186873,-0.119612,0.0805307,0.0728565,-0.231978,0.358009
UID_H12_25_8_hem-8,0.0422342,0.812555,-0.0401085,-0.119105,0.273018,0.0987505,-0.128617,-0.297408,0.248956
UID_H12_25_9_hem-6,-0.0602994,0.571561,0.0495882,-0.48724,0.15436,-0.213192,0.50407,0.0902992,-0.0477617
UID_H12_26_1_hem-11,0.557426,-0.057518,-0.0829749,0.334385,-0.204633,-0.0611349,0.207474,0.016974,-0.0915581
UID_H12_26_2_hem-12,0.143887,0.705702,-0.0552134,0.0422033,0.172349,-0.0580705,-0.400658,0.248017,-0.131186
UID_H12_26_3_hem-11,0.868672,-0.504751,-0.130173,0.894824,-0.568017,0.0514992,0.67379,0.0401633,-0.339238
UID_H12_26_4_hem-11,0.423334,-0.0858218,0.0917138,0.0877844,0.202115,-0.00983721,-0.0745356,0.178849,0.0428272
UID_H12_26_5_hem-7,0.0231651,0.326805,0.283578,-0.0664031,0.239666,-0.0444351,-0.261807,0.158461,0.523872
UID_H12_26_6_hem-10,0.319777,0.404752,-0.0320755,0.316969,0.0029918,0.0818906,0.0860278,-0.506894,-0.0550528
UID_H12_26_7_hem-7,0.0558699,0.910132,-0.0691594,0.127416,-0.0355543,-0.115587,-0.396951,-0.0495019,-0.138099
UID_H12_26_8_hem-13,0.544809,-0.155235,0.0725782,0.506654,-0.243622,0.188928,0.317312,-0.225141,-0.0125858
UID_H12_27_1_hem-11,0.260672,0.605231,-0.154572,0.315066,-0.214765,-0.0613482,-0.228623,-0.0395876,0.0254139
UID_H12_27_2_hem-30,1.16261,-1.21646,0.0382112,0.867502,-0.330767,0.266367,-0.0609854,0.317442,-0.0876097
UID_H12_27_3_hem-16,0.396621,-0.00577997,-0.125466,0.27397,-0.262814,0.0709927,0.51723,0.560041,1.12309
UID_H12_28_1_hem-7,0.454429,0.193152,-0.048476,0.289233,-0.075246,-0.0018783,-0.0672866,0.100532,-0.0967736
UID_H12_28_2_hem-4,-2.41367,1.26956,5.36527,-3.00265,-2.41398,-2.33136,4.91428,1.06193,1.09589
UID_H12_28_3_hem-5,-2.88035,-1.53087,3.89706,0.894142,-3.449,-2.08,-1.6036,-1.49227,0.891601
UID_H12_28_4_hem-8,0.714963,-0.177684,-0.0995691,0.649269,-0.358808,0.103591,-0.104177,-0.0804294,-0.0749705
UID_H12_29_1_hem-7,-0.194254,1.20595,0.0363307,-0.193704,0.539835,0.069395,-0.188622,-0.173666,0.314903
UID_H12_29_2_hem-8,0.229032,0.503665,-0.00857844,0.0651355,0.081124,0.0121583,-0.0161421,-0.199206,-0.272111
UID_H12_29_3_hem-11,0.264932,0.668566,-0.139248,0.431068,-0.387842,-0.192652,-0.180414,0.116666,0.116553
UID_H12_29_4_hem-13,0.698528,-0.810152,0.278617,0.22286,0.204321,0.528731,0.0851033,0.206151,0.391258
UID_H12_2_1_hem-3,0.234877,0.592351,-0.134965,0.133452,0.0690239,-0.139378,-0.234813,0.041812,-0.348865
UID_H12_2_2_hem-12,0.413245,0.0743722,0.00367882,0.0782858,0.00257773,-0.0070014,0.111946,-0.0807022,-0.26778
UID_H12_2_3_hem-11,0.484212,-0.00902978,-0.0235626,0.0875156,0.101004,0.0529663,0.169542,-0.288285,-0.428258
UID_H12_2_4_hem-3,-2.68545,-0.571579,2.34248,0.0856781,1.2806,-0.0134653,-1.6391,0.938286,0.970866
UID_H12_2_5_hem-10,0.684264,-0.137404,-0.0251421,0.658205,-0.552576,0.0579832,0.27009,-0.138436,-0.103599
UID_H12_2_6_hem-12,0.585168,-0.481699,0.158468,0.193636,-0.364706,-0.127107,1.23175,-0.24005,-0.31928
UID_H12_30_1_hem-11,0.578372,-2.69759,2.86423,-3.91161,0.464811,2.45226,-0.431789,-1.48539,0.419607
UID_H12_30_2_hem-6,0.711982,-0.584151,-0.0379185,0.144367,0.1628,-0.171134,-0.0797747,0.59999,-0.517157
UID_H12_30_3_hem-9,0.202332,0.662099,-0.0511048,0.0884275,-0.00872495,-0.0111891,-0.117824,0.112128,-0.355659
UID_H12_30_4_hem-6,0.115509,0.95614,-0.1204,0.194496,-0.138878,-0.216912,-0.218125,-0.269452,-0.644444
UID_H12_30_5_hem-23,-0.933426,-1.20089,-3.6872,-1.21399,-2.85483,4.72393,0.374808,-4.38753,-1.96083
UID_H12_30_6_hem-6,-0.0498934,1.05321,-0.0555353,-0.0829854,0.275075,0.0739141,-0.386519,-0.200162,0.371427
UID_H12_30_7_hem-7,0.0796504,-1.03517,-0.291403,-1.83485,-0.666688,-2.56548,-3.93705,0.210664,-0.511759
UID_H12_31_1_hem-5,-0.0149484,-1.38118,-0.599538,-2.86843,-0.717876,-1.25092,1.98151,-1.55133,0.684331
UID_H12_31_2_hem-18,0.866066,-3.14972,-0.640733,-1.24722,-1.85994,-0.351008,0.960882,3.4669,1.16498
UID_H12_31_3_hem-10,0.141667,0.439977,0.111957,-0.327753,0.582068,0.398005,-0.200166,-0.162846,0.194192
UID_H12_31_4_hem-14,0.380928,-0.0686553,0.13339,0.349558,0.0536653,0.162736,-0.299442,0.365889,0.0447031
UID_H12_31_5_hem-16,0.410791,-0.00262856,0.205057,0.120196,0.451988,-0.136736,-0.0407539,0.372003,-0.502529
UID_H12_31_6_hem-17,0.615093,-0.177122,-0.138602,0.525901,-0.400451,-0.1215,0.767433,-0.144289,-0.253575
UID_H12_31_7_hem-12,0.388555,0.0561245,0.122903,0.192516,0.211268,0.339405,0.11186,-0.212149,0.946702
UID_H12_32_1_hem-4,-0.0433736,0.91378,-0.043294,-0.217249,0.304555,0.178724,-0.220313,-0.0334255,0.467663
UID_H12_32_2_hem-5,0.0568362,0.453375,0.154179,-0.510003,0.669164,0.108042,0.0418134,-0.129682,-0.22767
UID_H12_32_3_hem-14,-0.883322,-0.359613,-2.30915,-0.931702,-3.2255,-4.08233,-2.49154,-3.47278,-2.76195
UID_H12_32_4_hem-13,1.35493,-1.82963,0.16338,0.991591,-0.447267,0.454481,0.593463,0.295668,0.222596
UID_H12_32_5_hem-3,0.342296,0.0965488,0.0376264,0.256774,-0.488466,-0.388077,0.416012,-0.214766,-0.1576
UID_H12_32_6_hem-7,0.915399,-0.810384,0.00103131,0.790384,-0.540101,-0.0659217,0.0159697,0.343125,-0.202657
UID_H12_32_7_hem-4,0.226031,0.363722,0.0246466,0.292635,-0.268546,-0.409226,-0.109162,-0.427242,-0.165218
UID_H12_33_10_hem-16,0.235558,0.257601,0.0703007,-0.162164,0.416415,-0.0372592,-0.495402,0.220057,-0.367082
UID_H12_33_11_hem-15,0.414966,0.431081,-0.135468,0.483433,-0.403258,-0.0284581,-0.297098,-0.215701,-0.248351
UID_H12_33_12_hem-8,0.251849,0.108519,0.231504,-0.303451,0.464063,0.417458,-0.0374316,0.177239,0.340849
UID_H12_33_13_hem-12,0.528471,-0.150651,0.0819609,0.31462,0.00528915,0.0309909,-0.513007,0.43485,-0.707298
UID_H12_33_1_hem-14,0.416996,-0.174489,0.114649,0.342115,0.0597638,0.126544,-0.276393,0.408056,-0.0476947
UID_H12_33_2_hem-14,0.462676,-0.0984479,0.199935,0.126873,0.447977,-0.0355913,-0.0348757,0.437376,-0.471284
UID_H12_33_3_hem-3,0.0704846,0.94896,-0.0960514,0.104811,-0.112747,-0.0966704,-0.0212968,-0.37349,-0.171887
UID_H12_33_4_hem-2,-0.0522945,0.673995,0.174715,-0.357891,0.574166,0.354611,-0.264147,-0.508708,0.4904
UID_H12_33_5_hem-11,0.655974,-0.243626,-0.123408,0.552529,-0.438369,-0.0898657,0.752385,-0.132642,-0.222304
UID_H12_33_6_hem-7,0.401443,-0.0113336,0.134844,0.211164,0.159678,0.33833,0.0525883,-0.325498,0.815996
UID_H12_33_7_hem-2,-2.63353,0.642898,-0.20483,0.499241,3.08325,0.429225,-0.673818,-2.69791,1.25628
UID_H12_33_8_hem-15,0.389055,0.335496,-0.150185,0.422735,-0.413742,-0.169583,0.19583,0.032479,-0.117852
UID_H12_33_9_hem-12,0.217925,0.557069,-0.0320673,0.185368,-0.166016,0.0417616,0.0545681,-0.26621,0.378265
UID_H12_34_1_hem-5,0.108756,0.969532,-0.105516,0.161148,-0.136516,-0.196063,-0.19284,-0.280801,-0.622768
UID_H12_34_2_hem-12,0.574822,-0.0197016,-0.193869,0.403338,-0.487704,-0.363222,0.25833,0.324001,-0.407966
UID_H12_34_3_hem-23,-1.81188,1.29267,6.67344,-3.39003,-0.868077,-2.4216,7.59748,5.49315,5.01976
UID_H12_34_4_hem-5,-0.135842,1.26898,-0.0363276,-0.00779239,-0.0071756,-0.376171,-0.20651,-0.211278,-0.647014
UID_H12_34_5_hem-8,0.112441,-0.971478,-0.233887,-1.85147,-0.635331,-2.3634,-3.85947,0.373878,-0.738715
UID_H12_35_1_hem-8,0.204648,0.730432,-0.132766,0.310711,-0.195392,-0.0422627,-0.28842,-0.194202,-0.0137684
UID_H12_35_2_hem-8,0.372739,0.176858,0.038555,0.214584,0.006064,0.0320933,-0.17741,0.101508,-0.323437
UID_H12_35_3_hem-8,0.163234,0.810111,-0.0993774,0.147358,-0.124602,-0.10651,-0.226886,-0.20357,-0.522302
UID_H12_35_4_hem-12,0.350528,0.390858,-0.135934,0.342107,-0.540154,-0.401946,-0.18969,0.120149,-0.380562
UID_H12_35_5_hem-10,0.188416,0.705517,-0.0872735,0.337232,-0.197195,-0.0416278,-0.192683,-0.0961842,0.227497
UID_H12_3_1_hem-4,-0.117542,0.77354,-0.418487,-0.578806,0.0923047,-0.152808,0.297726,0.0842761,0.303013
UID_H12_3_2_hem-8,0.271145,0.0214806,-0.00589025,-0.347091,0.518839,0.0370743,-0.317595,0.269354,-0.36038
UID_H12_3_3_hem-17,0.621387,-0.588369,0.076716,-0.0986795,0.236227,0.0147663,0.566019,0.101451,-0.412738
UID_H12_3_4_hem-10,0.31525,0.0427448,0.0768707,0.0279644,0.519075,0.198506,-0.430951,-1.02991,-1.1619
UID_H12_3_5_hem-6,0.0381888,0.778944,-0.0187317,-0.166849,0.402129,0.14806,-0.390703,0.0279903,0.297454
UID_H12_3_6_hem-11,-3.40816,-0.669804,-0.0483883,3.20845,-0.868429,-2.88855,0.486201,1.95037,-1.95017
UID_H12_4_1_hem-15,0.334035,0.0194296,0.0715876,0.0226122,0.512796,0.147744,-0.512563,-1.03183,-1.12384
UID_H12_4_2_hem-5,0.236076,0.339925,0.0956757,0.020174,0.138874,0.0869132,0.0851608,-0.185515,-0.133878
