Contour,Path Length
UID_13_9_1_all-8,1080.39
UID_13_9_2_all-9,777.718
UID_13_9_3_all-2,741.192
UID_18_1_1_all-8,1178.23
UID_18_10_1_all-4,569.768
UID_18_10_2_all-16,1308.18
UID_18_13_1_all-5,660.117
UID_18_14_1_all-9,778.93
UID_18_17_1_all,1009.98
UID_18_17_2_all-2,731.365
UID_18_18_1_all-3,691.925
UID_18_18_2_all-4,668.239
UID_18_19_1_all-8,620.917
UID_18_19_2_all-8,777.72
UID_18_19_3_all-16,785.625
UID_18_19_4_all-10,1011.61
UID_18_19_5_all-13,941.151
UID_18_20_1_all-8,974.665
UID_18_20_2_all-17,715.654
UID_18_20_3_all-18,1221.59
UID_18_20_4_all-12,693.948
UID_18_20_5_all-18,1223.25
UID_18_21_1_all-8,1124.83
UID_18_22_1_all-5,732.221
UID_18_22_2_all-9,1076.35
UID_18_23_1_all-5,1284.28
UID_18_23_2_all-6,739.627
UID_18_24_1_all-4,655.407
UID_18_24_2_all-4,636.776
UID_18_24_3_all-14,1344.82
UID_18_25_1_all-5,723.672
UID_18_26_1_all-5,1221.34
UID_18_26_2_all-2,690.984
UID_18_28_1_all-7,1184.77
UID_18_29_1_all-25,678.198
UID_18_29_2_all-5,751.696
UID_18_30_1_all-7,737.258
UID_18_30_2_all-4,686.398
UID_18_31_1_all-2,709.56
UID_18_31_2_all-3,698.275
UID_18_32_1_all-24,777.559
UID_18_32_2_all-19,764.877
UID_18_32_3_all-10,687.605
UID_18_32_4_all-12,668.764
UID_18_32_5_all-14,1172.49
UID_18_33_1_all-9,1511.59
UID_18_33_2_all-18,926.765
UID_18_33_3_all-16,675.286
UID_18_33_4_all-10,692.852
UID_18_34_1_all-18,773.09
UID_18_34_2_all-7,1428.66
UID_18_35_1_all-4,647.598
UID_18_35_2_all-5,666.067
UID_18_35_3_all-4,644.802
UID_18_35_4_all-17,684.118
UID_18_35_5_all-13,660.029
UID_18_35_6_all-16,694.014
UID_18_36_1_all-3,606.133
UID_18_36_2_all-10,667.652
UID_18_36_3_all-10,673.535
UID_18_37_1_all-3,779.578
UID_18_37_2_all-4,647.279
UID_18_37_3_all-4,647.779
UID_18_38_1_all-9,716.14
UID_18_38_2_all-2,639.745
UID_18_38_3_all-4,644.276
UID_18_38_4_all-5,642.778
UID_18_4_1_all-8,1339
UID_18_4_2_all-9,570.272
UID_18_5_1_all-10,1453.93
UID_18_5_2_all-13,758.96
UID_18_5_3_all-15,1398.54
UID_18_6_1_all-18,1187.5
UID_18_8_1_all-27,675.388
UID_18_8_2_all-15,794.675
UID_18_8_3_all-23,695.231
UID_18_9_1_all-10,1206.91
UID_21_1_1_all-15,1331.98
UID_21_1_2_all-10,1662.86
UID_21_1_3_all-8,1110.82
UID_21_10_1_all-15,791.058
UID_21_10_2_all-10,739.469
UID_21_10_3_all-4,626.122
UID_21_10_4_all-16,760.401
UID_21_10_5_all-10,645.859
UID_21_10_6_all-7,1316.12
UID_21_11_1_all-16,1300.81
UID_21_11_2_all-13,684.456
UID_21_12_1_all-12,1200.66
UID_21_12_2_all-11,1360.52
UID_21_13_1_all-18,818.327
UID_21_13_2_all-17,704.442
UID_21_13_3_all-9,653.934
UID_21_13_4_all-12,1511.61
UID_21_13_5_all-26,739.254
UID_21_14_1_all-15,593.324
UID_21_14_2_all-14,709.395
UID_21_14_3_all-16,557.284
UID_21_14_4_all-13,645.467
UID_21_14_5_all-12,623.654
UID_21_15_1_all-14,664.679
UID_21_15_2_all-11,643.631
UID_21_16_1_all-20,1454.44
UID_21_16_2_all-15,1158.04
UID_21_16_3_all-15,696.774
UID_21_18_1_all-15,726.821
UID_21_18_2_all-6,1107.85
UID_21_19_1_all-13,1036.32
UID_21_20_1_all-27,693.082
UID_21_20_2_all-11,604.11
UID_21_21_1_all-24,612.613
UID_21_22_1_all-13,803.637
UID_21_22_2_all-9,645.277
UID_21_22_3_all-25,730.67
UID_21_22_4_all-13,700.473
UID_21_24_1_all-17,937.82
UID_21_25_1_all-3,626.254
UID_21_28_1_all-24,1022.65
UID_21_29_1_all-15,1011.66
UID_21_3_1_all-2,673.561
UID_21_3_2_all-2,716.258
UID_21_30_1_all,1229.33
UID_21_32_1_all-19,803.604
UID_21_32_2_all-4,619.58
UID_21_32_3_all-10,700.74
UID_21_33_1_all-17,808.656
UID_21_34_1_all-5,1188.05
UID_21_34_2_all-6,1264.7
UID_21_35_1_all-5,734.61
UID_21_35_2_all-2,624.975
UID_21_37_1_all-12,645.653
UID_21_37_2_all-12,657.535
UID_21_37_3_all-13,731.077
UID_21_37_4_all-16,716.781
UID_21_37_5_all-21,1258.26
UID_21_37_6_all-8,640.025
UID_21_38_1_all-13,654.409
UID_21_38_2_all-19,667.961
UID_21_38_3_all-8,623.801
UID_21_38_4_all-12,701.39
UID_21_38_5_all-13,632.882
UID_21_4_1_all-5,656.747
UID_21_4_2_all-2,697.893
UID_21_4_3_all-6,726.341
UID_21_5_1_all,1185.97
UID_21_5_2_all-2,687.477
UID_21_6_1_all-6,719.843
UID_21_6_2_all-2,665.424
UID_21_8_1_all-5,1127.93
UID_21_8_2_all-4,638.607
UID_21_8_3_all-12,854.799
UID_21_9_1_all-28,851.562
UID_21_9_2_all-13,826.325
UID_21_9_3_all-20,1302.66
UID_21_9_4_all-14,667.16
UID_21_9_5_all-21,652.407
UID_24_1_1_all-2,583.823
UID_24_1_2_all-9,672.102
UID_24_1_3_all-11,588.431
UID_24_1_4_all-4,960.308
UID_24_1_5_all-26,618.144
UID_24_1_6_all-12,578.396
UID_24_1_7_all-22,578.824
UID_24_10_1_all-2,495.532
UID_24_10_2_all-12,604.828
UID_24_10_3_all-16,604.927
UID_24_10_4_all-17,541.652
UID_24_10_5_all-15,589.671
UID_24_11_1_all-3,572.019
UID_24_11_2_all-2,533.375
UID_24_11_3_all-7,569.915
UID_24_11_4_all-3,578.288
UID_24_11_5_all-2,546.55
UID_24_11_6_all-24,631.565
UID_24_12_1_all-2,1014.48
UID_24_12_2_all-11,638.745
UID_24_13_1_all-6,572.527
UID_24_13_2_all-3,611.336
UID_24_13_3_all-18,686.681
UID_24_13_4_all-5,591.645
UID_24_14_1_all-2,957.216
UID_24_14_2_all-3,594.567
UID_24_14_3_all-30,1258.48
UID_24_15_1_all-3,535.081
UID_24_15_2_all-4,1044.01
UID_24_15_3_all-2,545.7
UID_24_15_4_all-5,564.945
UID_24_15_5_all-15,599.665
UID_24_16_1_all-31,825.141
UID_24_16_2_all-15,675.452
UID_24_16_3_all-6,581.853
UID_24_16_4_all-3,592.774
UID_24_16_5_all-8,635.05
UID_24_17_1_all-4,965.712
UID_24_17_2_all-7,588.204
UID_24_17_3_all-10,591.542
UID_24_17_4_all-3,543.021
UID_24_17_5_all-3,522.059
UID_24_17_6_all-8,587.325
UID_24_17_7_all-9,531.597
UID_24_18_1_all-3,585.103
UID_24_18_2_all-13,583.486
UID_24_18_3_all-13,672.772
UID_24_19_1_all-6,622.997
UID_24_19_2_all-2,491.136
UID_24_19_3_all-21,528.229
UID_24_2_1_all-8,585.552
UID_24_2_2_all-8,708.065
UID_24_2_3_all-13,606.307
UID_24_2_4_all-7,569.93
UID_24_20_1_all-15,598.077
UID_24_20_2_all-2,499.841
UID_24_21_1_all-14,543.752
UID_24_21_2_all-10,521.192
UID_24_21_3_all-3,495.98
UID_24_21_4_all-9,1357.81
UID_24_22_1_all-2,506.025
UID_24_22_2_all-4,508.519
UID_24_23_1_all-2,511.059
UID_24_23_2_all-4,549.188
UID_24_23_3_all-6,590.473
UID_24_23_4_all-33,595.477
UID_24_24_1_all-2,509.359
UID_24_24_2_all-4,597.162
UID_24_24_3_all-24,610.484
UID_24_24_4_all-28,672.64
UID_24_24_5_all-16,628.527
UID_24_24_6_all-36,589.423
UID_24_25_1_all-6,503.824
UID_24_25_2_all-36,611.672
UID_24_26_1_all-13,552.955
UID_24_26_2_all-4,440.51
UID_24_26_3_all-29,641.477
UID_24_26_4_all-24,552.884
UID_24_26_5_all-27,646.671
UID_24_27_1_all-14,508.442
UID_24_27_2_all-21,512.781
UID_24_28_1_all-2,529.718
UID_24_28_2_all-10,505.764
UID_24_28_3_all-21,617.86
UID_24_28_4_all-13,504.926
UID_24_28_5_all-19,578.31
UID_24_29_1_all-7,588.516
UID_24_29_2_all-2,601.16
UID_24_29_3_all-6,566.117
UID_24_29_4_all-12,537.531
UID_24_29_5_all-15,567.668
UID_24_3_1_all-14,673.993
UID_24_3_2_all-12,545.796
UID_24_3_3_all-7,617.182
UID_24_3_4_all-6,523.225
UID_24_30_1_all-8,591.378
UID_24_30_2_all-2,485.159
UID_24_30_3_all-20,759.951
UID_24_30_4_all-3,511.108
UID_24_30_5_all-15,569.942
UID_24_31_1_all-24,696.591
UID_24_31_2_all-18,617.676
UID_24_31_3_all-30,669.808
UID_24_31_4_all-23,653.586
UID_24_31_5_all-31,754.831
UID_24_31_6_all-24,600.817
UID_24_31_7_all-18,647.348
UID_24_32_1_all-3,621.99
UID_24_32_2_all-15,646.806
UID_24_32_3_all-13,668.785
UID_24_32_4_all-25,673.921
UID_24_33_1_all-23,686.185
UID_24_33_2_all-9,690.736
UID_24_33_3_all-15,668.431
UID_24_33_4_all-18,762.91
UID_24_33_5_all-17,565.594
UID_24_34_1_all-2,530.142
UID_24_34_2_all-16,643.782
UID_24_34_3_all-3,550.676
UID_24_34_4_all-4,599.114
UID_24_34_5_all-4,577.309
UID_24_34_6_all-39,783.715
UID_24_34_7_all-8,589.175
UID_24_34_8_all-2,932.301
UID_24_34_9_all-6,606.603
UID_24_35_1_all-20,650.618
UID_24_35_2_all-2,541.927
UID_24_35_3_all-16,621.899
UID_24_4_1_all-4,523.969
UID_24_4_2_all-17,571.787
UID_24_4_3_all-10,553.808
UID_24_5_1_all-10,628.78
UID_24_5_2_all-2,694.337
UID_24_5_3_all-5,565.225
UID_24_5_4_all-8,712.485
UID_24_5_5_all-3,560.56
UID_24_5_6_all-24,622.271
UID_24_6_1_all-15,685.075
UID_24_6_2_all-2,934.409
UID_24_6_3_all-6,591.48
UID_24_6_4_all-10,1304.46
UID_24_7_1_all-3,574.817
UID_24_8_1_all-13,593.385
UID_24_8_10_all-18,536.318
UID_24_8_11_all-6,617.028
UID_24_8_12_all-26,720.683
UID_24_8_13_all-24,553.295
UID_24_8_2_all-3,525.354
UID_24_8_3_all-3,501.2
UID_24_8_4_all-17,622.405
UID_24_8_5_all-23,566.547
UID_24_8_6_all-20,599.967
UID_24_8_7_all-13,531.623
UID_24_8_8_all-19,569.747
UID_24_8_9_all-21,571.273
UID_24_9_1_all-13,564.105
UID_24_9_2_all-2,505.781
UID_24_9_3_all-3,578.96
UID_24_9_4_all-6,535.626
UID_24_9_5_all-20,698.907
UID_24_9_6_all-25,734.258
UID_25_1_1_all-13,1066.38
UID_25_1_2_all-9,1183.61
UID_25_1_3_all-21,641.351
UID_25_1_4_all-19,1245.45
UID_25_1_5_all-14,599.372
UID_25_10_1_all-7,590.927
UID_25_10_2_all-36,795.111
UID_25_10_3_all-4,585.575
UID_25_10_4_all-2,547.716
UID_25_10_5_all-13,643.895
UID_25_10_6_all-21,586.296
UID_25_10_7_all-15,586.4
UID_25_10_8_all-6,597.389
UID_25_11_1_all-6,600.556
UID_25_11_2_all-24,761.339
UID_25_11_3_all-21,641.555
UID_25_11_4_all-35,797.388
UID_25_11_5_all-2,549.502
UID_25_12_1_all-2,580.962
UID_25_12_2_all-23,647.39
UID_25_12_3_all-2,563.376
UID_25_12_4_all-10,598.85
UID_25_12_5_all-24,639.003
UID_25_12_6_all-20,610.134
UID_25_12_7_all-15,626.022
UID_25_13_1_all-17,661.399
UID_25_13_2_all-23,810.755
UID_25_13_3_all-20,631.25
UID_25_14_1_all-4,631.963
UID_25_14_2_all-26,641.915
UID_25_14_3_all-5,592.401
UID_25_14_5_all-16,810.158
UID_25_14_6_all-26,648.271
UID_25_14_7_all-7,594.9
UID_25_15_1_all-37,769.218
UID_25_15_2_all-15,679.555
UID_25_15_3_all-9,606.001
UID_25_15_4_all-10,605.67
UID_25_15_5_all-20,681.704
UID_25_15_6_all-9,587.637
UID_25_15_7_all-22,699.016
UID_25_16_1_all-16,664.176
UID_25_16_2_all-15,1004.29
UID_25_16_3_all-11,625.547
UID_25_16_4_all-11,683.334
UID_25_16_5_all-26,700.818
UID_25_17_1_all-17,711.015
UID_25_17_2_all-13,627.121
UID_25_17_3_all-8,611.686
UID_25_17_4_all-6,598.35
UID_25_18_1_all-7,1043.91
UID_25_18_2_all-13,1223.26
UID_25_18_3_all-13,618.775
UID_25_18_4_all-13,708.683
UID_25_19_1_all-5,602.701
UID_25_19_2_all-17,660.212
UID_25_19_3_all-8,1061.25
UID_25_2_1_all-4,1119.43
UID_25_2_2_all-18,1284.7
UID_25_2_3_all-20,1229.41
UID_25_2_4_all-13,1172.3
UID_25_20_1_all-8,552.977
UID_25_20_2_all-11,623.903
UID_25_20_3_all-20,588.733
UID_25_20_4_all-13,678.641
UID_25_20_5_all-17,569.489
UID_25_20_6_all-24,713.579
UID_25_20_7_all-18,636.651
UID_25_21_1_all-11,606.399
UID_25_21_2_all-2,548.208
UID_25_21_3_all-11,582.103
UID_25_21_4_all-16,632.295
UID_25_21_5_all-7,551.873
UID_25_21_6_all-22,729.295
UID_25_21_7_all-8,616.672
UID_25_22_1_all-14,1076.62
UID_25_22_2_all-17,597.824
UID_25_23_1_all-15,610.938
UID_25_23_2_all-3,602.045
UID_25_23_3_all-10,626.832
UID_25_23_4_all-18,657.232
UID_25_23_5_all-8,614.204
UID_25_23_6_all-8,585.773
UID_25_24_1_all-15,617.731
UID_25_24_2_all-21,606.19
UID_25_25_1_all-3,585.446
UID_25_25_2_all-19,835.823
UID_25_26_1_all-13,1168.3
UID_25_26_2_all-2,1031.59
UID_25_26_3_all-14,621.77
UID_25_26_4_all-18,1330.67
UID_25_26_5_all-6,1032.55
UID_25_26_6_all-19,653.663
UID_25_27_1_all-5,677.865
UID_25_28_1_all-13,724.263
UID_25_29_1_all-4,682.753
UID_25_29_2_all-25,785.008
UID_25_3_1_all-13,672.159
UID_25_3_2_all-7,1074.26
UID_25_3_3_all-10,619.337
UID_25_3_4_all-13,693.867
UID_25_30_1_all-17,686.274
UID_25_30_2_all-18,667.675
UID_25_30_3_all-16,1063.24
UID_25_30_4_all-13,1035.52
UID_25_31_1_all-7,608.381
UID_25_31_2_all-3,1086.38
UID_25_31_3_all-11,1042.39
UID_25_31_4_all-12,710.995
UID_25_32_1_all-4,630.846
UID_25_32_2_all-5,613.1
UID_25_32_3_all-3,599.683
UID_25_33_1_all-8,763.796
UID_25_33_2_all-2,918.74
UID_25_33_3_all-11,629.298
UID_25_33_4_all-8,685.833
UID_25_33_5_all-19,706.017
UID_25_34_1_all-26,638.064
UID_25_34_2_all-22,1359.23
UID_25_34_3_all-19,648.267
UID_25_34_4_all-21,755.535
UID_25_35_1_all-2,1021.65
UID_25_35_2_all-24,649.954
UID_25_35_3_all-10,585.031
UID_25_35_4_all-28,759.211
UID_25_36_2_all-6,1002.38
UID_25_36_3_all-3,581.911
UID_25_37_1_all-25,1555.46
UID_25_37_2_all-6,997.99
UID_25_37_3_all-12,738.255
UID_25_37_4_all-12,684.836
UID_25_4_1_all,936.581
UID_25_4_2_all-4,557.778
UID_25_4_3_all-3,599.423
UID_25_4_4_all-9,677.101
UID_25_4_5_all-5,586.937
UID_25_4_6_all,917.661
UID_25_4_7_all-9,588.882
UID_25_4_8_all-16,1353.92
UID_25_5_1_all-6,633.392
UID_25_5_10_all-2,919.641
UID_25_5_2_all-2,584.393
UID_25_5_3_all-8,588.03
UID_25_5_4_all-7,586.718
UID_25_5_5_all-11,625.197
UID_25_5_6_all-8,603.499
UID_25_5_7_all-6,589.18
UID_25_5_8_all-3,553.67
UID_25_5_9_all-2,549.248
UID_25_6_1_all-5,647.616
UID_25_6_2_all-8,678.225
UID_25_6_3_all-13,661.116
UID_25_6_4_all-4,609.7
UID_25_6_5_all-9,559.528
UID_25_6_6_all-13,594.289
UID_25_6_7_all-7,635.123
UID_25_6_8_all-30,780.772
UID_25_7_1_all-5,585.762
UID_25_7_2_all-30,945.457
UID_25_7_3_all-4,582.22
UID_25_7_4_all-2,536.892
UID_25_7_5_all-10,627.236
UID_25_7_6_all-3,550.293
UID_25_7_7_all-21,596.805
UID_25_8_1_all-16,574.399
UID_25_8_2_all-3,507.416
UID_25_8_3_all-23,579.527
UID_25_8_4_all-21,723.707
UID_25_8_5_all-2,506.355
UID_25_9_1_all-7,594.426
UID_25_9_2_all-14,907.016
UID_25_9_3_all-17,1224.64
UID_25_9_4_all-29,673.67
UID_25_9_5_all-6,580.168
UID_25_9_6_all-8,613.097
UID_25_9_7_all-12,552.726
UID_27_1_1_all-17,603.79
UID_27_1_2_all-7,1105.17
UID_27_1_3_all-17,626.321
UID_27_1_4_all-3,534.744
UID_27_1_5_all-16,615.951
UID_27_1_6_all-21,605.825
UID_27_1_7_all-3,574.314
UID_27_1_8_all-14,558.616
UID_27_10_1_all-16,536.932
UID_27_10_2_all-5,597.262
UID_27_10_3_all-8,618.626
UID_27_10_4_all-18,576.956
UID_27_10_5_all-24,595.072
UID_27_10_6_all-13,566.268
UID_27_10_7_all-5,571.919
UID_27_11_1_all-24,620.126
UID_27_12_1_all-2,503.933
UID_27_12_2_all-16,639.353
UID_27_12_3_all-7,567.574
UID_27_13_1_all-16,667.565
UID_27_13_2_all-10,628.756
UID_27_13_3_all-2,533.53
UID_27_13_4_all-4,555.255
UID_27_13_5_all-3,539.358
UID_27_14_1_all-13,748.13
UID_27_14_2_all-19,613.119
UID_27_14_3_all-5,581.452
UID_27_14_4_all-5,552.84
UID_27_14_5_all-14,586.893
UID_27_14_6_all-7,583.681
UID_27_14_7_all-21,872.071
UID_27_14_8_all-2,542.448
UID_27_15_1_all-27,765.594
UID_27_15_2_all-18,681.412
UID_27_15_3_all-18,784.804
UID_27_16_1_all-16,670.789
UID_27_16_2_all-16,662.995
UID_27_16_3_all-22,581.889
UID_27_16_4_all-29,753.871
UID_27_16_5_all-7,579.922
UID_27_16_6_all-15,627.127
UID_27_16_7_all-19,602.24
UID_27_16_8_all-27,585.316
UID_27_17_1_all-14,570.346
UID_27_17_2_all-16,678.803
UID_27_17_3_all-28,782.754
UID_27_18_1_all-4,636.658
UID_27_18_2_all-7,619.879
UID_27_18_3_all-31,821.508
UID_27_19_1_all-2,560.629
UID_27_19_2_all-3,560.362
UID_27_19_3_all-4,576.105
UID_27_19_4_all-26,728.551
UID_27_2_1_all-2,549.367
UID_27_2_2_all-9,590.84
UID_27_2_3_all-5,650.768
UID_27_2_4_all-18,685.387
UID_27_20_1_all-18,618.254
UID_27_20_2_all-7,597.518
UID_27_20_3_all-5,585.768
UID_27_21_1_all-18,637.428
UID_27_21_2_all-6,632.805
UID_27_21_3_all-22,616.874
UID_27_21_4_all-6,616.406
UID_27_22_1_all-9,700.892
UID_27_22_2_all-25,744.297
UID_27_22_3_all-8,566.699
UID_27_22_4_all-10,548.36
UID_27_23_1_all-19,749.117
UID_27_23_2_all-4,583.038
UID_27_23_3_all-4,569.839
UID_27_24_1_all-3,620.18
UID_27_24_2_all-3,558.108
UID_27_24_3_all-22,738.028
UID_27_24_4_all-4,683.483
UID_27_24_5_all-24,696.924
UID_27_25_1_all-2,587.832
UID_27_25_2_all-17,636.282
UID_27_25_3_all-5,613.505
UID_27_25_4_all-7,572.174
UID_27_25_5_all-10,627.845
UID_27_25_6_all-13,589.34
UID_27_25_7_all-7,657.544
UID_27_26_1_all-10,596.989
UID_27_26_2_all-24,802.48
UID_27_26_3_all-12,659.522
UID_27_26_4_all-16,607.998
UID_27_27_1_all-2,974.171
UID_27_27_2_all-11,553.072
UID_27_27_3_all-25,623.198
UID_27_27_4_all-24,674.14
UID_27_27_5_all-10,581.175
UID_27_28_1_all-17,643.822
UID_27_28_2_all-16,585.903
UID_27_28_3_all-17,627.043
UID_27_28_4_all-7,570.498
UID_27_29_1_all-8,552.147
UID_27_29_2_all-16,640.353
UID_27_29_3_all-7,567.121
UID_27_29_4_all-11,590.812
UID_27_29_5_all-23,544.858
UID_27_29_6_all-17,569.216
UID_27_29_7_all-8,617.212
UID_27_3_1_all-4,1312.15
UID_27_3_2_all-13,1428.77
UID_27_3_3_all-14,637.112
UID_27_3_4_all-21,694.906
UID_27_3_5_all-19,636.298
UID_27_30_1_all-9,567.511
UID_27_30_2_all-20,701.509
UID_27_30_3_all-3,570.829
UID_27_30_4_all-19,681.764
UID_27_30_5_all-17,578.842
UID_27_31_1_all-19,1343.62
UID_27_31_2_all-16,635.19
UID_27_31_3_all-13,591.947
UID_27_31_4_all-17,749.499
UID_27_31_5_all-24,634.805
UID_27_31_6_all-13,908.749
UID_27_31_7_all-8,617.223
UID_27_32_1_all-12,595.153
UID_27_32_2_all-29,744.145
UID_27_32_3_all-22,629.187
UID_27_32_4_all-2,679.523
UID_27_32_5_all-11,565.47
UID_27_32_6_all-13,577.318
UID_27_33_1_all-19,607.121
UID_27_33_2_all-34,779.197
UID_27_33_3_all-9,608.616
UID_27_33_4_all-11,610.654
UID_27_33_5_all-9,608.071
UID_27_33_6_all-22,650.365
UID_27_34_1_all-5,635.353
UID_27_34_2_all-3,625.971
UID_27_34_3_all-3,572.877
UID_27_34_4_all-12,941.893
UID_27_34_5_all-31,793.86
UID_27_34_6_all-2,539.437
UID_27_34_7_all-9,1052.94
UID_27_34_8_all-3,915.554
UID_27_4_1_all-12,583.119
UID_27_4_2_all-16,562.207
UID_27_4_3_all-9,516.3
UID_27_4_4_all-19,582.416
UID_27_4_5_all-26,631.476
UID_27_4_6_all-5,535.718
UID_27_4_7_all-3,486.83
UID_27_5_1_all-11,608.268
UID_27_5_2_all-2,934.012
UID_27_5_3_all-8,611.218
UID_27_5_4_all-19,614.848
UID_27_5_5_all-10,597.101
UID_27_5_6_all-6,563.58
UID_27_5_7_all-6,804.515
UID_27_5_8_all-3,534.12
UID_27_6_1_all-15,677.999
UID_27_6_2_all,954.776
UID_27_6_3_all-8,579.198
UID_27_6_4_all-12,669.446
UID_27_7_1_all-14,1099.6
UID_27_7_2_all-2,1024.65
UID_27_7_3_all-4,528.473
UID_27_7_4_all-40,813.327
UID_27_7_5_all-21,668.438
UID_27_7_6_all-12,566.255
UID_27_8_1_all-4,545.072
UID_27_8_2_all-5,507.943
UID_27_8_3_all-7,494.3
UID_27_8_4_all-4,500.332
UID_27_8_5_all-17,648.06
UID_27_8_6_all-35,632.693
UID_27_8_7_all-23,599.162
UID_27_8_8_all-22,628.218
UID_27_9_1_all-7,622.314
UID_27_9_2_all-22,614.879
UID_27_9_3_all-23,599.835
UID_27_9_4_all-5,516.862
UID_27_9_5_all-21,681.125
UID_31_1_1_all-13,637.946
UID_31_1_2_all-26,792.451
UID_31_10_1_all-7,709.547
UID_31_11_1_all-5,775.62
UID_31_11_2_all-8,655.303
UID_31_11_3_all-14,728.708
UID_31_12_1_all-3,639.368
UID_31_12_2_all-2,730.752
UID_31_13_1_all-5,743.936
UID_31_14_1_all-4,652.643
UID_31_14_2_all-9,746.8
UID_31_14_3_all-14,667.014
UID_31_15_1_all-6,1435.9
UID_31_15_2_all-6,731.006
UID_31_15_3_all-8,811.586
UID_31_15_4_all-9,645.842
UID_31_16_1_all-4,678.936
UID_31_16_2_all-26,930.804
UID_31_16_3_all-23,710.06
UID_31_16_4_all-4,652.85
UID_31_16_5_all-8,760.974
UID_31_17_1_all-7,661.727
UID_31_17_2_all-4,678.874
UID_31_18_1_all-9,578.708
UID_31_18_2_all-5,582.458
UID_31_18_3_all-7,599.107
UID_31_18_4_all-3,655.24
UID_31_18_5_all-15,628.742
UID_31_19_1_all-5,732.459
UID_31_19_2_all-12,688.562
UID_31_19_3_all-18,667.273
UID_31_19_4_all-5,719.252
UID_31_19_5_all-15,723.139
UID_31_2_1_all-3,779.416
UID_31_2_2_all-2,708.196
UID_31_20_1_all-4,1282.41
UID_31_20_2_all-4,688.894
UID_31_20_3_all-5,593.133
UID_31_20_4_all-2,608.636
UID_31_20_5_all-16,692.596
UID_31_20_6_all-3,1061.44
UID_31_21_1_all-4,704.839
UID_31_21_2_all-21,784.037
UID_31_22_1_all-16,664.54
UID_31_22_2_all-14,829.879
UID_31_22_3_all-16,809.819
UID_31_22_4_all-11,622.297
UID_31_23_1_all-11,762.686
UID_31_23_2_all-9,719.052
UID_31_23_3_all-24,819.231
UID_31_23_4_all-17,662.941
UID_31_24_1_all-7,700.742
UID_31_24_2_all-5,784.275
UID_31_24_3_all-5,686.894
UID_31_24_4_all-11,652.331
UID_31_24_5_all-15,705.728
UID_31_24_6_all-23,745.824
UID_31_25_1_all-17,796.859
UID_31_25_2_all-8,762.276
UID_31_25_3_all-11,661.686
UID_31_26_1_all-5,648.435
UID_31_26_2_all-7,694.958
UID_31_27_1_all-17,791.965
