Contour,Normalized Curvature
UID_27_2_4_all-18,24.8608
UID_27_20_1_all-18,22.8811
UID_27_20_2_all-7,34.2453
UID_27_20_3_all-5,34.6048
UID_27_21_1_all-18,38.694
UID_27_21_2_all-6,40.6449
UID_27_21_3_all-22,35.1222
UID_27_21_4_all-6,36.1754
UID_27_22_1_all-9,42.6746
UID_27_22_2_all-25,28.0141
UID_27_22_3_all-8,36.0842
UID_27_22_4_all-10,24.9606
UID_27_23_1_all-19,30.5792
UID_27_23_2_all-4,29.4276
UID_27_23_3_all-4,30.4543
UID_27_24_1_all-3,30.4873
UID_27_24_2_all-3,33.8736
UID_27_24_3_all-22,41.0095
UID_27_24_4_all-4,36.799
UID_27_24_5_all-24,47.6633
UID_27_25_1_all-2,28.9823
UID_27_25_2_all-17,35.0864
UID_27_25_3_all-5,42.4865
UID_27_25_4_all-7,29.1725
UID_27_25_5_all-10,25.5414
UID_27_25_6_all-13,29.4394
UID_27_25_7_all-7,34.4132
UID_27_26_1_all-10,24.7087
UID_27_26_2_all-24,42.5342
UID_27_26_3_all-12,33.6377
UID_27_26_4_all-16,34.8245
UID_27_27_1_all-2,107.68
UID_27_27_2_all-11,28.7107
UID_27_27_3_all-25,33.7708
UID_27_27_4_all-24,40.624
UID_27_27_5_all-10,30.7531
UID_27_28_1_all-17,37.1535
UID_27_28_2_all-16,36.5977
UID_27_28_3_all-17,26.993
UID_27_28_4_all-7,30.6653
UID_27_29_1_all-8,25.5418
UID_27_29_2_all-16,34.8748
UID_27_29_3_all-7,30.3115
UID_27_29_4_all-11,29.4875
UID_27_29_5_all-23,31.8222
UID_27_29_6_all-17,30.1948
UID_27_29_7_all-8,34.874
UID_27_3_1_all-4,99.8719
UID_27_3_2_all-13,193.968
UID_27_3_3_all-14,32.0881
UID_27_3_4_all-21,59.9737
UID_27_3_5_all-19,36.4132
UID_27_30_1_all-9,30.2032
UID_27_30_2_all-20,39.4115
UID_27_30_3_all-3,24.896
UID_27_30_4_all-19,34.1617
UID_27_30_5_all-17,29.6387
UID_27_31_1_all-19,156.444
UID_27_31_2_all-16,30.6274
UID_27_31_3_all-13,45.6234
UID_27_31_4_all-17,54.6985
UID_27_31_5_all-24,39.2635
UID_27_31_6_all-13,113.497
UID_27_31_7_all-8,31.573
UID_27_32_1_all-12,31.5278
UID_27_32_2_all-29,45.9043
UID_27_32_3_all-22,43.7407
UID_27_32_4_all-2,40.658
UID_27_32_5_all-11,25.5753
UID_27_32_6_all-13,34.5861
UID_27_33_1_all-19,29.842
UID_27_33_2_all-34,22.2123
UID_27_33_3_all-9,32.3266
UID_27_33_4_all-11,31.0926
UID_27_33_5_all-9,45.9354
UID_27_33_6_all-22,29.6709
UID_27_34_1_all-5,30.6159
UID_27_34_2_all-3,25.7843
UID_27_34_3_all-3,32.7067
UID_27_34_4_all-12,72.2906
UID_27_34_5_all-31,52.8826
UID_27_34_6_all-2,27.489
UID_27_34_7_all-9,142.013
UID_27_34_8_all-3,97.3639
UID_27_4_1_all-12,30.7662
UID_27_4_2_all-16,29.0204
UID_27_4_3_all-9,38.1699
UID_27_4_4_all-19,24.5934
UID_27_4_5_all-26,33.5577
UID_27_4_6_all-5,24.2951
UID_27_4_7_all-3,30.4177
UID_27_5_1_all-11,26.9989
UID_27_5_2_all-2,77.9358
UID_27_5_3_all-8,32.9643
UID_27_5_4_all-19,35.9739
UID_27_5_5_all-10,28.8064
UID_27_5_6_all-6,26.7172
UID_27_5_7_all-6,29.8023
UID_27_5_8_all-3,25.9336
UID_27_6_1_all-15,32.2151
UID_27_6_2_all,72.8255
UID_27_6_3_all-8,37.8273
UID_27_6_4_all-12,25.9673
UID_27_7_1_all-14,177.847
UID_27_7_2_all-2,179.394
UID_27_7_3_all-4,32.1511
UID_27_7_4_all-40,300.486
UID_27_7_5_all-21,47.7154
UID_27_7_6_all-12,29.7118
UID_27_8_1_all-4,28.21
UID_27_8_2_all-5,28.867
UID_27_8_3_all-7,30.4597
UID_27_8_4_all-4,28.0612
UID_27_8_5_all-17,39.2881
UID_27_8_6_all-35,33.5622
UID_27_8_7_all-23,32.656
UID_27_8_8_all-22,36.7002
UID_27_9_1_all-7,31.1476
UID_27_9_2_all-22,28.8536
UID_27_9_3_all-23,36.4865
UID_27_9_4_all-5,31.0251
UID_27_9_5_all-21,43.8509
UID_31_1_1_all-13,25.6971
UID_31_1_2_all-26,27.6629
UID_31_10_1_all-7,35.0875
UID_31_11_1_all-5,48.24
UID_31_11_2_all-8,25.0946
UID_31_11_3_all-14,33.2878
UID_31_12_1_all-3,27.1128
UID_31_12_2_all-2,51.2191
UID_31_13_1_all-5,28.0915
UID_31_14_1_all-4,37.9473
UID_31_14_2_all-9,41.3238
UID_31_14_3_all-14,34.2309
UID_31_15_1_all-6,239.916
UID_31_15_2_all-6,25.9935
UID_31_15_3_all-8,21.6884
UID_31_15_4_all-9,25.5271
UID_31_16_1_all-4,36.5976
UID_31_16_2_all-26,49.3359
UID_31_16_3_all-23,32.6868
UID_31_16_4_all-4,38.5582
UID_31_16_5_all-8,47.0457
UID_31_17_1_all-7,22.8424
UID_31_17_2_all-4,24.713
UID_31_18_1_all-9,30.8197
UID_31_18_2_all-5,30.1926
UID_31_18_3_all-7,32.0147
UID_31_18_4_all-3,45.9049
UID_31_18_5_all-15,30.8916
UID_31_19_1_all-5,24.431
UID_31_19_2_all-12,25.7245
