Contour,Path Length
UID_H13_22_2_hem-13,547.893
UID_H13_23_1_hem-3,493.67
UID_H13_23_2_hem-5,528.701
UID_H13_23_3_hem-9,557.939
UID_H13_23_4_hem-9,729.58
UID_H13_23_5_hem-5,476.671
UID_H13_24_1_hem-18,758.402
UID_H13_24_2_hem-11,1624.42
UID_H13_24_3_hem-31,876.3
UID_H13_25_1_hem-26,839.096
UID_H13_25_2_hem-13,640.749
UID_H13_25_3_hem-16,694.627
UID_H13_26_1_hem-11,673.526
UID_H13_26_2_hem-7,496.841
UID_H13_26_3_hem-5,474.163
UID_H13_26_4_hem-13,588.93
UID_H13_26_5_hem-6,495.465
UID_H13_26_6_hem-8,519.135
UID_H13_27_1_hem-7,469.459
UID_H13_27_2_hem-2,440.515
UID_H13_28_1_hem-7,522.276
UID_H13_28_2_hem-4,715.891
UID_H13_29_1_hem-6,544.871
UID_H13_29_2_hem-5,541.048
UID_H13_29_3_hem-15,663.055
UID_H13_29_4_hem-3,501.92
UID_H13_3_1_hem-20,597.2
UID_H13_3_2_hem-8,656.832
UID_H13_3_3_hem-12,1250.92
UID_H13_3_4_hem-7,1061.04
UID_H13_3_5_hem-8,644.672
UID_H13_3_6_hem-19,612.868
UID_H13_3_7_hem-15,664.943
UID_H13_30_1_hem-3,503.502
UID_H13_30_2_hem-4,526.669
UID_H13_30_3_hem-2,523.807
UID_H13_30_4_hem-2,462.658
UID_H13_31_1_hem-9,662.898
UID_H13_31_2_hem-8,572.28
UID_H13_31_3_hem-7,576.897
UID_H13_33_1_hem-9,705.978
UID_H13_33_2_hem-8,528.953
UID_H13_33_3_hem-14,511.442
UID_H13_33_4_hem-11,482.073
UID_H13_33_5_hem-12,519.279
UID_H13_33_6_hem-9,499.518
UID_H13_34_1_hem-6,639.165
UID_H13_34_2_hem-2,446.975
UID_H13_35_1_hem-11,577.341
UID_H13_35_2_hem-6,459.084
UID_H13_4_1_hem-20,587.98
UID_H13_4_2_hem-9,460.731
UID_H13_4_3_hem-6,690.055
UID_H13_4_4_hem-3,439.274
UID_H13_4_5_hem-16,595.437
UID_H13_4_6_hem-8,659.218
UID_H13_4_7_hem-5,500.048
UID_H13_5_1_hem-2,461.9
UID_H13_5_2_hem-13,980.162
UID_H13_5_3_hem-11,721.532
UID_H13_5_4_hem-9,530.852
UID_H13_6_1_hem-3,495.732
UID_H13_6_2_hem-3,463.562
UID_H13_6_3_hem-11,534.431
UID_H13_6_4_hem-10,569.971
UID_H13_6_5_hem-4,461.292
UID_H13_7_1_hem-4,550.043
UID_H13_7_2_hem-3,467.248
UID_H13_7_3_hem-10,530.364
UID_H13_8_1_hem-5,471.811
UID_H13_8_2_hem-7,488.966
UID_H13_8_3_hem-2,511.842
UID_H13_8_4_hem-9,493.212
UID_H13_9_1_hem-6,520.907
UID_H13_9_2_hem-21,701.703
UID_H13_9_3_hem-16,651.717
UID_H18_1_1_hem-2,638.626
UID_H18_10_1_hem-10,729.517
UID_H18_10_2_hem-27,552.047
UID_H18_11_1_hem-9,727.991
UID_H18_11_2_hem-8,805.664
UID_H18_11_3_hem-3,802.468
UID_H18_11_4_hem-7,567.764
UID_H18_11_5_hem-26,1010.2
UID_H18_11_6_hem-9,573.392
UID_H18_11_8_hem-9,564.05
UID_H18_11_9_hem-3,604.174
UID_H18_13_1_hem-4,660.993
UID_H18_14_1_hem-7,513.941
UID_H18_15_1_hem-20,686.999
UID_H18_15_2_hem-15,715.074
UID_H18_16_1_hem-21,539.815
UID_H18_2_1_hem-7,546.01
UID_H18_3_1_hem-2,608.488
UID_H18_4_1_hem-4,656.899
UID_H18_5_1_hem-2,609.423
UID_H18_5_2_hem,489.042
UID_H18_6_1_hem-2,244.713
UID_H18_6_2_hem-2,572.491
UID_H18_6_3_hem-10,1310.94
UID_H18_6_4_hem-5,1127.17
UID_H18_6_5_hem-6,619.844
UID_H18_7_1_hem-2,835.558
UID_H18_8_1_hem-4,801.289
UID_H18_9_1_hem-7,740.685
UID_H2_1_1_hem-18,698.301
UID_H2_1_2_hem-20,781.157
UID_H2_1_3_hem-16,630.133
UID_H2_10_1_hem-5,957.065
UID_H2_10_2_hem-9,547.978
UID_H2_10_3_hem-12,1176.07
UID_H2_10_4_hem-10,553.723
UID_H2_11_1_hem-4,521.973
UID_H2_11_2_hem-14,653.982
UID_H2_12_1_hem-20,755.257
UID_H2_13_1_hem-23,698.703
UID_H2_13_2_hem-6,510.03
UID_H2_14_1_hem-14,634.089
UID_H2_15_1_hem-15,738.233
UID_H2_16_1_hem-23,746.004
UID_H2_17_1_hem-5,884.709
UID_H2_18_1_hem-16,720.808
UID_H2_19_1_hem-17,950.248
UID_H2_2_1_hem-14,643.014
UID_H2_20_1_hem-18,743.537
UID_H2_21_1_hem-14,741.681
UID_H2_21_2_hem-6,764.606
UID_H2_22_1_hem-27,720.928
UID_H2_23_1_hem-16,748.012
UID_H2_24_1_hem-28,705.452
UID_H2_25_1_hem-9,605.491
UID_H2_26_1_hem-11,806.276
UID_H2_26_2_hem-20,797.418
UID_H2_27_1_hem-15,834.397
UID_H2_27_2_hem-9,613.11
UID_H2_27_3_hem-12,634.037
UID_H2_28_1_hem-3,528.724
UID_H2_28_2_hem-23,641.201
UID_H2_29_1_hem-5,610.294
UID_H2_29_2_hem-9,558.829
UID_H2_29_3_hem-9,662.356
UID_H2_3_1_hem-4,567.846
UID_H2_3_2_hem-5,502.392
UID_H2_3_3_hem-21,749.214
UID_H2_3_4_hem-25,805.314
UID_H2_30_1_hem-3,476.818
UID_H2_30_2_hem-20,1059.96
UID_H2_31_1_hem-2,619.086
UID_H2_31_2_hem-6,585.288
UID_H2_32_1_hem-26,556.378
UID_H2_32_2_hem-8,566.202
UID_H2_32_3_hem-13,581.054
UID_H2_32_4_hem-2,496.61
UID_H2_33_1_hem-5,1077.9
UID_H2_33_2_hem-6,648.122
UID_H2_33_3_hem-3,647.627
UID_H2_34_1_hem-12,607.788
UID_H2_34_2_hem-9,574.687
UID_H2_34_3_hem-4,646.157
UID_H2_34_4_hem-17,1189.06
UID_H2_35_1_hem-4,522.985
UID_H2_35_2_hem-13,1331.91
UID_H2_36_1_hem-6,1033.81
UID_H2_37_1_hem-5,681.967
UID_H2_37_2_hem-5,521.301
UID_H2_37_3_hem-16,695.109
UID_H2_37_4_hem-14,776.018
UID_H2_37_5_hem-12,629.537
UID_H2_38_1_hem-7,661.736
UID_H2_38_2_hem-11,519.029
UID_H2_38_3_hem-16,571.439
UID_H2_38_4_hem-3,769.393
UID_H2_39_1_hem-4,668.468
UID_H2_4_1_hem-16,716.476
UID_H2_40_1_hem-11,635.401
UID_H2_40_2_hem-19,666.291
UID_H2_40_3_hem-16,763.642
UID_H2_40_4_hem-17,708.037
UID_H2_40_5_hem-22,784.949
UID_H2_41_1_hem-6,570.014
UID_H2_41_2_hem-23,657.535
UID_H2_41_3_hem-2,462.276
UID_H2_41_4_hem-3,657.334
UID_H2_41_5_hem-2,491.461
UID_H2_41_6_hem-10,556.245
UID_H2_42_1_hem-6,906.372
UID_H2_43_1_hem-14,594.255
UID_H2_43_2_hem-10,695.95
UID_H2_43_3_hem-14,569.939
UID_H2_44_1_hem-10,597.625
UID_H2_44_2_hem-8,1061.72
UID_H2_44_3_hem-26,683.223
UID_H2_45_1_hem-3,507.636
UID_H2_46_1_hem-7,552.552
UID_H2_46_2_hem-21,695.646
UID_H2_46_3_hem-10,572.005
UID_H2_46_4_hem-11,534.733
UID_H2_46_5_hem-28,688.763
UID_H2_47_1_hem-10,847.671
UID_H2_47_2_hem-18,605.834
UID_H2_47_3_hem-4,825.698
UID_H2_49_1_hem-28,637.533
UID_H2_49_2_hem-10,629.282
UID_H2_49_3_hem-14,636.902
UID_H2_5_1_hem-22,744.725
UID_H2_50_1_hem-9,603.443
UID_H2_50_2_hem-11,597.881
UID_H2_50_3_hem-11,615.824
UID_H2_50_4_hem-22,800.197
UID_H2_50_5_hem-7,707.412
UID_H2_51_1_hem-8,764.841
UID_H2_6_1_hem-11,555.758
UID_H2_6_2_hem-5,518.463
UID_H2_6_3_hem-15,603.503
UID_H2_6_4_hem-7,649.381
UID_H2_6_5_hem-17,625.68
UID_H2_8_1_hem-3,599.868
UID_H20_1_1_hem-4,582.693
UID_H20_1_2_hem-2,501.696
UID_H20_1_3_hem-2,478.632
UID_H20_10_1_hem-4,516.073
UID_H20_10_2_hem-4,505.054
UID_H20_10_3_hem-8,625.174
UID_H20_11_1_hem-3,581.369
UID_H20_12_1_hem-2,643.037
UID_H20_12_2_hem-4,581.695
UID_H20_13_1_hem-2,476.381
UID_H20_13_2_hem-11,746.503
UID_H20_13_3_hem-5,501.215
UID_H20_13_4_hem-8,502.199
UID_H20_15_1_hem-2,548.292
UID_H20_15_2_hem-6,661.892
UID_H20_15_3_hem-2,487.997
UID_H20_16_1_hem-7,680.506
UID_H20_16_2_hem-2,460.353
UID_H20_16_3_hem-2,447.878
UID_H20_16_4_hem-6,726.788
UID_H20_16_5_hem-2,482.363
UID_H20_18_1_hem-2,510.522
UID_H20_18_2_hem-4,534.971
UID_H20_19_1_hem-9,703.392
UID_H20_19_2_hem-10,765.544
UID_H20_19_3_hem-3,743.439
UID_H20_2_1_hem-3,583.292
UID_H20_2_2_hem-13,695.533
UID_H20_2_3_hem-23,653.17
UID_H20_2_4_hem-4,682.081
UID_H20_2_5_hem-2,471.175
UID_H20_2_6_hem-5,543.808
UID_H20_20_1_hem-8,806.351
UID_H20_20_2_hem-2,498.264
UID_H20_20_3_hem,424.989
UID_H20_20_4_hem-4,630.3
UID_H20_20_5_hem-9,486.898
UID_H20_22_1_hem-2,652.906
UID_H20_23_1_hem-3,546.203
UID_H20_23_2_hem-2,547.091
UID_H20_23_3_hem-2,528.424
UID_H20_24_1_hem-3,520.672
UID_H20_24_2_hem-2,512.618
UID_H20_25_1_hem-2,528.489
UID_H20_26_1_hem-2,668.889
UID_H20_27_1_hem-2,667.441
UID_H20_27_2_hem-2,508.491
UID_H20_28_1_hem-6,531.46
UID_H20_28_2_hem-5,513.102
UID_H20_28_3_hem-36,695.95
UID_H20_28_4_hem-10,685.143
UID_H20_28_5_hem-12,631.025
UID_H20_28_6_hem-6,491.005
UID_H20_29_1_hem-4,525.359
UID_H20_29_2_hem-11,538.038
UID_H20_29_3_hem-9,539.569
UID_H20_29_4_hem-6,537.193
UID_H20_29_5_hem-9,514.765
UID_H20_29_6_hem-2,782.151
UID_H20_29_7_hem-6,537.774
UID_H20_3_1_hem-6,538.731
UID_H20_3_2_hem-2,488.809
UID_H20_30_1_hem,1053.15
UID_H20_30_2_hem-18,691.339
UID_H20_30_3_hem-3,632.333
UID_H20_31_1_hem-5,684.069
UID_H20_31_2_hem-14,693.33
UID_H20_31_3_hem-16,634.101
UID_H20_31_4_hem-5,509.809
UID_H20_32_1_hem-4,517.129
UID_H20_32_2_hem-2,567.09
UID_H20_33_1_hem-6,599.328
UID_H20_33_2_hem-2,508.973
UID_H20_33_3_hem-7,606.965
UID_H20_34_1_hem-3,489.157
UID_H20_34_2_hem-2,569.837
UID_H20_35_1_hem-2,560.207
UID_H20_36_1_hem-10,548.892
UID_H20_36_2_hem-25,716.544
UID_H20_37_1_hem-13,520.092
UID_H20_37_2_hem,834.37
UID_H20_37_3_hem-13,617.847
UID_H20_37_4_hem-4,572.428
UID_H20_4_1_hem-7,683.621
UID_H20_5_1_hem-3,541.197
UID_H20_5_2_hem-5,675.578
UID_H20_6_1_hem-4,520.842
UID_H20_6_2_hem-6,523.21
UID_H20_6_3_hem-5,641.22
UID_H20_7_1_hem-2,500.617
UID_H20_7_2_hem-5,538.9
UID_H20_7_3_hem-5,529.494
UID_H20_8_1_hem-3,461.605
UID_H20_8_2_hem-3,534.611
UID_H20_8_3_hem-2,513.076
UID_H20_8_4_hem-2,476.735
UID_H20_9_1_hem-7,510.452
UID_H20_9_2_hem-4,710.532
UID_H20_9_3_hem-2,512.64
UID_H20_9_4_hem-3,500.111
UID_H23_1_1_hem-7,971.541
UID_H23_1_2_hem-2,514.863
UID_H23_1_3_hem-3,462.842
UID_H23_10_1_hem-2,561.402
UID_H23_10_10_hem-7,1017.35
UID_H23_10_11_hem-6,707.972
UID_H23_10_12_hem-2,914.785
UID_H23_10_13_hem-3,769.412
UID_H23_10_2_hem-4,940.924
UID_H23_10_3_hem-2,820.278
UID_H23_10_4_hem-17,646.312
UID_H23_10_5_hem-13,1315.58
UID_H23_10_6_hem-3,472.899
UID_H23_10_7_hem-4,757.812
UID_H23_10_8_hem-3,784.415
UID_H23_10_9_hem-6,1220.12
UID_H23_11_1_hem-9,654.294
UID_H23_11_2_hem-6,865.495
UID_H23_11_3_hem-3,883.903
UID_H23_11_4_hem-6,945.252
UID_H23_11_5_hem-2,550.371
UID_H23_12_1_hem-2,525.982
UID_H23_12_10_hem-2,805.072
UID_H23_12_11_hem-5,542.11
UID_H23_12_12_hem-2,905.9
UID_H23_12_13_hem-4,868.715
UID_H23_12_14_hem-3,488.934
UID_H23_12_2_hem-2,996.288
UID_H23_12_3_hem-4,515.795
UID_H23_12_4_hem-5,560.489
UID_H23_12_5_hem-7,575.094
UID_H23_12_6_hem-8,535.287
UID_H23_12_7_hem-3,554.587
UID_H23_12_8_hem-9,589.53
UID_H23_12_9_hem-5,521.323
UID_H23_13_1_hem-7,544.308
UID_H23_13_10_hem-16,578.09
UID_H23_13_11_hem-7,768.34
UID_H23_13_12_hem-2,862.199
UID_H23_13_2_hem-2,871.339
UID_H23_13_3_hem-4,856.454
UID_H23_13_4_hem-3,489.625
UID_H23_13_5_hem-3,525.201
UID_H23_13_6_hem-2,508.025
UID_H23_13_7_hem-8,537.159
UID_H23_13_8_hem,882.771
UID_H23_13_9_hem-13,586.142
UID_H23_14_1_hem-6,1026
UID_H23_14_2_hem-2,1142.3
UID_H23_14_3_hem-3,503.161
UID_H23_14_4_hem-9,961.032
UID_H23_14_5_hem-4,562.383
UID_H23_14_6_hem-8,506.574
UID_H23_14_7_hem,906.153
UID_H23_14_8_hem-5,508.724
UID_H23_15_1_hem-3,590.642
UID_H23_15_10_hem-3,911.742
UID_H23_15_11_hem-7,661.093
UID_H23_15_2_hem-26,677.481
UID_H23_15_3_hem-10,541.62
UID_H23_15_4_hem-3,759.987
UID_H23_15_5_hem-19,669.547
UID_H23_15_6_hem-30,740.705
UID_H23_15_7_hem-5,470.075
UID_H23_15_8_hem,752.073
UID_H23_15_9_hem-3,1077.83
UID_H23_16_1_hem-8,536.294
UID_H23_16_10_hem-7,601.011
UID_H23_16_11_hem-3,472.836
UID_H23_16_12_hem-12,679.987
UID_H23_16_13_hem-4,907.659
UID_H23_16_14_hem-2,427.393
UID_H23_16_15_hem,723.849
UID_H23_16_16_hem,676.66
UID_H23_16_17_hem-11,488.727
UID_H23_16_18_hem-17,1131.27
UID_H23_16_2_hem-27,651.937
UID_H23_16_3_hem-3,531.29
UID_H23_16_4_hem-9,513.079
UID_H23_16_5_hem-6,885.242
UID_H23_16_6_hem-5,1219.82
UID_H23_16_7_hem,932.723
UID_H23_16_8_hem-13,653.872
UID_H23_16_9_hem-18,664.054
UID_H23_17_1_hem-11,570.053
UID_H23_17_2_hem-11,682.151
UID_H23_17_3_hem-3,732.18
UID_H23_17_4_hem-2,746.421
UID_H23_17_5_hem-4,508.818
UID_H23_17_6_hem-2,1036.01
UID_H23_17_7_hem-2,454.543
UID_H23_18_1_hem-15,923.104
UID_H23_18_10_hem-6,528.55
UID_H23_18_11_hem-2,453.891
UID_H23_18_12_hem-9,596.223
UID_H23_18_13_hem-9,507.879
UID_H23_18_2_hem-2,435.261
UID_H23_18_3_hem-3,541.425
UID_H23_18_4_hem-7,629.393
UID_H23_18_5_hem-2,498.383
UID_H23_18_6_hem-15,602.715
UID_H23_18_7_hem-4,512.309
UID_H23_18_8_hem-6,630.385
UID_H23_18_9_hem-5,566.532
UID_H23_19_1_hem-5,1156.45
UID_H23_19_10_hem-3,536.092
UID_H23_19_11_hem-9,551.805
UID_H23_19_12_hem-5,518.485
UID_H23_19_13_hem-4,897.865
UID_H23_19_14_hem-9,1029.43
UID_H23_19_15_hem-7,911.89
UID_H23_19_16_hem-9,518.571
UID_H23_19_17_hem-9,530.857
UID_H23_19_2_hem-4,530.642
UID_H23_19_3_hem-5,558.174
UID_H23_19_4_hem-2,485.416
UID_H23_19_5_hem-4,578.372
UID_H23_19_6_hem-3,809.657
UID_H23_19_7_hem-19,1440.07
UID_H23_19_8_hem-4,1042.06
UID_H23_19_9_hem-2,1135.76
UID_H23_2_1_hem-3,1072.06
UID_H23_2_10_hem-9,587.275
UID_H23_2_11_hem-4,519.395
UID_H23_2_12_hem-6,492.403
UID_H23_2_13_hem-13,597.077
UID_H23_2_14_hem-9,560.367
UID_H23_2_15_hem-20,659.674
UID_H23_2_2_hem-22,689.944
UID_H23_2_3_hem-11,578.825
UID_H23_2_4_hem-7,838.982
UID_H23_2_5_hem-15,588.711
UID_H23_2_6_hem-5,614.259
UID_H23_2_7_hem-7,525.904
UID_H23_2_8_hem-9,819.214
UID_H23_2_9_hem-4,540.841
UID_H23_20_1_hem-17,778.492
UID_H23_20_10_hem-5,793.171
UID_H23_20_11_hem-12,642.61
UID_H23_20_12_hem-3,523.843
UID_H23_20_13_hem-4,497.161
UID_H23_20_2_hem-3,498.134
UID_H23_20_3_hem-6,557.08
UID_H23_20_4_hem-5,528.458
UID_H23_20_5_hem-8,1241.81
UID_H23_20_6_hem-2,830.069
UID_H23_20_7_hem-2,474.522
UID_H23_20_8_hem-11,675.535
UID_H23_20_9_hem-3,794.859
UID_H23_21_1_hem-6,563
UID_H23_21_2_hem-9,553.778
UID_H23_21_3_hem-6,645.017
UID_H23_21_4_hem-9,591.792
UID_H23_21_5_hem-3,1004.09
UID_H23_21_6_hem-7,557.098
UID_H23_21_7_hem-4,830.758
UID_H23_22_1_hem-2,478.035
UID_H23_22_10_hem-5,518.227
UID_H23_22_11_hem-14,584.111
UID_H23_22_12_hem-9,1092.81
UID_H23_22_13_hem-3,1064.57
UID_H23_22_14_hem-7,520.896
UID_H23_22_2_hem-7,843.853
UID_H23_22_3_hem-7,591.315
UID_H23_22_4_hem-6,532.06
UID_H23_22_5_hem-8,509.853
UID_H23_22_6_hem-24,753.618
UID_H23_22_8_hem-3,518.391
UID_H23_22_9_hem-2,487.509
UID_H23_23_1_hem-6,511.669
UID_H23_23_10_hem-5,483.292
UID_H23_23_2_hem-14,623.721
UID_H23_23_3_hem-15,554.291
UID_H23_23_4_hem-9,591.919
UID_H23_23_5_hem-7,681.055
UID_H23_23_6_hem-4,501.029
UID_H23_23_7_hem-6,498.175
UID_H23_23_8_hem-3,1001.44
UID_H23_23_9_hem-3,475.221
UID_H23_24_1_hem-6,567.893
UID_H23_24_2_hem-6,536.557
UID_H23_24_3_hem-2,1044.71
UID_H23_24_4_hem-4,487.945
UID_H23_24_5_hem-3,474.354
UID_H23_24_6_hem-4,540.077
UID_H23_24_7_hem-9,974.822
UID_H23_24_8_hem-6,479.578
UID_H23_24_9_hem-10,572.38
UID_H23_25_1_hem-8,944.524
UID_H23_26_1_hem-5,859.237
UID_H23_26_2_hem-11,559.911
UID_H23_26_3_hem-4,493.108
UID_H23_27_1_hem-2,497.898
UID_H23_27_2_hem-8,521.629
UID_H23_27_3_hem-20,554.117
UID_H23_27_4_hem-3,513.486
UID_H23_27_5_hem-12,574.176
UID_H23_27_6_hem-5,504.903
UID_H23_28_1_hem-11,569.56
UID_H23_28_2_hem-3,561.451
UID_H23_29_1_hem-8,731.159
UID_H23_29_2_hem-13,981.493
UID_H23_3_1_hem-2,625.874
UID_H23_3_10_hem-7,649.612
UID_H23_3_11_hem-8,641.096
UID_H23_3_12_hem-29,941.455
UID_H23_3_13_hem-5,589.995
UID_H23_3_14_hem-11,636.458
UID_H23_3_15_hem-11,715.634
UID_H23_3_16_hem-6,560.799
UID_H23_3_17_hem-15,567.615
UID_H23_3_18_hem-19,578.14
UID_H23_3_19_hem-12,534.782
UID_H23_3_2_hem-3,791.247
UID_H23_3_3_hem-4,521.429
UID_H23_3_4_hem-3,505.394
UID_H23_3_5_hem-5,937.368
UID_H23_3_6_hem-17,713.469
UID_H23_3_7_hem-2,516.57
UID_H23_3_8_hem-3,542.473
UID_H23_3_9_hem,916.275
UID_H23_30_1_hem-2,482.119
UID_H23_30_2_hem-9,568.643
UID_H23_31_1_hem-6,1062.36
UID_H23_31_2_hem-10,617.524
UID_H23_31_3_hem-24,787.286
UID_H23_31_4_hem-13,521.128
UID_H23_32_1_hem-7,714.836
UID_H23_32_2_hem-4,579.885
UID_H23_33_1_hem-3,548.133
UID_H23_33_2_hem-6,566.786
UID_H23_33_3_hem-3,537.738
UID_H23_33_4_hem-6,497.383
UID_H23_34_1_hem-2,454.635
UID_H23_34_2_hem-16,569.247
UID_H23_34_3_hem-12,505.223
UID_H23_34_4_hem-40,738.041
UID_H23_34_5_hem-18,514.866
UID_H23_35_1_hem-4,742.406
UID_H23_35_2_hem-5,548.598
UID_H23_35_3_hem-13,598.889
UID_H23_36_1_hem-4,483.075
UID_H23_36_2_hem-2,471.694
UID_H23_4_1_hem,976.854
UID_H23_4_10_hem-6,614.106
UID_H23_4_11_hem-6,1100.41
UID_H23_4_12_hem-5,584.417
UID_H23_4_13_hem-12,636.88
UID_H23_4_14_hem-14,754.21
UID_H23_4_15_hem-4,561.299
UID_H23_4_16_hem-6,704.527
UID_H23_4_17_hem-4,913.006
UID_H23_4_2_hem-4,512.642
UID_H23_4_3_hem-4,572.247
UID_H23_4_4_hem-13,705.825
UID_H23_4_5_hem-3,523.836
UID_H23_4_6_hem-2,518.599
UID_H23_4_7_hem-2,533.071
UID_H23_4_8_hem-3,539.985
UID_H23_4_9_hem-2,913.089
UID_H23_5_1_hem-11,613.561
UID_H23_5_10_hem-2,464.013
UID_H23_5_11_hem-6,548.517
UID_H23_5_12_hem-4,510.528
UID_H23_5_13_hem-13,537.942
UID_H23_5_14_hem-9,557.266
UID_H23_5_15_hem-10,582.446
UID_H23_5_2_hem-5,600.964
UID_H23_5_3_hem-8,525.909
UID_H23_5_4_hem-2,506.441
UID_H23_5_5_hem-3,495.468
UID_H23_5_6_hem-4,528.807
UID_H23_5_7_hem-9,1046.33
UID_H23_5_8_hem-16,866.131
UID_H23_5_9_hem-7,567.447
UID_H23_6_1_hem-2,946.745
UID_H23_6_10_hem-3,550.331
UID_H23_6_11_hem-4,509.884
UID_H23_6_12_hem-11,543.744
UID_H23_6_13_hem-8,549.142
UID_H23_6_2_hem-10,1593.43
UID_H23_6_3_hem-4,827.698
UID_H23_6_4_hem-12,582.596
UID_H23_6_5_hem-2,480.687
UID_H23_6_6_hem,809.545
UID_H23_6_7_hem-9,596.655
UID_H23_6_8_hem-2,507.842
UID_H23_6_9_hem-4,528.099
UID_H23_7_1_hem-12,576.041
UID_H23_7_10_hem-6,504.09
UID_H23_7_2_hem-2,506.749
UID_H23_7_3_hem-5,511.027
UID_H23_7_4_hem-10,1528.98
UID_H23_7_5_hem-9,646.659
UID_H23_7_6_hem-7,494.782
UID_H23_7_7_hem-5,508.999
UID_H23_7_8_hem-8,556.595
UID_H23_7_9_hem-8,531.827
UID_H23_8_1_hem-5,566.78
UID_H23_8_2_hem-7,561.681
UID_H23_8_3_hem-5,1011.67
UID_H23_8_4_hem-3,485.899
UID_H23_8_5_hem-2,498.252
UID_H23_8_6_hem-3,499.481
UID_H23_8_7_hem-5,1231.5
UID_H23_8_8_hem-2,494.277
UID_H23_8_9_hem-9,828.498
UID_H23_9_1_hem-8,543.407
UID_H23_9_10_hem-9,1110.68
UID_H23_9_11_hem-9,559.11
UID_H23_9_12_hem-10,549.667
UID_H23_9_13_hem-9,622.898
UID_H23_9_14_hem-8,1318.47
UID_H23_9_15_hem-9,578.648
UID_H23_9_16_hem-13,548.834
UID_H23_9_17_hem-10,1155.34
UID_H23_9_18_hem-3,502.554
UID_H23_9_19_hem-9,1207.14
UID_H23_9_2_hem-2,490.879
UID_H23_9_3_hem-4,526.836
UID_H23_9_4_hem-5,535.813
UID_H23_9_5_hem-3,486.13
UID_H23_9_6_hem-3,513.415
UID_H23_9_7_hem-3,508.668
