Contour,Path Length
UID_H12_19_5_hem-8,499.355
UID_H12_19_6_hem-5,559.034
UID_H12_2_1_hem-3,536.014
UID_H12_2_2_hem-12,575.313
UID_H12_2_3_hem-11,591.53
UID_H12_2_4_hem-3,851.648
UID_H12_2_5_hem-10,618.093
UID_H12_2_6_hem-12,629.844
UID_H12_20_1_hem-10,566.359
UID_H12_20_2_hem-13,559.942
UID_H12_20_3_hem-10,506.71
UID_H12_20_4_hem-11,548.371
UID_H12_20_5_hem-4,498.546
UID_H12_21_1_hem-5,705.929
UID_H12_22_1_hem-9,947.711
UID_H12_22_2_hem-6,520.442
UID_H12_22_3_hem-9,519.197
UID_H12_22_4_hem-18,858.716
UID_H12_22_5_hem-9,1217.81
UID_H12_22_6_hem-8,577.325
UID_H12_22_7_hem-3,668.243
UID_H12_22_8_hem-10,551.277
UID_H12_23_1_hem-20,959.027
UID_H12_23_2_hem-18,771.144
UID_H12_23_3_hem-3,581.661
UID_H12_23_4_hem-17,547.767
UID_H12_24_1_hem-9,595.333
UID_H12_24_2_hem-9,567.825
UID_H12_24_3_hem-8,540.565
UID_H12_24_4_hem-10,551.889
UID_H12_24_5_hem-8,562.544
UID_H12_24_6_hem-10,568.695
UID_H12_24_7_hem-4,514.572
UID_H12_25_1_hem-8,540.505
UID_H12_25_10_hem-10,553.784
UID_H12_25_2_hem-15,591.983
UID_H12_25_3_hem-14,600.559
UID_H12_25_4_hem-7,502.353
UID_H12_25_5_hem-10,619.497
UID_H12_25_6_hem-15,565.546
UID_H12_25_7_hem-18,534.878
UID_H12_25_8_hem-8,505.774
UID_H12_25_9_hem-6,517.08
UID_H12_26_1_hem-11,598.288
UID_H12_26_2_hem-12,518.417
UID_H12_26_3_hem-11,656.432
UID_H12_26_4_hem-11,590.507
UID_H12_26_5_hem-7,537.973
UID_H12_26_6_hem-10,560.904
UID_H12_26_7_hem-7,497.722
UID_H12_26_8_hem-13,605.769
UID_H12_27_1_hem-11,536.669
UID_H12_27_2_hem-30,713.41
UID_H12_27_3_hem-16,590.255
UID_H12_28_1_hem-7,573.244
UID_H12_28_2_hem-4,1336.37
UID_H12_28_3_hem-5,1267.07
UID_H12_28_4_hem-8,618.163
UID_H12_29_1_hem-7,466.502
UID_H12_29_2_hem-8,534.918
UID_H12_29_3_hem-11,535.471
UID_H12_29_4_hem-13,651.001
UID_H12_3_1_hem-4,508.416
UID_H12_3_2_hem-8,574.778
UID_H12_3_3_hem-17,632.015
UID_H12_3_4_hem-10,591.588
UID_H12_3_5_hem-6,502.68
UID_H12_3_6_hem-11,1094.15
UID_H12_30_1_hem-11,1031.89
UID_H12_30_2_hem-6,646.921
UID_H12_30_3_hem-9,529.16
UID_H12_30_4_hem-6,503.551
UID_H12_30_5_hem-23,1098.95
UID_H12_30_6_hem-6,480.548
UID_H12_30_7_hem-7,775.267
UID_H12_31_1_hem-5,789.685
UID_H12_31_2_hem-18,929.614
UID_H12_31_3_hem-10,534.702
UID_H12_31_4_hem-14,590.356
UID_H12_31_5_hem-16,597.237
UID_H12_31_6_hem-17,619.053
UID_H12_31_7_hem-12,585.946
UID_H12_32_1_hem-4,490.411
UID_H12_32_2_hem-5,524.708
UID_H12_32_3_hem-14,750.706
UID_H12_32_4_hem-13,766.293
UID_H12_32_5_hem-3,582.885
UID_H12_32_6_hem-7,675.358
UID_H12_32_7_hem-4,561.143
UID_H12_33_1_hem-14,598.906
UID_H12_33_10_hem-16,550.635
UID_H12_33_11_hem-15,562.879
UID_H12_33_12_hem-8,564.182
UID_H12_33_13_hem-12,606.955
UID_H12_33_2_hem-14,605.103
UID_H12_33_3_hem-3,500.36
UID_H12_33_4_hem-2,505.465
UID_H12_33_5_hem-11,623.842
UID_H12_33_6_hem-7,589.019
UID_H12_33_7_hem-2,587.087
UID_H12_33_8_hem-15,564.589
UID_H12_33_9_hem-12,534.726
UID_H12_34_1_hem-5,502
UID_H12_34_2_hem-12,603.665
UID_H12_34_3_hem-23,1568.19
UID_H12_34_4_hem-5,466.224
UID_H12_34_5_hem-8,771.561
UID_H12_35_1_hem-8,521.545
UID_H12_35_2_hem-8,567.392
UID_H12_35_3_hem-8,517.69
UID_H12_35_4_hem-12,563.546
UID_H12_35_5_hem-10,523.192
UID_H12_4_1_hem-15,592.733
UID_H12_4_2_hem-5,546.819
UID_H12_4_3_hem-10,677.136
UID_H12_4_4_hem-21,758.688
UID_H12_4_5_hem-12,577.516
UID_H12_5_1_hem-13,913.958
UID_H12_5_2_hem-16,666.909
UID_H12_5_3_hem-26,714.536
UID_H12_5_4_hem-9,119.601
UID_H12_5_5_hem-9,720.595
UID_H12_6_1_hem-2,634.683
UID_H12_6_2_hem-21,739.816
UID_H12_6_3_hem-12,587.119
UID_H12_6_4_hem-5,534.977
UID_H12_7_1_hem-12,548.522
UID_H12_7_2_hem-7,598.243
UID_H12_7_3_hem-9,522.843
UID_H12_7_4_hem-8,519.988
UID_H12_7_5_hem-10,527.214
UID_H12_7_6_hem-10,583.527
UID_H12_8_1_hem-9,497.452
UID_H12_8_2_hem-23,755.825
UID_H12_8_3_hem-4,753.55
UID_H12_8_4_hem-14,610.538
UID_H12_9_1_hem-20,757.831
UID_H15_1_1_hem-9,591.882
UID_H15_1_2_hem-2,488.066
UID_H15_1_3_hem-14,627.914
UID_H15_1_4_hem-9,585.118
UID_H15_1_5_hem-22,711.176
UID_H15_10_1_hem-13,686.338
UID_H15_10_2_hem-5,567.804
UID_H15_10_3_hem-12,719.966
UID_H15_10_4_hem-3,485.675
UID_H15_10_5_hem-8,538.056
UID_H15_11_1_hem-4,520.584
UID_H15_11_2_hem-4,511.493
UID_H15_11_3_hem-21,631.41
UID_H15_11_4_hem-5,552.835
UID_H15_12_1_hem-4,755.022
UID_H15_12_2_hem-15,653.138
UID_H15_13_1_hem-19,721.852
UID_H15_13_2_hem-13,590.599
UID_H15_13_3_hem-9,591.3
UID_H15_14_1_hem-5,613.607
UID_H15_14_2_hem-6,543.101
UID_H15_14_3_hem-7,502.334
UID_H15_14_4_hem-9,527.707
UID_H15_14_5_hem-6,530.932
UID_H15_14_6_hem-3,523.323
UID_H15_14_7_hem-2,671.732
UID_H15_14_8_hem-3,506.121
UID_H15_15_1_hem-2,512.527
UID_H15_15_2_hem-10,611.534
UID_H15_15_3_hem-8,539.803
UID_H15_15_4_hem-5,544.298
UID_H15_15_5_hem-19,619.503
UID_H15_15_6_hem-3,480.971
UID_H15_15_7_hem-8,521.28
UID_H15_15_8_hem-3,525.595
UID_H15_15_9_hem-3,507.664
UID_H15_16_1_hem-11,563.23
UID_H15_16_2_hem-22,638.148
UID_H15_16_3_hem-4,494.683
UID_H15_16_4_hem-7,521.513
UID_H15_16_5_hem-7,526.938
UID_H15_16_6_hem-19,518.275
UID_H15_16_7_hem-4,505.009
UID_H15_16_8_hem-5,501.965
UID_H15_16_9_hem-8,496.454
UID_H15_17_1_hem-3,536.483
UID_H15_17_2_hem-4,518.704
UID_H15_17_3_hem-21,552.786
UID_H15_17_4_hem-12,642.778
UID_H15_17_5_hem-13,555.67
UID_H15_18_1_hem-11,685.792
UID_H15_18_2_hem-3,468.47
UID_H15_18_3_hem-9,567.789
UID_H15_18_4_hem-10,567.751
UID_H15_18_5_hem-3,872.143
UID_H15_18_6_hem-4,484.661
UID_H15_19_1_hem-2,1076.35
UID_H15_19_10_hem-6,945.677
UID_H15_19_2_hem-5,573.868
UID_H15_19_3_hem-3,475.872
UID_H15_19_4_hem-17,720.081
UID_H15_19_5_hem-6,497.608
UID_H15_19_6_hem-2,504.154
UID_H15_19_7_hem-5,887.217
UID_H15_19_8_hem-11,533.707
UID_H15_19_9_hem-12,732.175
UID_H15_2_1_hem-5,562.663
UID_H15_2_2_hem-20,695.595
UID_H15_2_3_hem-8,809.911
UID_H15_2_4_hem-9,671.138
UID_H15_2_5_hem-11,676.68
UID_H15_20_1_hem-2,540.259
UID_H15_20_2_hem-3,510.281
UID_H15_20_3_hem-2,485.698
UID_H15_20_4_hem-2,480.919
UID_H15_20_5_hem-10,526.992
UID_H15_20_6_hem-2,483.684
UID_H15_20_7_hem-7,692.048
UID_H15_21_1_hem-2,498.951
UID_H15_21_2_hem-4,521.322
UID_H15_21_3_hem-2,472.032
UID_H15_21_4_hem-4,549.233
UID_H15_21_5_hem-8,556.354
UID_H15_21_6_hem-3,517.117
UID_H15_21_7_hem-2,507.261
UID_H15_22_1_hem-31,791.508
UID_H15_22_2_hem-14,686.853
UID_H15_22_3_hem-4,495.757
UID_H15_22_4_hem-13,546.137
UID_H15_22_5_hem-6,483.354
UID_H15_22_6_hem-2,486.605
UID_H15_23_1_hem-8,538.962
UID_H15_23_10_hem-2,477.734
UID_H15_23_11_hem-5,528.059
UID_H15_23_12_hem-2,512.389
UID_H15_23_2_hem-5,512.988
UID_H15_23_3_hem-13,554.01
UID_H15_23_4_hem-3,499.798
UID_H15_23_5_hem-5,501.793
UID_H15_23_6_hem-12,556.722
UID_H15_23_7_hem-18,549.824
UID_H15_23_8_hem-7,488.091
UID_H15_23_9_hem-3,510.477
UID_H15_24_1_hem-7,535.087
UID_H15_24_10_hem-8,510.817
UID_H15_24_11_hem-14,510.497
UID_H15_24_12_hem-6,490.568
UID_H15_24_13_hem-3,525.191
UID_H15_24_14_hem-5,522.618
UID_H15_24_15_hem-4,503.329
UID_H15_24_16_hem-3,473.181
UID_H15_24_2_hem-8,556.311
UID_H15_24_3_hem-2,462.162
UID_H15_24_4_hem-4,544.605
UID_H15_24_5_hem-4,489.388
UID_H15_24_6_hem-2,475.761
UID_H15_24_7_hem-2,511.037
UID_H15_24_8_hem-5,509.264
UID_H15_24_9_hem-3,555.884
UID_H15_25_1_hem-3,607.747
UID_H15_25_10_hem-3,538.97
UID_H15_25_11_hem-3,563.444
UID_H15_25_12_hem-14,560.965
UID_H15_25_13_hem-2,527.747
UID_H15_25_14_hem-6,505.155
UID_H15_25_15_hem-2,492.136
UID_H15_25_2_hem-2,536.648
UID_H15_25_3_hem-9,538.689
UID_H15_25_4_hem-14,555.726
UID_H15_25_5_hem-5,548.294
UID_H15_25_6_hem-16,638.293
UID_H15_25_7_hem-6,500.498
UID_H15_25_8_hem-5,626.108
UID_H15_25_9_hem-3,921.135
UID_H15_3_1_hem-14,588.189
UID_H15_3_2_hem-10,639.793
UID_H15_3_3_hem-17,513.891
UID_H15_4_1_hem-25,852.395
UID_H15_4_2_hem-16,674.722
UID_H15_4_3_hem-12,514.457
UID_H15_5_1_hem-13,565.622
UID_H15_5_2_hem-15,589.023
UID_H15_5_3_hem-6,540.551
UID_H15_5_4_hem-14,529.5
UID_H15_5_5_hem-8,549.455
UID_H15_5_6_hem-16,1441.23
UID_H15_5_7_hem-11,531.464
UID_H15_6_1_hem-6,551.287
UID_H15_6_2_hem-6,566.699
UID_H15_6_3_hem-6,577.767
UID_H15_7_1_hem-15,612.828
UID_H15_7_2_hem-15,828.18
UID_H15_8_1_hem-10,504.4
UID_H15_8_2_hem-7,640.396
UID_H15_8_4_hem-8,551.164
UID_H15_8_5_hem-6,496.183
UID_H15_9_1_hem-7,553.583
UID_H15_9_2_hem-4,519.999
UID_H15_9_3_hem-2,473.21
UID_H15_9_4_hem-6,516.487
UID_H16_1_1_hem-12,740.89
UID_H16_1_2_hem-4,483.403
UID_H16_1_3_hem-2,466.98
UID_H16_10_1_hem-22,670.109
UID_H16_11_1_hem-2,460.452
UID_H16_11_2_hem-2,515.457
UID_H16_12_1_hem-2,523.087
UID_H16_12_2_hem-3,607.139
UID_H16_12_3_hem-8,617.645
UID_H16_12_4_hem-14,574.234
UID_H16_12_5_hem-13,771.029
UID_H16_12_6_hem-5,464.684
UID_H16_13_1_hem-19,586.185
UID_H16_14_1_hem-8,474.282
UID_H16_17_1_hem-4,494.643
UID_H16_17_2_hem-11,639.688
UID_H16_17_3_hem-4,528.554
UID_H16_18_1_hem-13,593.071
UID_H16_18_2_hem-2,494.6
UID_H16_18_3_hem-3,626.465
UID_H16_19_1_hem-8,507.341
UID_H16_19_2_hem-2,475.658
UID_H16_19_3_hem-2,564.467
UID_H16_2_1_hem-2,620.915
UID_H16_2_2_hem-2,450.458
UID_H16_20_1_hem-5,495.302
UID_H16_20_2_hem-21,756.618
UID_H16_20_3_hem-4,544.995
UID_H16_21_1_hem-10,1205.2
UID_H16_21_2_hem-3,611.446
UID_H16_21_3_hem-2,656.937
UID_H16_21_4_hem-14,811.606
UID_H16_22_1_hem-11,603.005
UID_H16_23_1_hem-8,483.569
UID_H16_23_2_hem-8,498.298
UID_H16_24_1_hem-10,482.942
UID_H16_25_1_hem-10,518.241
UID_H16_25_2_hem-20,725.801
UID_H16_25_3_hem-11,583.135
UID_H16_26_1_hem-10,556.6
UID_H16_26_2_hem-13,569.919
UID_H16_28_1_hem-8,485.149
UID_H16_29_1_hem-17,568.537
UID_H16_29_2_hem-26,652.111
UID_H16_29_3_hem-6,503.175
UID_H16_3_1_hem,1237.53
UID_H16_30_1_hem-10,567.427
UID_H16_30_2_hem-21,657.072
UID_H16_30_3_hem-6,510.387
UID_H16_31_1_hem-3,468.831
UID_H16_31_2_hem-6,489.488
UID_H16_31_3_hem-10,570.941
UID_H16_31_4_hem-38,803.561
UID_H16_32_1_hem-3,464.905
UID_H16_32_2_hem-9,511.365
UID_H16_4_1_hem-2,452.953
UID_H16_4_2_hem-2,675.119
UID_H16_4_3_hem-4,659.88
UID_H16_5_1_hem-2,521.328
UID_H16_5_2_hem-2,464.93
UID_H16_5_3_hem-7,499.24
UID_H16_5_4_hem-2,519.43
UID_H16_6_1_hem-11,516.102
UID_H16_7_1_hem-2,499.405
UID_H16_8_1_hem-8,531.509
UID_H16_8_2_hem-5,517.692
UID_H16_9_1_hem-4,519.231
UID_H16_9_2_hem-3,586.484
UID_H16_9_3_hem-5,501.269
UID_H17_1_1_hem-10,1321.76
UID_H17_1_2_hem-6,601.072
UID_H17_1_3_hem-8,583.826
UID_H17_1_4_hem-6,567.697
UID_H17_10_1_hem-2,504.79
UID_H17_11_1_hem,513.666
UID_H17_11_2_hem-12,730.896
UID_H17_11_3_hem-13,721.795
UID_H17_11_4_hem-9,620.26
UID_H17_12_1_hem-3,502.699
UID_H17_12_2_hem-3,532.643
UID_H17_12_3_hem-4,480.719
UID_H17_12_4_hem-9,501.312
UID_H17_12_5_hem-4,479.513
UID_H17_13_1_hem-9,586.491
UID_H17_13_2_hem-10,591.603
UID_H17_14_1_hem-9,943.922
UID_H17_14_2_hem-13,493.726
UID_H17_14_3_hem-6,520.255
UID_H17_14_4_hem-9,555.088
UID_H17_14_5_hem-7,496.838
UID_H17_14_6_hem-8,535.176
UID_H17_14_7_hem-6,533.228
UID_H17_15_1_hem-5,520.795
UID_H17_15_2_hem-9,509.706
UID_H17_15_3_hem-3,490.262
UID_H17_15_4_hem-6,609.331
UID_H17_15_5_hem-7,502.175
UID_H17_16_1_hem-5,1333.18
UID_H17_16_2_hem-13,543.282
UID_H17_17_1_hem-4,562.714
UID_H17_17_2_hem-2,482.055
UID_H17_17_3_hem-2,477.517
UID_H17_17_4_hem-9,534.257
UID_H17_17_5_hem-8,536.747
UID_H17_18_1_hem-4,582.527
UID_H17_18_2_hem-3,583.303
UID_H17_18_3_hem-5,616.665
UID_H17_18_4_hem-2,1186.17
UID_H17_18_5_hem-3,489.871
UID_H17_18_6_hem-8,591.56
UID_H17_19_1_hem-8,683.81
UID_H17_19_2_hem-12,592.266
UID_H17_19_3_hem-13,613.351
UID_H17_19_4_hem-5,1142.95
UID_H17_19_5_hem-10,585.337
UID_H17_2_1_hem-2,576.144
UID_H17_2_2_hem-2,623.44
UID_H17_20_1_hem-3,578.067
UID_H17_20_2_hem-8,513.502
UID_H17_20_3_hem-12,585.56
UID_H17_20_4_hem-11,532.147
UID_H17_20_5_hem-4,504.251
UID_H17_20_6_hem-7,546.042
UID_H17_20_7_hem-17,637.956
UID_H17_20_8_hem-12,588.987
UID_H17_21_1_hem-10,572.443
UID_H17_21_2_hem-11,531.85
UID_H17_21_3_hem-8,541.801
UID_H17_22_1_hem-16,671.44
UID_H17_22_2_hem-8,610.088
UID_H17_22_3_hem-4,512.246
UID_H17_22_4_hem-10,520.256
UID_H17_22_5_hem-12,653.472
UID_H17_22_6_hem-15,557.909
UID_H17_23_1_hem-15,576.304
UID_H17_23_2_hem-9,518.545
UID_H17_23_3_hem-5,630.434
UID_H17_24_1_hem-16,549.072
UID_H17_24_2_hem-12,1165.16
UID_H17_25_1_hem-18,1313.11
UID_H17_25_2_hem-3,521.854
UID_H17_25_3_hem-4,552.303
UID_H17_26_1_hem-2,504.729
UID_H17_26_2_hem-17,634.653
UID_H17_27_1_hem-18,730.169
UID_H17_27_2_hem-12,575.918
UID_H17_27_3_hem-9,615.284
UID_H17_28_1_hem-22,711.858
UID_H17_29_1_hem-3,496.281
UID_H17_29_2_hem-9,559.315
UID_H17_29_3_hem-11,602.914
UID_H17_29_4_hem-9,543.168
UID_H17_29_5_hem-4,655.896
UID_H17_3_1_hem-8,567.997
UID_H17_3_2_hem-9,538.428
UID_H17_31_1_hem-16,630.511
UID_H17_31_2_hem-10,602.103
UID_H17_31_3_hem-10,569.832
UID_H17_31_4_hem-17,569.664
UID_H17_32_1_hem-23,709.587
UID_H17_33_1_hem-19,798.817
UID_H17_34_1_hem-4,1336.82
UID_H17_35_1_hem-4,552.803
UID_H17_35_2_hem-8,606.34
UID_H17_35_3_hem-5,512.336
UID_H17_36_1_hem-8,629.594
UID_H17_36_2_hem-6,575.601
UID_H17_36_3_hem-5,549.713
UID_H17_37_1_hem-7,571.737
UID_H17_37_2_hem-10,587.011
UID_H17_37_3_hem-8,599.2
UID_H17_37_4_hem-11,636.536
UID_H17_37_5_hem-8,604.439
UID_H17_37_6_hem-7,593.804
UID_H17_37_7_hem-7,1100.6
UID_H17_37_8_hem-7,1971.03
UID_H17_38_1_hem-7,602.658
UID_H17_38_2_hem-6,534.155
UID_H17_4_1_hem-22,827.53
UID_H17_4_2_hem-16,683.833
UID_H17_5_1_hem-15,699.758
UID_H17_6_1_hem-15,700.262
UID_H17_7_1_hem-8,771.149
UID_H17_8_1_hem-7,529.432
UID_H17_8_2_hem-13,551.306
UID_H17_9_1_hem-5,534.586
UID_H17_9_2_hem-8,553.721
UID_H17_9_3_hem-5,503.97
UID_H19_1_1_hem-2,516.361
UID_H19_1_2_hem-2,507.443
UID_H19_1_3_hem,826.271
UID_H19_1_4_hem-4,526.948
UID_H19_1_5_hem-2,479.201
UID_H19_1_6_hem-7,553.314
UID_H19_1_7_hem-4,518.962
UID_H19_1_8_hem-8,555.449
UID_H19_1_9_hem-24,603.765
UID_H19_10_1_hem-6,589.885
UID_H19_10_2_hem-2,526.364
UID_H19_11_1_hem-2,525.123
UID_H19_11_2_hem-2,502.188
UID_H19_12_1_hem-2,508.118
UID_H19_12_2_hem-12,723.92
UID_H19_12_3_hem-8,632.662
UID_H19_12_4_hem-3,510.489
UID_H19_12_5_hem-4,564.72
UID_H19_13_1_hem-4,565.878
UID_H19_14_1_hem-2,636.457
UID_H19_14_2_hem-3,521.089
UID_H19_14_3_hem-6,531.879
UID_H19_15_1_hem-2,523.337
UID_H19_16_1_hem-3,542.8
UID_H19_16_2_hem-4,500.726
UID_H19_17_1_hem-3,543.514
UID_H19_17_2_hem-10,597.041
UID_H19_18_1_hem-3,521.205
UID_H19_18_2_hem-3,529.48
UID_H19_18_3_hem-4,492.15
UID_H19_18_4_hem-8,643.738
UID_H19_18_5_hem-2,500.121
UID_H19_19_1_hem-2,583.812
UID_H19_19_2_hem-2,464.961
UID_H19_19_3_hem-7,708.517
UID_H19_2_1_hem-2,533.616
UID_H19_2_2_hem-5,539.478
UID_H19_2_3_hem-7,759.167
UID_H19_20_1_hem-2,603.974
UID_H19_20_2_hem-10,622.44
UID_H19_20_3_hem-2,431.223
UID_H19_21_1_hem-34,803.558
UID_H19_21_2_hem-5,761.25
UID_H19_22_1_hem-2,497.681
UID_H19_22_2_hem-6,552.558
UID_H19_22_3_hem-2,504.824
UID_H19_23_1_hem-5,524.355
UID_H19_24_1_hem-7,615.141
UID_H19_25_1_hem-3,556.499
UID_H19_25_2_hem-2,466.954
UID_H19_26_1_hem-2,475.657
UID_H19_27_1_hem-2,901.14
UID_H19_27_2_hem-4,718.499
UID_H19_28_1_hem-12,646.574
UID_H19_28_2_hem-3,621.181
UID_H19_28_3_hem-13,661.736
UID_H19_3_1_hem-2,488.482
UID_H19_3_2_hem-3,532.903
UID_H19_3_3_hem-8,696.073
UID_H19_30_1_hem-2,484.405
UID_H19_30_2_hem-2,460.818
UID_H19_30_3_hem-5,470.049
UID_H19_31_1_hem-2,586.491
UID_H19_31_2_hem-2,441.687
UID_H19_31_3_hem-2,505.395
UID_H19_31_4_hem-2,506.366
UID_H19_31_5_hem-4,1345.83
UID_H19_32_1_hem-5,629.432
UID_H19_32_2_hem-2,520.102
UID_H19_33_1_hem-3,513.825
UID_H19_33_2_hem-2,448.652
UID_H19_33_3_hem-7,496.982
UID_H19_33_4_hem-3,798.179
UID_H19_34_1_hem-2,464.135
UID_H19_34_2_hem-3,470.051
UID_H19_34_3_hem-2,451.835
UID_H19_35_1_hem-2,517.02
UID_H19_35_2_hem-3,501.895
UID_H19_35_3_hem-2,478.171
UID_H19_35_4_hem-22,754.602
UID_H19_35_5_hem-6,666.32
UID_H19_35_6_hem-2,558.271
UID_H19_36_1_hem-2,484.905
UID_H19_36_2_hem-2,464.776
UID_H19_36_3_hem-2,511.184
UID_H19_36_4_hem-5,512.601
UID_H19_36_5_hem-4,506.026
UID_H19_37_1_hem-8,690.537
UID_H19_37_2_hem-2,486.361
UID_H19_37_3_hem-5,503.638
UID_H19_37_4_hem-3,479.382
UID_H19_4_1_hem-2,1022.02
UID_H19_4_2_hem-2,530.062
UID_H19_4_3_hem-2,558.795
UID_H19_5_1_hem-2,538.546
UID_H19_5_2_hem-3,526.453
UID_H19_5_3_hem-2,515.496
UID_H19_5_4_hem-3,491.959
UID_H19_6_1_hem-16,603.458
UID_H19_6_2_hem-15,540.585
UID_H19_7_1_hem-4,561.709
UID_H19_7_2_hem-2,490.89
UID_H19_7_3_hem-3,507.907
UID_H19_7_4_hem-2,504.278
UID_H19_8_1_hem-3,500.081
UID_H19_8_2_hem-2,495.827
UID_H19_8_3_hem-22,731.069
UID_H19_9_1_hem-6,563.275
UID_H24_1_1_hem-9,1048.38
UID_H24_1_10_hem-10,661.585
UID_H24_1_11_hem-4,785.703
UID_H24_1_12_hem-14,757.767
UID_H24_1_13_hem,933.819
UID_H24_1_14_hem-9,629.656
UID_H24_1_16_hem-6,577.833
UID_H24_1_17_hem-3,873.827
UID_H24_1_2_hem-3,509.812
UID_H24_1_3_hem-7,525.121
UID_H24_1_4_hem-13,625.789
UID_H24_1_5_hem-4,673.156
UID_H24_1_6_hem-7,548.583
UID_H24_1_7_hem-13,611.546
UID_H24_1_8_hem-14,964.354
UID_H24_1_9_hem-6,665.302
UID_H24_10_1_hem-3,1543
UID_H24_10_10_hem-8,492.98
UID_H24_10_11_hem-3,512.699
UID_H24_10_12_hem-17,615.56
UID_H24_10_2_hem-3,521.436
UID_H24_10_3_hem-13,1004.02
UID_H24_10_4_hem-7,635.268
UID_H24_10_5_hem-6,566.975
UID_H24_10_6_hem-5,517.048
UID_H24_10_7_hem-17,543.398
UID_H24_10_8_hem-15,618.548
UID_H24_10_9_hem-3,594.282
UID_H24_11_1_hem-3,522.307
UID_H24_11_2_hem-9,557.433
UID_H24_11_3_hem-3,528.916
UID_H24_11_4_hem-8,616.596
UID_H24_11_5_hem-14,651.777
UID_H24_11_6_hem-6,562.332
UID_H24_11_7_hem-9,949.764
UID_H24_11_8_hem-7,529.605
UID_H24_12_1_hem-8,1129.06
UID_H24_12_2_hem-7,567.649
UID_H24_12_3_hem-8,874.688
UID_H24_12_4_hem-6,517.173
UID_H24_12_5_hem-6,1207.76
UID_H24_12_7_hem-3,519.26
UID_H24_12_8_hem-10,555.49
UID_H24_12_9_hem-4,533.13
UID_H24_13_1_hem-5,550.376
UID_H24_13_10_hem-10,613.269
