Contour,Normalized Curvature
UID_H12_24_4_hem-10,30.0817
UID_H12_24_5_hem-8,30.7699
UID_H12_24_6_hem-10,28.7167
UID_H12_24_7_hem-4,25.2925
UID_H12_25_1_hem-8,26.9363
UID_H12_25_10_hem-10,26.6512
UID_H12_25_2_hem-15,25.7834
UID_H12_25_3_hem-14,32.3127
UID_H12_25_4_hem-7,27.4253
UID_H12_25_5_hem-10,26.8384
UID_H12_25_6_hem-15,30.2486
UID_H12_25_7_hem-18,28.1783
UID_H12_25_8_hem-8,32.3141
UID_H12_25_9_hem-6,29.7655
UID_H12_26_1_hem-11,31.4469
UID_H12_26_2_hem-12,24.9704
UID_H12_26_3_hem-11,23.7143
UID_H12_26_4_hem-11,35.7172
UID_H12_26_5_hem-7,32.4007
UID_H12_26_6_hem-10,33.4271
UID_H12_26_7_hem-7,30.1437
UID_H12_26_8_hem-13,26.1995
UID_H12_27_1_hem-11,25.7956
UID_H12_27_2_hem-30,25.4394
UID_H12_27_3_hem-16,26.9952
UID_H12_28_1_hem-7,28.4467
UID_H12_28_2_hem-4,179.08
UID_H12_28_3_hem-5,188.968
UID_H12_28_4_hem-8,25.87
UID_H12_29_1_hem-7,30.4802
UID_H12_29_2_hem-8,30.3029
UID_H12_29_3_hem-11,30.0215
UID_H12_29_4_hem-13,24.3431
UID_H12_3_1_hem-4,41.2271
UID_H12_3_2_hem-8,34.833
UID_H12_3_3_hem-17,25.0956
UID_H12_3_4_hem-10,34.2842
UID_H12_3_5_hem-6,25.9122
UID_H12_3_6_hem-11,133.821
UID_H12_30_1_hem-11,57.5077
UID_H12_30_2_hem-6,29.0881
UID_H12_30_3_hem-9,25.4764
UID_H12_30_4_hem-6,24.1697
UID_H12_30_5_hem-23,143.614
UID_H12_30_6_hem-6,28.628
UID_H12_30_7_hem-7,51.3934
UID_H12_31_1_hem-5,50.5368
UID_H12_31_2_hem-18,64.335
UID_H12_31_3_hem-10,28.1703
UID_H12_31_4_hem-14,28.4737
UID_H12_31_5_hem-16,29.2016
UID_H12_31_6_hem-17,27.3883
UID_H12_31_7_hem-12,32.681
UID_H12_32_1_hem-4,34.2272
UID_H12_32_2_hem-5,26.1708
UID_H12_32_3_hem-14,191.537
UID_H12_32_4_hem-13,23.3993
UID_H12_32_5_hem-3,27.3481
UID_H12_32_6_hem-7,38.1472
UID_H12_32_7_hem-4,27.274
UID_H12_33_1_hem-14,27.6105
UID_H12_33_10_hem-16,23.0047
UID_H12_33_11_hem-15,31.5216
UID_H12_33_12_hem-8,26.0408
UID_H12_33_13_hem-12,27.1649
UID_H12_33_2_hem-14,34.4937
UID_H12_33_3_hem-3,27.3692
UID_H12_33_4_hem-2,27.2975
UID_H12_33_5_hem-11,22.0789
UID_H12_33_6_hem-7,29.23
UID_H12_33_7_hem-2,54.8997
UID_H12_33_8_hem-15,32.1588
UID_H12_33_9_hem-12,31.1614
UID_H12_34_1_hem-5,24.0264
UID_H12_34_2_hem-12,31.6997
UID_H12_34_3_hem-23,274.18
UID_H12_34_4_hem-5,26.3716
UID_H12_34_5_hem-8,64.6753
UID_H12_35_1_hem-8,25.7886
UID_H12_35_2_hem-8,25.3677
UID_H12_35_3_hem-8,30.8493
UID_H12_35_4_hem-12,30.2191
UID_H12_35_5_hem-10,23.8721
UID_H12_4_1_hem-15,34.6703
UID_H12_4_2_hem-5,31.0193
UID_H12_4_3_hem-10,17.9286
UID_H12_4_4_hem-21,23.4984
UID_H12_4_5_hem-12,27.9319
UID_H12_5_1_hem-13,221.309
UID_H12_5_2_hem-16,34.7979
UID_H12_5_3_hem-26,24.4211
UID_H12_5_4_hem-9,62.2628
UID_H12_5_5_hem-9,57.3959
UID_H12_6_1_hem-2,42.922
UID_H12_6_2_hem-21,28.4508
UID_H12_6_3_hem-12,29.7844
UID_H12_6_4_hem-5,20.1977
UID_H12_7_1_hem-12,26.1752
UID_H12_7_2_hem-7,40.4271
UID_H12_7_3_hem-9,24.8551
UID_H12_7_4_hem-8,26.5514
UID_H12_7_5_hem-10,31.8852
UID_H12_7_6_hem-10,35.1879
UID_H12_8_1_hem-9,32.7125
UID_H12_8_2_hem-23,44.7989
UID_H12_8_3_hem-4,43.7404
UID_H12_8_4_hem-14,27.9521
UID_H12_9_1_hem-20,43.5401
UID_H15_1_1_hem-9,26.4724
UID_H15_1_2_hem-2,28.7134
UID_H15_1_3_hem-14,23.9799
UID_H15_1_4_hem-9,27.734
UID_H15_1_5_hem-22,23.3942
UID_H15_10_1_hem-13,24.8844
UID_H15_10_2_hem-5,25.6923
UID_H15_10_3_hem-12,35.89
UID_H15_10_4_hem-3,27.3977
UID_H15_10_5_hem-8,33.1317
UID_H15_11_1_hem-4,26.0448
UID_H15_11_2_hem-4,27.9861
UID_H15_11_3_hem-21,31.8132
UID_H15_11_4_hem-5,28.2402
UID_H15_12_1_hem-4,41.0688
UID_H15_12_2_hem-15,33.9331
UID_H15_13_1_hem-19,33.1328
UID_H15_13_2_hem-13,46.0106
UID_H15_13_3_hem-9,45.9694
UID_H15_14_1_hem-5,27.9986
UID_H15_14_2_hem-6,28.1877
UID_H15_14_3_hem-7,34.1868
UID_H15_14_4_hem-9,26.6024
UID_H15_14_5_hem-6,29.5092
UID_H15_14_6_hem-3,31.4697
UID_H15_14_7_hem-2,62.2092
UID_H15_14_8_hem-3,26.5472
UID_H15_15_1_hem-2,42.1164
UID_H15_15_2_hem-10,27.8103
UID_H15_15_3_hem-8,34.3295
UID_H15_15_4_hem-5,25.4336
UID_H15_15_5_hem-19,27.2845
UID_H15_15_6_hem-3,29.1416
UID_H15_15_7_hem-8,23.4168
UID_H15_15_8_hem-3,26.6736
UID_H15_15_9_hem-3,24.0726
UID_H15_16_1_hem-11,27.3659
UID_H15_16_2_hem-22,35.9352
UID_H15_16_3_hem-4,22.5007
UID_H15_16_4_hem-7,30.5583
UID_H15_16_5_hem-7,28.724
UID_H15_16_6_hem-19,26.6101
UID_H15_16_7_hem-4,25.9289
UID_H15_16_8_hem-5,30.8135
UID_H15_16_9_hem-8,28.9495
UID_H15_17_1_hem-3,25.131
UID_H15_17_2_hem-4,30.3077
UID_H15_17_3_hem-21,29.9061
UID_H15_17_4_hem-12,21.8198
UID_H15_17_5_hem-13,28.6921
UID_H15_18_1_hem-11,23.8255
UID_H15_18_2_hem-3,21.7028
UID_H15_18_3_hem-9,30.3192
UID_H15_18_4_hem-10,27.2274
UID_H15_18_5_hem-3,349.296
UID_H15_18_6_hem-4,21.5556
UID_H15_19_1_hem-2,119.151
UID_H15_19_10_hem-6,94.0506
UID_H15_19_2_hem-5,28.7237
UID_H15_19_3_hem-3,27.8537
UID_H15_19_4_hem-17,30.4841
UID_H15_19_5_hem-6,29.675
UID_H15_19_6_hem-2,24.7419
UID_H15_19_7_hem-5,57.009
UID_H15_19_8_hem-11,29.2904
UID_H15_19_9_hem-12,62.5733
UID_H15_2_1_hem-5,27.0109
UID_H15_2_2_hem-20,35.4732
UID_H15_2_3_hem-8,77.3587
UID_H15_2_4_hem-9,22.0636
UID_H15_2_5_hem-11,22.6227
UID_H15_20_1_hem-2,24.6767
UID_H15_20_2_hem-3,25.1625
UID_H15_20_3_hem-2,31.0229
UID_H15_20_4_hem-2,28.9803
UID_H15_20_5_hem-10,25.0774
UID_H15_20_6_hem-2,29.7668
UID_H15_20_7_hem-7,17.0329
UID_H15_21_1_hem-2,26.8974
UID_H15_21_2_hem-4,21.4376
UID_H15_21_3_hem-2,23.4757
UID_H15_21_4_hem-4,40.3318
UID_H15_21_5_hem-8,24.8248
UID_H15_21_6_hem-3,28.4141
UID_H15_21_7_hem-2,31.885
UID_H15_22_1_hem-31,34.8154
UID_H15_22_2_hem-14,50.2046
UID_H15_22_3_hem-4,29.1414
UID_H15_22_4_hem-13,24.6755
UID_H15_22_5_hem-6,30.6004
UID_H15_22_6_hem-2,26.8393
UID_H15_23_1_hem-8,34.0717
UID_H15_23_10_hem-2,27.5877
UID_H15_23_11_hem-5,33.6571
UID_H15_23_12_hem-2,32.1111
UID_H15_23_2_hem-5,27.0445
UID_H15_23_3_hem-13,29.5467
UID_H15_23_4_hem-3,29.9834
UID_H15_23_5_hem-5,29.3367
UID_H15_23_6_hem-12,25.0849
UID_H15_23_7_hem-18,25.1571
UID_H15_23_8_hem-7,21.1297
UID_H15_23_9_hem-3,23.3031
UID_H15_24_1_hem-7,25.7312
UID_H15_24_10_hem-8,27.5189
UID_H15_24_11_hem-14,24.3402
UID_H15_24_12_hem-6,25.1883
UID_H15_24_13_hem-3,32.7544
UID_H15_24_14_hem-5,26.8332
UID_H15_24_15_hem-4,28.2876
UID_H15_24_16_hem-3,31.8265
UID_H15_24_2_hem-8,25.1783
UID_H15_24_3_hem-2,30.9335
UID_H15_24_4_hem-4,27.1697
UID_H15_24_5_hem-4,28.9695
UID_H15_24_6_hem-2,33.1089
UID_H15_24_7_hem-2,30.505
UID_H15_24_8_hem-5,29.3708
UID_H15_24_9_hem-3,35.0117
UID_H15_25_1_hem-3,41.9359
UID_H15_25_10_hem-3,26.1925
UID_H15_25_11_hem-3,26.9074
UID_H15_25_12_hem-14,33.7708
UID_H15_25_13_hem-2,31.7649
UID_H15_25_14_hem-6,25.8163
UID_H15_25_15_hem-2,32.6758
UID_H15_25_2_hem-2,24.3288
UID_H15_25_3_hem-9,24.2227
UID_H15_25_4_hem-14,26.0601
UID_H15_25_5_hem-5,31.3724
UID_H15_25_6_hem-16,28.4989
UID_H15_25_7_hem-6,30.6544
UID_H15_25_8_hem-5,63.8436
UID_H15_25_9_hem-3,63.0559
UID_H15_3_1_hem-14,28.4777
UID_H15_3_2_hem-10,24.1962
UID_H15_3_3_hem-17,24.9227
UID_H15_4_1_hem-25,34.3291
UID_H15_4_2_hem-16,41.4144
UID_H15_4_3_hem-12,24.5102
UID_H15_5_1_hem-13,26.563
UID_H15_5_2_hem-15,25.0767
UID_H15_5_3_hem-6,31.4265
UID_H15_5_4_hem-14,25.8634
UID_H15_5_5_hem-8,34.5317
UID_H15_5_6_hem-16,240.748
UID_H15_5_7_hem-11,30.8303
UID_H15_6_1_hem-6,28.4961
UID_H15_6_2_hem-6,22.9731
UID_H15_6_3_hem-6,32.3364
UID_H15_7_1_hem-15,27.1426
UID_H15_7_2_hem-15,44.9018
UID_H15_8_1_hem-10,29.3755
UID_H15_8_2_hem-7,57.7272
UID_H15_8_4_hem-8,49.5713
UID_H15_8_5_hem-6,32.3943
UID_H15_9_1_hem-7,22.4057
UID_H15_9_2_hem-4,27.335
UID_H15_9_3_hem-2,31.6955
UID_H15_9_4_hem-6,27.2418
UID_H16_1_1_hem-12,36.725
UID_H16_1_2_hem-4,29.096
UID_H16_1_3_hem-2,28.7263
UID_H16_10_1_hem-22,32.4239
UID_H16_11_1_hem-2,27.7675
UID_H16_11_2_hem-2,33.0441
UID_H16_12_1_hem-2,42.898
UID_H16_12_2_hem-3,33.3409
UID_H16_12_3_hem-8,49.1747
UID_H16_12_4_hem-14,39.7357
UID_H16_12_5_hem-13,56.1649
UID_H16_12_6_hem-5,33.3457
UID_H16_13_1_hem-19,33.5734
UID_H16_14_1_hem-8,28.8785
UID_H16_17_1_hem-4,33.2431
UID_H16_17_2_hem-11,39.9251
UID_H16_17_3_hem-4,40.5253
UID_H16_18_1_hem-13,30.0095
UID_H16_18_2_hem-2,32.8629
UID_H16_18_3_hem-3,29.2616
UID_H16_19_1_hem-8,33.5683
UID_H16_19_2_hem-2,31.8958
UID_H16_19_3_hem-2,36.3117
UID_H16_2_1_hem-2,40.6772
UID_H16_2_2_hem-2,30.2842
UID_H16_20_1_hem-5,25
UID_H16_20_2_hem-21,52.9197
UID_H16_20_3_hem-4,29.0041
UID_H16_21_1_hem-10,153.015
UID_H16_21_2_hem-3,25.2757
UID_H16_21_3_hem-2,32.7664
UID_H16_21_4_hem-14,50.3902
UID_H16_22_1_hem-11,40.2039
UID_H16_23_1_hem-8,27.9145
UID_H16_23_2_hem-8,23.7186
UID_H16_24_1_hem-10,25.7586
UID_H16_25_1_hem-10,37.2352
UID_H16_25_2_hem-20,60.0917
UID_H16_25_3_hem-11,30.9709
UID_H16_26_1_hem-10,35.5411
UID_H16_26_2_hem-13,30.5043
UID_H16_28_1_hem-8,28.6523
UID_H16_29_1_hem-17,30.8215
UID_H16_29_2_hem-26,32.8493
UID_H16_29_3_hem-6,30.7592
UID_H16_3_1_hem,74.36
UID_H16_30_1_hem-10,29.9287
UID_H16_30_2_hem-21,36.2969
UID_H16_30_3_hem-6,31.5198
UID_H16_31_1_hem-3,27.591
UID_H16_31_2_hem-6,30.1396
UID_H16_31_3_hem-10,36.7605
UID_H16_31_4_hem-38,61.1843
UID_H16_32_1_hem-3,31.8195
UID_H16_32_2_hem-9,35.2676
UID_H16_4_1_hem-2,34.1856
UID_H16_4_2_hem-2,29.975
UID_H16_4_3_hem-4,47.415
UID_H16_5_1_hem-2,30.016
UID_H16_5_2_hem-2,27.1916
UID_H16_5_3_hem-7,29.0563
UID_H16_5_4_hem-2,37.8368
UID_H16_6_1_hem-11,30.3156
UID_H16_7_1_hem-2,26.5859
UID_H16_8_1_hem-8,34.7109
UID_H16_8_2_hem-5,33.666
UID_H16_9_1_hem-4,27.3867
UID_H16_9_2_hem-3,46.1959
UID_H16_9_3_hem-5,28.8979
UID_H17_1_1_hem-10,89.6462
UID_H17_1_2_hem-6,26.6711
UID_H17_1_3_hem-8,30.0244
UID_H17_1_4_hem-6,34.8654
UID_H17_10_1_hem-2,36.8231
UID_H17_11_1_hem,38.8052
UID_H17_11_2_hem-12,45.7644
UID_H17_11_3_hem-13,44.3881
UID_H17_11_4_hem-9,28.9339
UID_H17_12_1_hem-3,27.8651
UID_H17_12_2_hem-3,28.975
UID_H17_12_3_hem-4,25.2699
UID_H17_12_4_hem-9,20.6803
UID_H17_12_5_hem-4,34.2171
UID_H17_13_1_hem-9,30.6911
UID_H17_13_2_hem-10,25.1674
UID_H17_14_1_hem-9,72.9035
UID_H17_14_2_hem-13,30.3534
UID_H17_14_3_hem-6,36.9035
UID_H17_14_4_hem-9,38.9117
UID_H17_14_5_hem-7,26.9083
UID_H17_14_6_hem-8,35.6501
UID_H17_14_7_hem-6,27.3175
UID_H17_15_1_hem-5,34.9585
UID_H17_15_2_hem-9,25.1496
UID_H17_15_3_hem-3,24.4272
UID_H17_15_4_hem-6,33.7856
UID_H17_15_5_hem-7,27.7787
UID_H17_16_1_hem-5,114.673
UID_H17_16_2_hem-13,20.8924
UID_H17_17_1_hem-4,34.7051
UID_H17_17_2_hem-2,36.9006
UID_H17_17_3_hem-2,26.7305
UID_H17_17_4_hem-9,25.9421
UID_H17_17_5_hem-8,26.7779
UID_H17_18_1_hem-4,25.9521
UID_H17_18_2_hem-3,26.2337
UID_H17_18_3_hem-5,36.2187
UID_H17_18_4_hem-2,108.49
UID_H17_18_5_hem-3,33.619
UID_H17_18_6_hem-8,23.9656
UID_H17_19_1_hem-8,25.0179
UID_H17_19_2_hem-12,24.5415
UID_H17_19_3_hem-13,27.43
UID_H17_19_4_hem-5,238.045
UID_H17_19_5_hem-10,30.0414
UID_H17_2_1_hem-2,27.6699
UID_H17_2_2_hem-2,28.9012
UID_H17_20_1_hem-3,32.0398
UID_H17_20_2_hem-8,30.868
UID_H17_20_3_hem-12,31.9621
UID_H17_20_4_hem-11,21.7133
UID_H17_20_5_hem-4,28.7711
UID_H17_20_6_hem-7,27.0273
UID_H17_20_7_hem-17,34.7186
UID_H17_20_8_hem-12,29.4696
UID_H17_21_1_hem-10,34.9635
UID_H17_21_2_hem-11,21.3091
UID_H17_21_3_hem-8,27.2863
UID_H17_22_1_hem-16,29.8756
UID_H17_22_2_hem-8,33.6327
UID_H17_22_3_hem-4,31.2033
UID_H17_22_4_hem-10,29.1941
UID_H17_22_5_hem-12,28.7254
UID_H17_22_6_hem-15,21.6337
UID_H17_23_1_hem-15,29.0149
UID_H17_23_2_hem-9,23.9755
UID_H17_23_3_hem-5,32.0995
UID_H17_24_1_hem-16,26.0618
UID_H17_24_2_hem-12,65.5428
UID_H17_25_1_hem-18,203.046
UID_H17_25_2_hem-3,23.3353
UID_H17_25_3_hem-4,22.5238
UID_H17_26_1_hem-2,28.4701
UID_H17_26_2_hem-17,23.1907
UID_H17_27_1_hem-18,27.9924
UID_H17_27_2_hem-12,22.7656
UID_H17_27_3_hem-9,35.0851
UID_H17_28_1_hem-22,23.6737
UID_H17_29_1_hem-3,30.9942
UID_H17_29_2_hem-9,21.4389
UID_H17_29_3_hem-11,26.7246
UID_H17_29_4_hem-9,27.4868
UID_H17_29_5_hem-4,35.6252
UID_H17_3_1_hem-8,22.0415
UID_H17_3_2_hem-9,25.114
UID_H17_31_1_hem-16,28.7323
UID_H17_31_2_hem-10,24.9997
UID_H17_31_3_hem-10,30.3712
UID_H17_31_4_hem-17,26.3839
UID_H17_32_1_hem-23,27.269
UID_H17_33_1_hem-19,48.4981
UID_H17_34_1_hem-4,151.334
UID_H17_35_1_hem-4,23.2065
UID_H17_35_2_hem-8,36.3347
UID_H17_35_3_hem-5,28.351
UID_H17_36_1_hem-8,25.1347
UID_H17_36_2_hem-6,20.3029
UID_H17_36_3_hem-5,27.2302
UID_H17_37_1_hem-7,29.8902
UID_H17_37_2_hem-10,20.2035
UID_H17_37_3_hem-8,26.9787
UID_H17_37_4_hem-11,27.7084
UID_H17_37_5_hem-8,32.076
UID_H17_37_6_hem-7,27.8828
UID_H17_37_7_hem-7,167.111
UID_H17_37_8_hem-7,431.255
UID_H17_38_1_hem-7,23.1182
UID_H17_38_2_hem-6,24.7245
UID_H17_4_1_hem-22,40.367
UID_H17_4_2_hem-16,26.7537
UID_H17_5_1_hem-15,29.879
UID_H17_6_1_hem-15,26.5859
UID_H17_7_1_hem-8,33.2567
UID_H17_8_1_hem-7,26.972
UID_H17_8_2_hem-13,25.1992
UID_H17_9_1_hem-5,25.345
UID_H17_9_2_hem-8,25.1247
UID_H17_9_3_hem-5,29.7585
UID_H19_1_1_hem-2,27.9883
UID_H19_1_2_hem-2,28.6161
UID_H19_1_3_hem,64.6402
UID_H19_1_4_hem-4,29.4193
UID_H19_1_5_hem-2,27.2801
UID_H19_1_6_hem-7,31.135
UID_H19_1_7_hem-4,27.731
UID_H19_1_8_hem-8,24.9589
UID_H19_1_9_hem-24,27.2495
UID_H19_10_1_hem-6,31.8114
UID_H19_10_2_hem-2,33.1032
UID_H19_11_1_hem-2,35.1815
UID_H19_11_2_hem-2,33.2122
UID_H19_12_1_hem-2,32.3174
UID_H19_12_2_hem-12,31.1235
UID_H19_12_3_hem-8,35.8121
UID_H19_12_4_hem-3,33.2736
UID_H19_12_5_hem-4,35.1155
UID_H19_13_1_hem-4,30.5328
UID_H19_14_1_hem-2,23.109
UID_H19_14_2_hem-3,25.9519
UID_H19_14_3_hem-6,29.1055
UID_H19_15_1_hem-2,29.8121
UID_H19_16_1_hem-3,30.7011
UID_H19_16_2_hem-4,21.8096
UID_H19_17_1_hem-3,28.6596
UID_H19_17_2_hem-10,31.3439
UID_H19_18_1_hem-3,29.6183
UID_H19_18_2_hem-3,25.8071
UID_H19_18_3_hem-4,27.0757
UID_H19_18_4_hem-8,36.4791
UID_H19_18_5_hem-2,27.4648
UID_H19_19_1_hem-2,41.2814
UID_H19_19_2_hem-2,30.9656
UID_H19_19_3_hem-7,20.4557
UID_H19_2_1_hem-2,24.8364
UID_H19_2_2_hem-5,29.2841
UID_H19_2_3_hem-7,23.8503
UID_H19_20_1_hem-2,28.1422
UID_H19_20_2_hem-10,28.2117
UID_H19_20_3_hem-2,24.5833
UID_H19_21_1_hem-34,43.7244
UID_H19_21_2_hem-5,44.0709
UID_H19_22_1_hem-2,28.638
UID_H19_22_2_hem-6,31.2921
UID_H19_22_3_hem-2,36.9401
UID_H19_23_1_hem-5,25.2035
UID_H19_24_1_hem-7,37.0409
UID_H19_25_1_hem-3,32.5125
UID_H19_25_2_hem-2,31.083
UID_H19_26_1_hem-2,38.7265
UID_H19_27_1_hem-2,81.8165
UID_H19_27_2_hem-4,67.2346
UID_H19_28_1_hem-12,31.3804
UID_H19_28_2_hem-3,44.0542
UID_H19_28_3_hem-13,34.9448
UID_H19_3_1_hem-2,25.9996
UID_H19_3_2_hem-3,25.3941
UID_H19_3_3_hem-8,24.5791
UID_H19_30_1_hem-2,31.128
UID_H19_30_2_hem-2,27.8358
UID_H19_30_3_hem-5,26.8806
UID_H19_31_1_hem-2,44.685
UID_H19_31_2_hem-2,29.0433
UID_H19_31_3_hem-2,25.9362
UID_H19_31_4_hem-2,28.7735
UID_H19_31_5_hem-4,120.385
UID_H19_32_1_hem-5,37.5971
UID_H19_32_2_hem-2,77.353
UID_H19_33_1_hem-3,38.3691
UID_H19_33_2_hem-2,32.308
UID_H19_33_3_hem-7,33.1148
UID_H19_33_4_hem-3,45.777
UID_H19_34_1_hem-2,27.3812
UID_H19_34_2_hem-3,21.7602
UID_H19_34_3_hem-2,30.6524
UID_H19_35_1_hem-2,38.7759
UID_H19_35_2_hem-3,35.9405
UID_H19_35_3_hem-2,31.3026
UID_H19_35_4_hem-22,44.2943
UID_H19_35_5_hem-6,38.0563
UID_H19_35_6_hem-2,25.9703
UID_H19_36_1_hem-2,25.5304
UID_H19_36_2_hem-2,30.945
UID_H19_36_3_hem-2,33.1252
UID_H19_36_4_hem-5,37.8057
UID_H19_36_5_hem-4,33.4032
UID_H19_37_1_hem-8,27.3641
UID_H19_37_2_hem-2,31.0396
UID_H19_37_3_hem-5,29.4238
UID_H19_37_4_hem-3,27.9385
UID_H19_4_1_hem-2,72.9736
UID_H19_4_2_hem-2,25.9532
UID_H19_4_3_hem-2,31.0441
UID_H19_5_1_hem-2,30.8184
UID_H19_5_2_hem-3,27.0853
UID_H19_5_3_hem-2,31.6885
UID_H19_5_4_hem-3,28.9017
UID_H19_6_1_hem-16,34.2462
UID_H19_6_2_hem-15,30.0721
UID_H19_7_1_hem-4,25.3735
UID_H19_7_2_hem-2,28.6505
UID_H19_7_3_hem-3,26.0689
UID_H19_7_4_hem-2,24.2799
UID_H19_8_1_hem-3,32.798
UID_H19_8_2_hem-2,32.3375
UID_H19_8_3_hem-22,27.8564
UID_H19_9_1_hem-6,25.3807
UID_H24_1_1_hem-9,104.025
UID_H24_1_10_hem-10,38.4014
UID_H24_1_11_hem-4,50.7549
UID_H24_1_12_hem-14,40.5488
UID_H24_1_13_hem,71.8276
UID_H24_1_14_hem-9,28.1099
UID_H24_1_16_hem-6,28.2603
UID_H24_1_17_hem-3,108.653
UID_H24_1_2_hem-3,26.3698
UID_H24_1_3_hem-7,30.4368
UID_H24_1_4_hem-13,25.2527
UID_H24_1_5_hem-4,43.7095
UID_H24_1_6_hem-7,24.0703
UID_H24_1_7_hem-13,28.1646
UID_H24_1_8_hem-14,41.0358
UID_H24_1_9_hem-6,34.2748
