Contour,Normalized Curvature
UID_11_32_5_all-4,61.0492
UID_11_32_6_all-12,114.521
UID_11_32_7_all-10,38.6196
UID_11_33_1_all-11,26.623
UID_11_33_2_all-4,78.2634
UID_11_33_3_all-3,68.2677
UID_11_33_4_all-4,73.1858
UID_11_33_5_all-6,96.3738
UID_11_33_6_all-7,69.2543
UID_11_36_1_all-16,35.3007
UID_11_36_2_all-5,64.1469
UID_11_36_3_all-9,62.2194
UID_11_36_4_all-6,56.9992
UID_11_37_1_all-7,63.5669
UID_11_37_2_all-5,64.8435
UID_11_37_3_all-14,41.1909
UID_11_37_4_all-3,38.0945
UID_11_37_5_all-9,195.967
UID_11_4_1_all-12,22.6132
UID_11_5_1_all-11,37.0568
UID_11_5_2_all-11,28.2257
UID_11_5_3_all-8,43.9044
UID_11_5_4_all-12,25.5128
UID_11_6_1_all-14,35.9415
UID_11_6_2_all-8,32.0171
UID_11_6_3_all-2,74.8304
UID_11_6_4_all-7,37.667
UID_11_6_5_all-9,55.8849
UID_11_6_6_all-12,26.5504
UID_11_7_1_all-11,26.6052
UID_11_7_2_all-9,37.4692
UID_11_7_3_all-10,67.6131
UID_14_1_1_all-2,30.3131
UID_14_1_2_all-10,36.4967
UID_14_1_3_all-7,54.4137
UID_14_1_4_all-17,32.673
UID_14_1_5_all-31,30.9687
UID_14_11_1_all-27,144.594
UID_14_11_2_all-18,264.513
UID_14_12_1_all-28,33.6335
UID_14_12_2_all-7,25.5375
UID_14_12_3_all-10,281.648
UID_14_12_4_all-14,26.1719
UID_14_13_1_all-13,24.1547
UID_14_13_2_all-26,41.0302
UID_14_13_3_all-16,28.1242
UID_14_14_1_all-20,22.5089
UID_14_14_2_all-25,33.525
UID_14_14_3_all-22,330.885
UID_14_14_4_all-18,214.901
UID_14_15_1_all-22,29.2261
UID_14_15_2_all-19,28.7598
UID_14_15_3_all-26,25.8041
UID_14_16_1_all-32,32.052
UID_14_16_2_all-37,36.2102
UID_14_16_3_all-18,34.7256
UID_14_16_4_all-18,25.1457
UID_14_16_5_all-15,31.3949
UID_14_16_6_all-4,32.5756
UID_14_17_1_all-2,18.9983
UID_14_17_2_all-3,23.549
UID_14_17_3_all-2,29.6303
UID_14_17_4_all-4,26.5818
UID_14_17_5_all,40.148
UID_14_18_1_all-2,78.001
UID_14_18_2_all-17,33.6124
UID_14_18_3_all-14,27.1317
UID_14_18_4_all-14,24.3979
UID_14_18_5_all-13,24.097
UID_14_19_1_all-17,27.6245
UID_14_19_2_all-6,21.911
UID_14_19_3_all-27,28.4481
UID_14_19_4_all-20,29.5191
UID_14_2_1_all-21,25.2017
UID_14_2_2_all-16,27.9182
UID_14_2_3_all-10,29.9065
UID_14_2_4_all-13,26.7725
UID_14_2_5_all-8,28.9726
UID_14_20_1_all-3,23.0116
UID_14_20_2_all-4,26.2349
UID_14_21_1_all-12,49.4852
UID_14_21_2_all-19,40.0365
UID_14_22_1_all-9,18.9152
UID_14_22_2_all-25,30.4959
UID_14_23_1_all-3,27.0179
UID_14_23_2_all-10,23.8538
UID_14_24_1_all-9,29.2702
UID_14_24_2_all-2,24.4301
UID_14_25_1_all-19,26.3735
UID_14_26_1_all-2,26.7684
UID_14_26_2_all-2,20.6683
UID_14_28_1_all-11,33.6663
UID_14_28_2_all-17,32.8931
UID_14_28_3_all-24,25.7255
UID_14_28_4_all-19,20.7503
UID_14_29_1_all-19,31.5651
UID_14_29_2_all-27,31.9944
UID_14_3_1_all-4,27.9733
UID_14_30_1_all-21,33.3579
UID_14_30_2_all-19,26.3917
UID_14_30_3_all-15,21.5545
UID_14_31_1_all-12,31.6823
UID_14_31_2_all-15,47.6049
UID_14_31_3_all-2,36.5235
UID_14_32_1_all-20,33.0127
UID_14_32_2_all-14,46.8417
UID_14_33_1_all-22,66.6116
UID_14_34_1_all-9,33.9546
UID_14_34_2_all-16,25.5324
UID_14_37_1_all-14,33.9566
UID_14_37_2_all-15,35.4667
UID_14_37_3_all-31,30.0106
UID_14_37_4_all-16,26.7601
UID_14_38_1_all-15,26.6818
UID_14_4_1_all-2,37.5058
UID_14_5_1_all-3,28.6
UID_14_5_2_all-7,32.6283
UID_14_5_3_all-3,27.5005
UID_14_6_1_all-32,25.03
UID_14_6_2_all-16,24.4271
UID_14_6_3_all-19,36.9388
UID_14_6_4_all-5,26.1097
UID_14_6_5_all-17,27.7707
UID_14_7_1_all-19,32.7431
UID_14_7_2_all-17,25.5659
UID_14_7_3_all-21,74.1534
UID_14_8_1_all-19,27.5201
UID_14_8_2_all-30,29.6603
UID_14_9_1_all-8,27.2663
UID_14_9_2_all-20,33.5274
UID_14_9_3_all-16,30.3422
UID_15_1_1_all-12,41.2879
UID_15_1_2_all-15,121.123
UID_15_11_1_all-16,26.6539
UID_15_12_1_all-2,23.2122
UID_15_13_1_all-11,22.7284
UID_15_14_1_all-25,21.0546
UID_15_15_1_all-4,39.0309
UID_15_15_2_all-9,21.8192
UID_15_16_1_all-11,24.2947
UID_15_16_2_all-16,21.5862
UID_15_16_3_all-10,19.3335
UID_15_16_4_all-7,20.6982
UID_15_17_1_all-2,20.6449
UID_15_17_2_all-2,30.0203
UID_15_18_1_all-21,299.607
UID_15_18_2_all-10,284.393
UID_15_18_3_all-6,27.6531
UID_15_19_1_all-22,41.5338
UID_15_19_2_all-3,34.5899
UID_15_19_3_all-13,183.052
UID_15_20_1_all-8,24.9042
UID_15_20_2_all-13,26.4346
UID_15_21_1_all-17,27.2825
UID_15_21_2_all-29,52.9074
UID_15_21_3_all-10,28.861
UID_15_22_1_all-3,24.0149
UID_15_22_2_all-14,19.1938
UID_15_22_3_all-4,24.7569
UID_15_23_1_all-3,26.0803
UID_15_24_1_all-2,29.791
UID_15_24_2_all-4,23.1411
UID_15_25_1_all-3,25.0759
UID_15_25_2_all-8,44.7522
UID_15_25_3_all-7,23.5265
UID_15_26_1_all-2,28.3495
UID_15_26_2_all-8,25.7866
UID_15_26_3_all-14,30.14
UID_15_27_1_all-11,27.1076
UID_15_27_2_all-25,23.8137
UID_15_27_3_all-17,24.4554
UID_15_28_1_all-10,23.2786
UID_15_28_2_all-7,35.4426
UID_15_28_3_all-6,24.8477
UID_15_29_1_all-3,21.3904
UID_15_29_2_all-9,39.8649
UID_15_3_1_all-3,48.6108
UID_15_3_2_all-3,65.4155
UID_15_30_1_all-5,34.6031
UID_15_30_2_all-12,27.5858
UID_15_30_3_all-12,25.7539
UID_15_4_1_all,440.551
UID_15_6_1_all-4,33.9334
UID_15_6_2_all-5,47.645
UID_15_7_1_all-12,23.2607
UID_15_7_2_all-2,35.1615
UID_15_8_1_all-10,27.4676
UID_15_8_2_all-16,177.647
UID_15_8_3_all-14,32.6244
UID_17_1_1_all-16,25.2467
UID_17_1_2_all-11,22.6852
UID_17_10_1_all-10,29.6562
UID_17_10_2_all-7,25.5594
UID_17_11_1_all-10,31.3235
UID_17_11_2_all-13,34.4027
UID_17_11_3_all-15,33.711
UID_17_12_1_all-17,37.3802
UID_17_12_2_all-6,16.8344
UID_17_12_3_all-24,27.1683
UID_17_13_1_all-9,204.164
UID_17_13_2_all-14,26.9632
UID_17_13_3_all-17,23.7221
UID_17_14_1_all-27,25.9733
UID_17_14_2_all-26,32.6821
UID_17_14_3_all-18,35.1318
UID_17_14_4_all-15,27.7187
UID_17_14_5_all-11,123.687
UID_17_15_1_all-3,226.751
UID_17_16_1_all-15,28.5911
UID_17_16_2_all-7,31.4655
UID_17_17_1_all-2,26.2279
UID_17_18_1_all-2,61.1187
UID_17_18_2_all-3,61.3011
UID_17_19_1_all-26,60.2135
UID_17_20_1_all-2,23.2211
UID_17_20_2_all-10,27.6723
UID_17_21_1_all-5,35.035
UID_17_22_1_all-6,86.2577
UID_17_22_2_all-13,30.8231
UID_17_22_3_all-8,22.6336
UID_17_23_1_all-4,18.6181
UID_17_24_1_all-5,49.0593
UID_17_24_2_all-13,27.0026
UID_17_24_3_all-11,60.3464
UID_17_25_1_all-11,35.0624
UID_17_25_2_all-13,158.689
UID_17_26_1_all-8,119.609
UID_17_26_2_all-12,54.0127
UID_17_27_1_all-11,53.3451
UID_17_28_1_all-19,34.8942
UID_17_28_2_all,52.0852
UID_17_28_3_all-4,29.6172
UID_17_28_4_all-13,28.0017
UID_17_3_1_all-11,139.109
UID_17_3_2_all-26,63.2785
UID_17_3_3_all-19,29.429
UID_17_30_1_all-13,31.211
UID_17_30_2_all-13,26.1954
UID_17_30_3_all-27,27.4002
UID_17_31_1_all-2,64.2709
UID_17_32_1_all,51.766
UID_17_33_1_all-3,33.1164
UID_17_33_2_all-3,40.6714
UID_17_34_1_all-10,36.0807
UID_17_34_2_all-20,32.157
UID_17_35_1_all-3,22.7544
UID_17_36_1_all-2,23.7205
UID_17_36_2_all-5,70.5158
UID_17_38_1_all-4,26.2956
UID_17_4_1_all-5,25.0042
UID_17_4_2_all,32.3892
UID_17_4_3_all-7,32.5182
UID_17_5_1_all-2,25.0318
UID_17_5_2_all-2,27.9794
UID_17_6_1_all-18,42.699
UID_17_7_1_all-6,32.0586
UID_17_7_2_all-4,29.1018
UID_17_7_3_all-15,26.4113
UID_17_7_4_all-10,25.4886
UID_17_7_5_all-19,22.458
UID_17_8_1_all-4,171.535
UID_17_9_1_all-23,30.8454
UID_19_10_1_all-23,32.3718
UID_19_10_2_all-21,44.6989
UID_19_13_1_all-16,23.0729
UID_19_4_1_all-26,243.334
UID_19_5_1_all-6,144.793
UID_19_7_1_all-30,73.3086
UID_19_7_2_all-15,233.245
UID_19_7_3_all-7,66.4019
UID_19_8_1_all-19,51.4511
UID_20_1_1_all-15,148.267
UID_20_1_2_all-10,173.244
UID_20_1_3_all-8,79.6787
UID_20_10_1_all-15,29.7942
UID_20_10_2_all-10,29.495
UID_20_10_3_all-16,24.6746
UID_20_10_4_all-10,31.677
UID_20_10_5_all-7,121.633
UID_20_11_1_all-16,209.559
UID_20_11_2_all-13,33.6041
UID_20_12_1_all-12,225.881
UID_20_12_2_all-11,322.954
UID_20_13_1_all-12,26.7368
UID_20_13_2_all-18,36.2003
UID_20_13_3_all-17,24.6379
UID_20_13_4_all-12,348.365
UID_20_13_5_all-26,30.2403
UID_20_13_6_all-15,29.4335
UID_20_14_1_all-15,33.6801
UID_20_14_2_all-14,34.3763
UID_20_14_3_all-16,29.0875
UID_20_14_4_all-13,29.6051
UID_20_14_5_all-12,26.4308
UID_20_14_6_all-18,26.3527
UID_20_15_1_all-14,21.4316
UID_20_15_2_all-11,26.0426
UID_20_16_1_all-20,128.564
UID_20_16_2_all-15,66.0594
UID_20_16_3_all-15,31.797
UID_20_18_1_all-15,25.6506
UID_20_18_2_all-6,74.3954
UID_20_19_1_all-13,687.943
UID_20_19_2_all-3,70.9097
UID_20_20_1_all-27,21.9724
UID_20_22_1_all-13,57.9017
UID_20_22_2_all-9,28.8518
UID_20_22_3_all-25,32.1247
UID_20_22_4_all-13,37.0527
UID_20_24_1_all-17,118.123
UID_20_28_1_all-24,53.1448
UID_20_29_1_all-15,257.113
UID_20_3_1_all-2,24.6787
UID_20_30_1_all,88.0921
UID_20_32_1_all-19,32.2242
UID_20_32_2_all-13,204.307
UID_20_32_3_all-10,36.3445
UID_20_33_1_all-17,46.0227
UID_20_34_1_all-5,130.411
UID_20_34_2_all-6,142.439
UID_20_35_1_all-5,54.2047
UID_20_35_2_all-2,35.4961
UID_20_37_1_all-12,29.3441
UID_20_37_2_all-12,26.19
UID_20_37_3_all-13,43.6215
UID_20_37_4_all-16,26.689
UID_20_37_5_all-21,121.237
UID_20_37_6_all-8,24.3182
UID_20_38_1_all-13,25.0918
UID_20_38_2_all-19,24.6735
UID_20_38_3_all-12,28.3224
UID_20_4_1_all-5,21.0067
UID_20_4_2_all-2,34.624
UID_20_4_3_all-6,24.3424
UID_20_5_1_all,89.2222
UID_20_5_2_all-2,18.9816
UID_20_6_1_all-6,23.8553
UID_20_6_2_all-2,24.0405
UID_20_8_1_all-5,53.1297
UID_20_8_2_all-4,24.4764
UID_20_8_3_all-12,43.8339
UID_20_9_1_all-28,40.6512
UID_20_9_2_all-13,140.324
UID_20_9_3_all-20,184.044
UID_20_9_4_all-14,26.0156
UID_20_9_5_all-21,25.0979
UID_22_1_1_all-13,34.0369
UID_22_1_2_all-10,39.4527
UID_22_1_3_all-19,32.447
UID_22_10_1_all-8,35.3682
UID_22_10_2_all-10,29.743
UID_22_10_3_all-9,32.9756
UID_22_10_4_all-23,28.5557
UID_22_10_5_all-15,23.5563
UID_22_11_1_all-25,28.8746
UID_22_11_2_all-22,35.5342
UID_22_11_3_all-15,24.0465
UID_22_11_4_all-20,34.5528
UID_22_11_5_all-13,31.4679
UID_22_11_6_all-16,22.6624
UID_22_12_1_all-5,26.6532
UID_22_13_1_all-10,32.6953
UID_22_14_1_all-4,27.3184
UID_22_14_2_all-10,30.9292
UID_22_14_3_all-11,27.5621
UID_22_14_4_all-19,25.095
UID_22_15_1_all-7,29.1222
UID_22_16_1_all-4,40.544
UID_22_16_2_all-10,25.3657
UID_22_17_1_all,48.3847
UID_22_17_2_all-2,20.7974
UID_22_18_1_all-8,27.9001
UID_22_18_2_all-16,27.4672
UID_22_18_3_all-5,25.0511
UID_22_18_4_all-4,22.435
UID_22_19_1_all-5,22.818
UID_22_19_2_all-3,23.7292
UID_22_19_3_all-6,27.0681
UID_22_19_4_all-3,16.3523
UID_22_2_1_all-3,28.094
UID_22_2_2_all-9,34.9182
UID_22_20_1_all-13,55.2179
UID_22_21_1_all-4,24.0182
UID_22_21_2_all-12,27.4854
UID_22_22_1_all-14,46.6418
UID_22_22_2_all-10,39.1945
UID_22_23_1_all-5,37.5309
UID_22_23_2_all-2,25.0357
UID_22_23_3_all-2,22.4925
UID_22_23_4_all-17,209.927
UID_22_24_1_all-9,48.2866
UID_22_24_2_all-11,114.621
UID_22_24_3_all-5,26.7016
UID_22_24_4_all-7,27.8968
UID_22_25_1_all-10,36.0135
UID_22_25_2_all-2,25.279
UID_22_25_3_all-6,27.2385
UID_22_25_4_all-10,141.95
UID_22_26_1_all-2,27.4772
UID_22_26_2_all-20,107.745
UID_22_26_3_all-3,37.2202
UID_22_26_4_all-18,37.9844
UID_22_27_1_all-12,36.3241
UID_22_27_2_all-16,26.3323
UID_22_27_3_all-20,24.7971
UID_22_27_4_all-20,31.0977
UID_22_28_1_all-10,39.9524
UID_22_28_2_all-14,26.6537
UID_22_29_1_all-2,20.5924
UID_22_29_2_all-7,35.1451
UID_22_3_1_all-4,28.1353
UID_22_30_1_all-8,24.5913
UID_22_30_2_all-9,26.4884
UID_22_31_1_all-2,24.7331
UID_22_31_2_all,119.461
UID_22_31_3_all,144.733
UID_22_32_1_all-4,34.6653
UID_22_32_2_all-5,20.8742
UID_22_33_1_all-10,29.4575
UID_22_33_2_all-5,117.186
UID_22_34_1_all-2,21.7632
UID_22_34_2_all-6,27.1703
UID_22_35_1_all-2,23.2628
UID_22_35_2_all-11,39.1678
UID_22_35_3_all-6,41.2566
UID_22_35_4_all-5,41.6704
UID_22_36_1_all,43.7751
UID_22_36_2_all-6,31.7507
UID_22_37_1_all-2,74.3288
UID_22_37_2_all-9,173.31
UID_22_4_1_all-15,25.3129
UID_22_4_2_all-3,27.8631
UID_22_4_3_all-9,34.6049
UID_22_5_1_all-2,41.8875
UID_22_6_1_all-14,22.3001
UID_22_6_2_all-15,149.049
UID_22_6_3_all-10,31.0994
UID_22_7_1_all-3,24.0765
UID_22_7_2_all-7,60.4472
UID_22_7_3_all-9,22.9147
UID_22_7_4_all-10,22.8347
UID_22_8_1_all-14,156.977
UID_22_8_2_all-7,26.3111
UID_22_8_3_all-8,23.5062
UID_22_8_4_all-25,22.7449
UID_22_8_5_all-20,33.7827
UID_22_9_1_all-14,29.5265
UID_22_9_2_all-17,211.809
UID_22_9_3_all-6,22.1161
UID_26_1_1_all-3,30.7591
UID_26_1_2_all-2,35.8399
UID_26_1_3_all-14,35.4968
UID_26_10_1_all-3,25.1358
UID_26_10_2_all-9,24.455
UID_26_11_1_all-18,24.3426
UID_26_11_2_all-18,28.9301
UID_26_12_1_all-2,19.6035
UID_26_13_1_all-35,28.0865
UID_26_13_2_all-10,28.1126
UID_26_13_3_all-2,26.5765
UID_26_13_4_all-25,32.7346
UID_26_14_1_all-7,242.938
UID_26_14_2_all-2,63.1471
UID_26_14_3_all-4,99.2425
UID_26_14_4_all-7,113.065
UID_26_15_1_all-4,40.4903
UID_26_16_1_all-19,27.7786
UID_26_16_2_all-22,29.4601
UID_26_16_3_all-11,109.957
UID_26_17_1_all-31,174.834
UID_26_17_2_all-12,34.4072
UID_26_17_3_all-22,27.2611
UID_26_18_1_all-13,25.9513
UID_26_18_2_all-20,36.8507
UID_26_18_3_all-39,60.1078
UID_26_18_4_all-16,164.378
UID_26_19_1_all-2,26.364
UID_26_19_10_all-13,27.7095
UID_26_19_2_all-25,31.3808
UID_26_19_3_all-13,35.5916
UID_26_19_4_all-17,29.0891
UID_26_19_5_all-20,28.9933
UID_26_19_6_all-3,30.2473
UID_26_19_7_all-3,205.057
UID_26_19_8_all-16,33.9642
UID_26_19_9_all-16,23.2105
UID_26_2_1_all-5,29.7653
UID_26_2_2_all-14,41.2832
UID_26_2_3_all-16,34.9448
UID_26_20_1_all-21,31.7969
UID_26_20_2_all-6,28.71
UID_26_20_3_all-5,24.7687
UID_26_20_4_all-10,30.3213
UID_26_20_5_all-20,35.1579
UID_26_20_6_all-22,28.9219
UID_26_21_1_all-5,26.0884
UID_26_21_2_all-11,160.435
UID_26_21_3_all-8,85.9956
UID_26_21_4_all-18,33.067
UID_26_23_1_all-12,55.2759
UID_26_24_1_all-22,27.8902
UID_26_24_2_all-28,27.7973
UID_26_24_3_all-10,26.5342
UID_26_24_4_all-26,28.605
UID_26_25_1_all-16,22.9018
UID_26_25_2_all-2,25.8656
UID_26_25_3_all,78.8846
UID_26_25_4_all-3,26.2908
UID_26_26_1_all-3,28.6076
UID_26_26_2_all-11,27.5363
UID_26_27_1_all-4,27.1551
UID_26_27_2_all-3,34.5119
UID_26_27_3_all-19,26.2334
UID_26_28_1_all-6,35.1116
UID_26_28_2_all-3,26.2719
UID_26_29_1_all-4,32.6896
UID_26_3_1_all-3,35.1931
UID_26_3_2_all-2,27.4051
UID_26_3_3_all-4,30.7005
UID_26_3_4_all-2,32.0848
UID_26_3_5_all-5,27.6055
UID_26_3_6_all-5,27.4506
UID_26_30_1_all-3,33.5834
UID_26_30_2_all-11,25.0086
UID_26_30_3_all-12,31.1111
UID_26_30_4_all-7,38.1447
UID_26_30_5_all-8,35.3051
UID_26_30_6_all-8,25.5616
UID_26_30_7_all-14,32.8394
UID_26_30_8_all-15,33.9172
UID_26_31_1_all-8,37.6634
UID_26_31_2_all-8,28.3006
UID_26_31_3_all-14,32.9702
UID_26_31_4_all-15,26.2642
UID_26_31_5_all-25,31.3576
UID_26_32_1_all-32,35.7459
UID_26_32_2_all-12,81.2839
UID_26_32_3_all-14,30.1452
UID_26_32_4_all-11,75.9576
UID_26_32_5_all-3,51.2859
UID_26_32_6_all-16,35.9194
UID_26_32_7_all-25,26.4672
UID_26_33_1_all-4,29.7506
UID_26_33_2_all-6,37.4796
UID_26_34_1_all-4,20.1644
UID_26_34_2_all-17,29.8617
UID_26_34_3_all-12,27.1647
UID_26_35_1_all-10,34.2747
UID_26_35_2_all-17,33.0429
UID_26_35_3_all-18,36.4891
UID_26_35_4_all-12,33.0898
UID_26_35_5_all-28,35.36
UID_26_36_1_all-12,32.0113
UID_26_36_2_all,116.195
UID_26_36_3_all-11,31.5479
UID_26_36_4_all-26,35.1919
UID_26_36_5_all-3,32.0209
UID_26_4_1_all-17,26.7058
UID_26_4_2_all-20,34.4425
UID_26_4_3_all-8,32.6652
UID_26_4_4_all-8,45.2104
UID_26_4_5_all-2,58.9272
UID_26_4_6_all-10,35.9427
UID_26_4_7_all-23,28.5535
UID_26_4_8_all-27,61.285
UID_26_4_9_all-3,30.0458
UID_26_5_1_all-17,23.9564
UID_26_5_2_all-3,24.7753
UID_26_5_3_all-8,39.4796
UID_26_5_4_all-3,28.8045
UID_26_5_5_all-7,27.7895
UID_26_5_6_all-10,25.1643
UID_26_6_1_all-3,74.8
UID_26_6_2_all-3,98.9309
UID_26_6_3_all-2,43.2028
UID_26_6_4_all,64.0035
UID_26_6_5_all-14,31.7783
UID_26_6_6_all-19,41.5209
UID_26_6_7_all-6,43.4122
UID_26_6_8_all-33,60.1984
UID_26_6_9_all-20,31.9094
UID_26_7_1_all-17,26.8004
UID_26_7_2_all-9,44.0805
UID_26_7_3_all-4,92.2208
UID_26_8_1_all-18,291.852
UID_26_8_2_all-7,98.8138
UID_26_8_3_all-22,37.6852
UID_26_9_1_all-19,112.743
UID_26_9_2_all-10,26.5801
UID_26_9_3_all-21,81.3787
UID_26_9_4_all-24,197.361
UID_28_1_1_all-2,32.7992
UID_28_1_2_all-8,30.9057
UID_28_10_1_all-29,45.3505
UID_28_10_2_all-20,48.2665
UID_28_10_3_all-24,41.1189
UID_28_10_4_all-7,25.2262
UID_28_10_5_all-19,27.6667
UID_28_10_6_all-12,34.5717
UID_28_10_7_all-3,43.5896
UID_28_12_1_all-2,24.794
UID_28_13_1_all-6,27.1529
UID_28_14_1_all-3,29.7636
UID_28_15_1_all-18,30.7607
UID_28_15_2_all-16,40.0637
UID_28_15_3_all-15,36.1355
UID_28_16_1_all-10,147.851
UID_28_17_1_all-19,30.8642
UID_28_2_1_all-16,36.366
UID_28_2_2_all-2,26.8297
UID_28_2_3_all-5,30.4548
UID_28_2_4_all-20,28.7863
UID_28_2_5_all-14,30.7476
UID_28_2_6_all-19,33.9238
UID_28_20_1_all-2,30.6299
UID_28_20_2_all-19,26.3573
UID_28_21_1_all-21,22.4902
UID_28_21_2_all-2,25.2042
UID_28_23_1_all-3,28.4218
UID_28_23_2_all-18,54.2414
UID_28_23_3_all-18,25.0562
UID_28_24_1_all-17,27.1163
UID_28_24_2_all-3,36.9232
UID_28_25_1_all-17,38.9902
UID_28_25_2_all-48,28.0199
UID_28_27_1_all-2,32.2951
UID_28_27_2_all-9,28.714
UID_28_28_1_all-5,36.9212
UID_28_28_2_all-7,29.1275
UID_28_29_1_all-3,22.6549
UID_28_29_2_all-2,34.5595
UID_28_29_3_all-17,32.0317
UID_28_29_4_all-5,32.8551
UID_28_3_1_all-4,47.3172
UID_28_3_2_all-6,28.6201
UID_28_3_3_all-11,32.5009
UID_28_3_4_all-19,31.9299
UID_28_30_1_all-30,32.3636
UID_28_31_1_all-7,25.3939
UID_28_31_2_all-18,35.769
UID_28_31_3_all-5,34.7846
UID_28_32_1_all-4,27.746
UID_28_32_2_all-3,31.4286
UID_28_33_1_all-2,28.3709
UID_28_33_2_all-7,45.5004
UID_28_33_3_all-2,29.6182
UID_28_34_1_all-3,28.7975
UID_28_34_2_all-4,80.4608
UID_28_34_3_all-2,33.2025
UID_28_34_4_all-15,418.116
UID_28_34_5_all-8,25.3399
UID_28_35_1_all-6,27.3946
UID_28_36_1_all-7,50.357
UID_28_37_1_all-2,26.1943
UID_28_37_2_all-4,40.5727
UID_28_38_1_all-23,30.0238
UID_28_4_1_all-5,36.3839
UID_28_4_2_all-6,35.5024
UID_28_4_3_all-2,121.897
UID_28_4_4_all-16,585.616
UID_28_4_5_all-16,40.7496
UID_28_4_6_all-4,29.4171
UID_28_5_1_all-5,57.8165
UID_28_5_2_all-13,63.9064
UID_28_5_3_all-10,101.266
UID_28_5_4_all-5,67.9078
UID_28_5_5_all-11,63.9496
UID_28_5_6_all-6,126.265
UID_28_5_7_all-27,27.1181
UID_28_6_1_all-7,36.8876
UID_28_6_2_all-2,31.5141
UID_28_6_3_all-22,29.4509
UID_28_6_4_all-10,37.6318
UID_28_7_1_all-5,28.201
UID_28_7_2_all-24,32.1392
UID_28_7_3_all-10,30.5756
UID_28_7_4_all-12,34.8911
UID_28_8_1_all-29,37.431
UID_28_8_2_all-9,31.8688
UID_28_8_3_all-23,30.1922
UID_28_9_1_all-21,35.9693
UID_28_9_2_all-8,40.4184
UID_28_9_3_all-13,25.6474
UID_3_1_1_all-17,52.1064
UID_3_1_2_all-16,61.8193
UID_3_2_1_all-8,183.858
UID_3_3_1_all-16,37.6635
UID_3_3_2_all-9,78.2198
UID_3_4_1_all-5,146.152
UID_3_4_2_all,69.9039
UID_3_4_3_all-17,26.9848
UID_3_4_4_all-5,39.6944
UID_3_4_5_all-18,36.3445
UID_3_4_6_all-9,48.7326
UID_35_1_1_all-21,44.4319
UID_35_1_2_all-26,33.1485
UID_35_1_3_all-23,470.099
UID_35_1_4_all-10,91.4301
UID_35_1_5_all-17,122.607
UID_35_1_6_all-20,32.2434
UID_35_1_7_all-18,40.1334
UID_35_10_1_all-22,42.3343
UID_35_10_2_all-30,22.6835
UID_35_10_3_all-28,331.392
UID_35_10_4_all-9,90.1034
UID_35_10_5_all-9,190.332
UID_35_10_6_all-21,40.3058
UID_35_10_7_all-23,35.4646
